Facility,Chargecode,Description,Rev,CPT,1/1/22 Fee
BAYCARE,10004892,HIGH DEF PANEL HLA CLASS I,302,86832,590.00
BAYCARE,10004893,HIGH DEF PANEL HLA CLASS II,302,86833,590.00
BAYCARE,10004894,RESP VIRUS BY PCR 5 TARGETS,306,87631,400.00
BAYCARE,10004895,RESP VIRUS BY PCR 15 TARGETS,306,87633,"1,300.00"
BAYCARE,10004896,NERVE CONDUCTION STUDIES 1-2,920,95907,510.00
BAYCARE,10004900,DRUG SCREEN CLASS B,301,80307,90.00
BAYCARE,10004906,MISC PROCEDURE GI,750,,"2,770.00"
BAYCARE,10004907,NON-OPHTHALMIC FVA,320,C9733,"1,490.00"
BAYCARE,10004910,CHEMO ADMIN INTRA ARTERIAL,280,96420,535.00
BAYCARE,10004916,IRRIGATION CORPORA CAVERNOSA,360,54220,785.00
BAYCARE,10004919,EP PROCEDURE LEVEL 4,481,,"48,860.00"
BAYCARE,10004920,RHO(D) IMMUNE GLOBULIN 100 IU,250,J2791,20.00
BAYCARE,10004921,RHO(D) IMMUNE GLOBULIN ADMIN IM,510,96372,95.00
BAYCARE,10004922,RHO(D) IMMUNE GLOBULIN ADMIN IV,510,96374,150.00
BAYCARE,10004924,"PHERESIS, RBC",940,36512,"5,180.00"
BAYCARE,10004925,RETICULATED PLATELET ASSAY,305,85055,135.00
BAYCARE,10004928,DEXAMETHASONE,301,80299,185.00
BAYCARE,10004931,APPLY SPLINT FINGER*,516,29130,250.00
BAYCARE,10004939,POC SKIN TESTING TUBERCULOSIS,302,86580,45.00
BAYCARE,10004940,BIOFEEDBACK TRAINING,420,90901,165.00
BAYCARE,10004945,INJECT SPHENOPALATINE GANGLION,360,64505,"1,200.00"
BAYCARE,10004947,DEBRIDE SELECTIVE 1ST 20 CM*,940,97597,395.00
BAYCARE,10004950,RADIOSURGERY COMPLETE TREATMENT,333,77372,"38,260.00"
BAYCARE,10004951,RADIOSURGERY EACH TREATMENT,333,77373,"11,440.00"
BAYCARE,10004952,TELEHEALTH SITE FEE,780,Q3014,50.00
BAYCARE,10004953,THORASCOSCOPY,360,,"6,340.00"
BAYCARE,10004957,MISC PROCEDURE MAJOR,720,,840.00
BAYCARE,10004962,DISCOGRAM INJECTION L/S EACH LEVEL,360,62290,"1,840.00"
BAYCARE,10004963,DISCOGRAM INJECTION C/T EACH LEVEL,360,62291,"1,840.00"
BAYCARE,10004969,HB TRACH PERCUTANEOUS (TRANSTRACHEAL),360,31730,"2,600.00"
BAYCARE,10004980,MEDICARE EKG TRACING,730,G0404,360.00
BAYCARE,10004983,SKIN TAG REMOVAL </= 15 LESIONS,360,,230.00
BAYCARE,10005044,HIV ANTIGEN/ANTIBODY SCREEN,306,87389,185.00
BAYCARE,10005045,HIV-1 ANTIBODY SCREEN,302,86701,70.00
BAYCARE,10005046,HIV-2 ANTIBODY SCREEN,302,86702,85.00
BAYCARE,10005047,FAMILIAL MED FEVER PCR,310,81404,"2,050.00"
BAYCARE,10005049,CYSTIC FIBROSIS GENE,300,81223,"2,190.00"
BAYCARE,10005050,PRSS-1 GENE SEQUENCE,310,81404,"1,340.00"
BAYCARE,10005051,SPINK-1 GENE,310,81404,"1,210.00"
BAYCARE,10005057,GAUZE W/O NS OR BORDER <16 SQ IN,623,A6222,10.00
BAYCARE,10005060,GAUZE W/O NS/BORDER >/=16<48 SQ IN,623,A6223,10.00
BAYCARE,10005061,GAUZE W/O NS OR BORDER > 48 SQ IN,623,A6224,10.00
BAYCARE,10005062,WOUND FILLER GEL OR PASTE PER OZ,623,A6261,145.00
BAYCARE,10005065,ENDOMYSIAL AB IGG TITER,302,86256,85.00
BAYCARE,10005067,VITAMIN B2 (RIBOFLAVIN),301,84252,180.00
BAYCARE,10005071,VASCULAR ENDOTHELIAL GF,301,83520,245.00
BAYCARE,10005072,ALPHA THALASSEMIA GENE ANALYSIS,300,81257,610.00
BAYCARE,10005073,"RUFINAMIDE, HPLC 1-3",301,80339,240.00
BAYCARE,10005074,COCHLEAR AB 68KD,301,84181,150.00
BAYCARE,10005077,CYSTOMETROGRAM SIMPLE,360,51725,"1,150.00"
BAYCARE,10005080,RRX RADIUM RA 223 DICHLORIDE/UCI,344,A9606,355.00
BAYCARE,10005092,OB EPIDURAL NON-ANESTHESIA,370,,375.00
BAYCARE,10005096,INJECT INTRAVITREAL MEDICATION,360,67028,965.00
BAYCARE,10005097,PELVIC EXAM UNDER ANESTHESIA,360,57410,"5,590.00"
BAYCARE,10005102,CHEMODENERVATION,360,,600.00
BAYCARE,10005104,DESTROY or EXCISE SKIN LESIONS,360,,450.00
BAYCARE,10005111,"ORGANIC ACIDS, QUANT, URINE",301,83919,255.00
BAYCARE,10005112,IODIDE,301,83018,125.00
BAYCARE,10005114,LACOSAMIDE,301,80235,250.00
BAYCARE,10005116,PARECHOVIRUS,306,87798,210.00
BAYCARE,10005118,RRX TC99M TILMANOCEPT </=0.5 MCI,343,A9520,"1,390.00"
BAYCARE,10005119,MALARIA ANTIBODY IGG,302,86750,160.00
BAYCARE,10005120,"N GONORRHOEA ABS, CF",302,86171,65.00
BAYCARE,10005124,EBV BY PCR QUALITATIVE,306,87798,275.00
BAYCARE,10005125,"MGMT, METHYLATION ANALYSIS",300,81287,785.00
BAYCARE,10005126,HLA CROSSMATCH; ADD SAMPLE,302,86826,250.00
BAYCARE,10005127,"FISH, URINARY (UROVISION)",311,88120,555.00
BAYCARE,10005128,HEMOGLOBIN VARIANT QUANTITATION,301,83021,100.00
BAYCARE,10005131,ETONOGESTREL (NEXPLANON) IMPLANT,278,J7307,"2,040.00"
BAYCARE,10005134,EXHALED NITRIC OXIDE MEASUREMENT,460,95012,170.00
BAYCARE,10005136,SHOULDER ORTHOSIS CANVAS/WEB TYPE,274,L3670,170.00
BAYCARE,10005137,"TRICHOMONAS VAGINALIS, RNA",306,87661,215.00
BAYCARE,10005138,"CALPROTECTIN, FECAL",301,83993,385.00
BAYCARE,10005140,DABIGATRAN INHIBITOR TEST,305,85335,365.00
BAYCARE,10005144,AUTOANTIBODY TO ANTIGEN,301,83516,135.00
BAYCARE,10005145,HLA B57:01 GENOTYPE,310,81381,250.00
BAYCARE,10005147,DENGUE VIRUS AB,302,86790,85.00
BAYCARE,10005148,CYSTATIN C,301,82610,165.00
BAYCARE,10005149,TUMOR NECROSIS FACT,301,83520,225.00
BAYCARE,10005150,TRYPSINOGEN,301,83519,145.00
BAYCARE,10005151,DPYD DIHYDROPYRIMIDINE 5-FU,310,81400,255.00
BAYCARE,10005152,TYMS THYMIDYLATE SYNTH 5-FU,310,81401,395.00
BAYCARE,10005153,ANTI-IGA ANTIBODY,301,83520,260.00
BAYCARE,10005154,INFLIXIMAB ACTIVITY  & NEUT AB,302,86352,490.00
BAYCARE,10005156,"AB, CHLAMYDIA PNEUMONIAE IGA",302,86631,65.00
BAYCARE,10005157,SALMONELLA TYPHI TYPING,302,86768,55.00
BAYCARE,10005158,VITAMIN B5 PANTOTHENIC ACID,301,84591,145.00
BAYCARE,10005159,SOMATOSTATIN,301,84307,215.00
BAYCARE,10005160,"HEMOGLOBIN, URINE",301,83069,50.00
BAYCARE,10005161,VITAMIN B3 (NIACIN),301,84591,150.00
BAYCARE,10005162,"CAMPYLOBACTER JEJUNI AB, IGG",302,86625,45.00
BAYCARE,10005163,CAMPYLOBACTER ANTIGEN,306,87899,70.00
BAYCARE,10005165,"CARBAMAZEPINE, FREE",301,80157,85.00
BAYCARE,10005168,CATH DRAINAGE SOFT TISSUE GUIDED,360,10030,"4,930.00"
BAYCARE,10005169,BREAST BX STEREO GUIDANCE 1ST,360,19081,"6,550.00"
BAYCARE,10005170,BREAST BX STEREO GUIDANCE ADDL,360,19082,"4,910.00"
BAYCARE,10005171,BREAST BX US GUIDANCE 1ST,360,19083,"5,250.00"
BAYCARE,10005172,BREAST BX US GUIDANCE ADDL,360,19084,"3,920.00"
BAYCARE,10005173,BREAST BX MR GUIDANCE 1ST,360,19085,"7,860.00"
BAYCARE,10005174,BREAST BX MR GUIDANCE ADDL,360,19086,"5,890.00"
BAYCARE,10005175,LOCALIZATION MAMMO GUIDANCE 1ST,360,19281,"1,830.00"
BAYCARE,10005176,LOCALIZATION MAMMO GUIDANCE ADDL,360,19282,"1,370.00"
BAYCARE,10005179,LOCALIZATION US GUIDANCE 1ST,360,19285,"2,010.00"
BAYCARE,10005180,LOCALIZATION US GUIDANCE ADDL,360,19286,"1,500.00"
BAYCARE,10005186,GRAFT AORTA VISCERAL 3 ARTERIES,360,34843,"34,120.00"
BAYCARE,10005193,STENT INTRAVASCULAR 1ST ARTERY,360,37236,"27,660.00"
BAYCARE,10005194,STENT INTRAVASCULAR EA ADDL ARTERY,360,37237,"17,980.00"
BAYCARE,10005195,STENT INTRAVASCULAR 1ST VEIN,360,37238,"27,660.00"
BAYCARE,10005196,STENT INTRAVASCULAR EA ADDL VEIN,360,37239,"17,980.00"
BAYCARE,10005197,VASCULAR EMBOLIZATION VENOUS,360,37241,"48,430.00"
BAYCARE,10005198,VASCULAR EMBOLIZATION ARTERIAL,360,37242,"48,430.00"
BAYCARE,10005199,"VASCULAR EMBOLIZATION TUMOR, ETC",360,37243,"48,430.00"
BAYCARE,10005200,VASCULAR EMBOLIZATION HEMORRHAGE,360,37244,"48,430.00"
BAYCARE,10005201,CATH DRAINAGE VISCERAL GUIDED,360,49405,"4,790.00"
BAYCARE,10005202,CATH DRAINAGE PERI/RETROPERITONEAL,360,49406,"4,790.00"
BAYCARE,10005203,CATH DRAINAGE TRANSVAG OR RECTAL,360,49407,"4,790.00"
BAYCARE,10005204,DENERVATION MUSCLES NECK UNILATERAL,360,64616,590.00
BAYCARE,10005206,DENERVATION EXTREM MUSCLES 1-4,360,64642,"1,150.00"
BAYCARE,10005207,DENERVATION ADD EXTREM 1-4 MUSCLES,360,64643,575.00
BAYCARE,10005208,DENERVATION EXTREM MUSCLES 5 OR >,360,64644,"1,150.00"
BAYCARE,10005209,DENERVATION ADD EXTREM 5/> MUSCLES,360,64645,575.00
BAYCARE,10005210,DENERVATION TRUNK MUSCLES 1-5,360,64646,"1,340.00"
BAYCARE,10005211,DENERVATION TRUNK MUSCLES 6 OR >,360,64647,"1,610.00"
BAYCARE,10005212,RESP MOTION SIMULATION,333,77293,"3,590.00"
BAYCARE,10005214,SPEECH EVAL FLUENCY,444,92521,395.00
BAYCARE,10005215,SPEECH EVAL SOUND PRODUCTION,444,92522,395.00
BAYCARE,10005216,SPEECH EVAL& LANG COMPREHENSION,444,92523,590.00
BAYCARE,10005217,VOICE & RESONANCE ANALYSIS,444,92524,395.00
BAYCARE,10005218,MECHANICAL CHEST WALL OSCILLATION,410,94669,155.00
BAYCARE,10005223,INJECT/ASPIRATE SHUNT TUBING,360,61070,"1,250.00"
BAYCARE,10005226,BIOTINIDASE,301,82261,155.00
BAYCARE,10005228,MYOSITIS AUTOANTIBODIES,301,83516,125.00
BAYCARE,10005229,RNA POLYMERASE III AB IGG,301,83516,165.00
BAYCARE,10005230,NEOPTERIN,301,83520,270.00
BAYCARE,10005231,"PROTHROMBIN ANTIBODIES, IGG & IGM",301,83520,140.00
BAYCARE,10005232,LEPTIN,301,83520,200.00
BAYCARE,10005233,PREGNENOLONE,301,84140,135.00
BAYCARE,10005235,CHRONIC URTICARIA INDEX,302,86352,270.00
BAYCARE,10005236,HEPATITIS DELTA AGENT,302,86692,110.00
BAYCARE,10005237,ANEURYSM REPAIR LEVEL 2,360,,"47,560.00"
BAYCARE,10005238,ANEURYSM REPAIR LEVEL 3,360,,"49,930.00"
BAYCARE,10005239,VASCULAR EXPOSURE,360,,"5,530.00"
BAYCARE,10005240,PROSTATE BIOPSIES,310,88305,380.00
BAYCARE,10005245,EPIFIX OR EPICORD PER SQ CM,278,Q4186,690.00
BAYCARE,10005256,FRAGILE X GENE ANALYSIS SCREEN,300,81243,450.00
BAYCARE,10005264,REMOVE HALO OR TONGS,360,20665,200.00
BAYCARE,10005265,INJECT FORAMEN INITIAL UNILATER,360,,"1,710.00"
BAYCARE,10005266,INJECT FORAMEN ADDL UNILATERAL,360,,855.00
BAYCARE,10005267,INJECT FORAMEN INITIAL BILATERAL,360,,"2,580.00"
BAYCARE,10005268,INJECT FORAMEN ADDL BILATERAL,360,,"1,290.00"
BAYCARE,10005269,INJECT AIR OR CONTRAST ABD CAVITY,360,49400,900.00
BAYCARE,10005270,PERITONEGRAM S&I,320,74190,"1,470.00"
BAYCARE,10005272,SELF-MGMT EDUC/TRAIN 1 PT 30 MIN,942,98960,75.00
BAYCARE,10005273,SELF-MGMT EDUC/TRAIN 2-4 PT 30 MIN,942,98961,55.00
BAYCARE,10005275,YTTRIUM 90 THERASPHERES PER SOURCE,278,C2616,"52,420.00"
BAYCARE,10005277,STAT 3 SNP IBD SGI,310,81405,310.00
BAYCARE,10005278,SNP IBD SGI,310,81479,310.00
BAYCARE,10005282,HDR ELECTRONIC BRACHYTHERAPY,333,0395T,"1,790.00"
BAYCARE,10005283,INTRA OP RAD TX DELIVERY 1 SESSION,333,77424,"3,760.00"
BAYCARE,10005291,TRANSCRANIAL DOPPLER W/INJECTION,921,93893,"1,280.00"
BAYCARE,10005292,ALGINATE DRSG OR WOUND FILLER 6 IN,623,A6199,15.00
BAYCARE,10005297,BARTONELLA PCR,306,87798,200.00
BAYCARE,10005298,TROPHERYMA WHIPPLEI PCR,306,87798,250.00
BAYCARE,10005299,GLUTAMATE RECEPTOR AB (NMDAG),302,86255,235.00
BAYCARE,10005301,HEINZ BODIES DIRECT,305,85441,40.00
BAYCARE,10005302,TRANSCUTANEOUS O2 MEASUREMENT,921,93998,735.00
BAYCARE,10005306,FLT3 EXON 14/15 BY PCR,300,81245,650.00
BAYCARE,10005307,FLT3 CODON D835 BY PCR,300,81246,650.00
BAYCARE,10005308,NPM1 EXON 12 BY PCR,300,81310,"1,180.00"
BAYCARE,10005311,INSULIN LIKE GROWTH FACTOR BP2,301,83519,210.00
BAYCARE,10005313,21-HYDROXYLASE ANTIBODY,301,83519,105.00
BAYCARE,10005314,INJ/ASPIRATE SMALL JOINT W/US,360,20604,"1,640.00"
BAYCARE,10005315,INJ/ASPIRATE INTERM JOINT W/US,360,20606,"1,790.00"
BAYCARE,10005316,INJ/ASPIRATE MAJOR JOINT W/US,360,20611,"1,960.00"
BAYCARE,10005318,VERTEBROPLASTY C/T WITH IMAGING,360,22510,"3,360.00"
BAYCARE,10005319,VERTEBROPLASTY L/S WITH IMAGING,360,22511,"3,360.00"
BAYCARE,10005320,VERTEBROPLASTY EA ADDL LEVEL,360,22512,"1,680.00"
BAYCARE,10005321,KYPHOPLASTY THORACIC WITH IMAGING,360,22513,"6,760.00"
BAYCARE,10005322,KYPHOPLASTY LUMBAR WITH IMAGING,360,22514,"6,760.00"
BAYCARE,10005323,KYPHOPLASTY EACH ADDL LEVEL,360,22515,"3,380.00"
BAYCARE,10005328,STENT CAROTID/INNOMINATE,360,37218,"6,750.00"
BAYCARE,10005329,CRYOABLATION LIVER TUMORS,360,47383,"7,970.00"
BAYCARE,10005330,INJECT MYELOGRAM CERVICAL S&I,360,62302,"3,510.00"
BAYCARE,10005331,INJECT MYELOGRAM THORACIC S&I,360,62303,"3,510.00"
BAYCARE,10005332,INJECT MYELOGRAM LUMBAR SACRAL S&I,360,62304,"3,510.00"
BAYCARE,10005333,INJECT MYELOGRAM > 2 REGIONS S&I,360,62305,"5,270.00"
BAYCARE,10005334,TAP BLOCK UNILATERAL BY INJECTION,360,64486,"1,050.00"
BAYCARE,10005335,TAP BLOCK BILATERAL BY INJECTION,360,64488,"1,570.00"
BAYCARE,10005336,US BREAST W/AXILLA COMPLETE,402,76641,915.00
BAYCARE,10005337,US BREAST W/AXILLA LIMITED,402,76642,685.00
BAYCARE,10005338,BREAST TOMOSYNTHESIS UNILATERAL,401,G0279,105.00
BAYCARE,10005339,BREAST TOMOSYNTHESIS BILATERAL,401,G0279,105.00
BAYCARE,10005340,BREAST TOMOSYNTHESIS SCREEN BILAT,403,77063,105.00
BAYCARE,10005341,DXA BONE DENSITY AXIAL SKELETON,320,77085,795.00
BAYCARE,10005342,TELETHERAPY ISODOSE PLAN SIMPLE,333,77306,"2,370.00"
BAYCARE,10005343,TELETHERAPY ISODOSE PLAN COMPLEX,333,77307,"4,380.00"
BAYCARE,10005344,BRACHYTX ISODOSE PLAN SIMPLE,333,77316,"3,020.00"
BAYCARE,10005345,BRACHYTX ISODOSE PLAN INTERMED,333,77317,"3,780.00"
BAYCARE,10005346,BRACHYTX ISODOSE PLAN COMPLEX,333,77318,"5,230.00"
BAYCARE,10005347,IMRT SIMPLE,333,77385,"5,810.00"
BAYCARE,10005348,HB IMRT COMPLEX,333,77386,"5,810.00"
BAYCARE,10005349,IMAGING GUIDANCE TX DELIVERY,333,77387,835.00
BAYCARE,10005350,TRT DELIVERY SIMPLE,333,77402,"1,310.00"
BAYCARE,10005351,TRT DELIVERY INTERMEDIATE,333,77407,"1,440.00"
BAYCARE,10005352,TRT DELIVERY COMPLEX,333,77412,"1,800.00"
BAYCARE,10005353,"VALPROIC ACID, FREE",301,80165,170.00
BAYCARE,10005354,"CANNABINOIDS, GC/M",301,80349,205.00
BAYCARE,10005355,"FENTANYL, LC/MS",301,80354,115.00
BAYCARE,10005358,"OXYCODONE, GC/MS",301,80365,115.00
BAYCARE,10005359,"PREGABALIN, GC/MS",301,80366,115.00
BAYCARE,10005362,GROWTH STIMULATION GENE 2,301,83006,130.00
BAYCARE,10005363,HPV TYPES 16/18 W/O PAP,306,87625,235.00
BAYCARE,10005364,"IHC PER SPEC, ADDL AB STAIN",312,88341,270.00
BAYCARE,10005365,"IHC PER SPEC, MULTIPLEX STAIN",312,88344,380.00
BAYCARE,10005366,"FISH, INSITU, ADDL SGL PROBE",312,88364,465.00
BAYCARE,10005367,"FISH, INSITU, MULTIPLEX PROBE",312,88366,580.00
BAYCARE,10005368,"MORPH, INSITU, ADDL PROBE",312,88369,535.00
BAYCARE,10005369,"MORPH, INSITU, MULTIPLEX PROBE",312,88377,650.00
BAYCARE,10005371,EVAL SUB Q ICD,480,93261,460.00
BAYCARE,10005372,TEE GUIDANCE GREAT VESSEL REPAIR,480,93355,"3,350.00"
BAYCARE,10005373,DEVELOPMENTAL SCREENING,440,96110,150.00
BAYCARE,10005374,VAC THERAPY DISP < 50 CM,940,97607,"1,020.00"
BAYCARE,10005375,VAC THERAPY DISP > 50 CM,940,97608,"1,530.00"
BAYCARE,10005376,MASSAGE 15 MIN,2103,,15.00
BAYCARE,10005377,MASSAGE 30 MIN,2103,,40.00
BAYCARE,10005378,MASSAGE 45 MIN,2103,,45.00
BAYCARE,10005379,MASSAGE 60 MIN,2103,,60.00
BAYCARE,10005381,MASSAGE  90 MIN,2103,,90.00
BAYCARE,10005386,ANTIBODY TITER IFA,302,86256,130.00
BAYCARE,10005387,STRIATED MUSCLE AB EIA,301,83520,155.00
BAYCARE,10005388,CT IMAGE GUIDE TX DELIVERY,350,77387,"2,620.00"
BAYCARE,10005390,THERASKIN PER SQ CM,278,Q4121,115.00
BAYCARE,10005391,CT HEART W/CALCIUM EVAL SCREENING,350,75571,49.00
BAYCARE,10005392,CARBAPENEM RESISTANT ENTERO (CRE),306,87150,440.00
BAYCARE,10005395,"HB ELASTOGRAPHY, LIVER",402,91200,485.00
BAYCARE,10005410,HB GHB SCREEN,301,80307,200.00
BAYCARE,10005411,16S RRNA GENE SEQUENCING,306,87153,"1,570.00"
BAYCARE,10005412,IDH1/IDH2 MUTATION ANALYSIS,310,81403,815.00
BAYCARE,10005413,GI STROMAL TUMOR MUTATION,310,81404,"1,970.00"
BAYCARE,10005414,NRAS MUTATION,310,81311,"1,320.00"
BAYCARE,10005416,SOLID TUMOR MUTATIONS BY NGS,310,81445,"2,760.00"
BAYCARE,10005417,AUTOANTIBODY (RIPA) MYOSITIS,301,83516,80.00
BAYCARE,10005418,ENA ANTIBODY (RIPA) MYOSITIS,302,86235,80.00
BAYCARE,10005419,HUMAN ANTI-MOUSE ANTIBODY,301,83520,455.00
BAYCARE,10005420,EOSINOPHIL CATIONIC PROTEIN,301,83520,250.00
BAYCARE,10005421,CARBOHYDRATE DEFICIENT TRANSFERRIN,301,82373,295.00
BAYCARE,10005422,PORPHYRINS SERUM TOTAL,301,84311,75.00
BAYCARE,10005423,ALA DEHYDROTASE WHOLE BLOOD,301,82657,"1,200.00"
BAYCARE,10005424,OSMOTIC FRAGILITY INCUBATED,305,85557,105.00
BAYCARE,10005425,Q-FEVER AB IGG PHASE I/II,302,86638,55.00
BAYCARE,10005426,MUSK ANTIBODY,301,83519,"2,110.00"
BAYCARE,10005427,HCV PHENOTYPE,306,87900,"1,820.00"
BAYCARE,10005428,TB INTERFERON GAMMA RELEASE,302,86481,390.00
BAYCARE,10005430,LIGATON LONG SAPHENOUS VEIN,360,37700,"7,340.00"
BAYCARE,10005431,HB EPIFIX INJECTABLE PER 1 MG,278,Q4145,80.00
BAYCARE,10005433,HB DSDNA ANTIBODIES BY CRITHIDIA LUCILIAE,302,86255,80.00
BAYCARE,10005434,Y CHROMOSOME MICRODELETION,310,81403,655.00
BAYCARE,10005435,ACETYCHOLINE RECEPTOR BLOCKING AB,301,83516,135.00
BAYCARE,10005436,AMPHETAMINE QUANTITATION,301,80326,180.00
BAYCARE,10005437,HB BENZODIAZEPINE QUANTITATION,301,80347,175.00
BAYCARE,10005439,AMYLOID PROTEIN LC-MS/MS,301,83789,"2,530.00"
BAYCARE,10005444,NOTCH 3 CADASIL DNA,310,81406,"2,550.00"
BAYCARE,10005446,HB HISTONE AUTOANTIBODIES,300,83516,260.00
BAYCARE,10005448,HB ADENOSINE DEAMINASE,301,84311,85.00
BAYCARE,10005453,"AB, HEPATITIS E IGG",302,86790,95.00
BAYCARE,10005455,HB EHRLICHIA ANAPLASMA PCR,306,87798,205.00
BAYCARE,10005456,WEST NILE VIRUS RNA PCR,306,87798,110.00
BAYCARE,10005508,ALGINATE DRESSING >16 </=48 SQ IN,623,A6197,40.00
BAYCARE,10005511,WHFO W/O JOINTS PRECUSTOM,274,L3807,70.00
BAYCARE,10005512,OMT 1-2 BODY REGIONS,510,98925,110.00
BAYCARE,10005526,INFECTIOUS AGENT PCR 3-5,300,87505,455.00
BAYCARE,10005535,INJECT NERVE BRACHIAL PLEXUS,360,64415,890.00
BAYCARE,10005537,SPINAL MUSCULAR ATROPHY (SMA) GENE,310,81329,795.00
BAYCARE,10005538,MUMPS RNA QUAL RT PCR,306,87798,"1,080.00"
BAYCARE,10005539,ADENOVIRUS BY PCR,306,87798,500.00
BAYCARE,10005540,"HIV-AG, HIV1 & 2 AB, RAPID SCREEN",306,87806,135.00
BAYCARE,10005541,"OPIATES CONF/QUANT, 5 OR MORE",301,80364,100.00
BAYCARE,10005542,POC PREG TEST CLINITEK,301,84703,50.00
BAYCARE,10005543,HLA-DQ2/HLA-DQ8 GENOTYPE,300,81382,790.00
BAYCARE,10005544,"KRAS GENE ANALYSIS EXONS 3,4",300,81276,"1,750.00"
BAYCARE,10005545,KIDNEY FUNCTION STUDY NON IMAGING,341,78725,"2,980.00"
BAYCARE,10005546,RRX I-125 IOTHALAMATE UP TO10 UCI,343,A9554,"1,440.00"
BAYCARE,10005550,TENOTOMY PATELLAR TENDON,360,20999,"4,600.00"
BAYCARE,10005551,TENOTOMY SHOULDER,360,23405,"6,510.00"
BAYCARE,10005552,TENOTOMY ELBOW,360,24357,"6,510.00"
BAYCARE,10005553,TENOTOMY HIP,360,27000,"4,090.00"
BAYCARE,10005554,HB TENOTOMY HAMSTRING 1 TENDON,360,27306,"4,090.00"
BAYCARE,10005555,HB TENOTOMY HAMSTRING > 1 TENDON,360,27307,"6,540.00"
BAYCARE,10005556,TENOTOMY ACHILLES TENDON,360,27605,"4,600.00"
BAYCARE,10005557,RAPID RESPIRATORY PATHOGEN BY PCR,306,87633,730.00
BAYCARE,10005558,CALRETICULIN EXON 9 MUTATION,310,81479,"1,110.00"
BAYCARE,10005559,21 HYDROXYLASE GENE ANALYSIS,310,81405,750.00
BAYCARE,10005560,HB NEUROFIBROMATOSIS TYPE 2 DNA SEQ,310,81406,"5,250.00"
BAYCARE,10005562,HB CHIKUNGUNYA ANTIBODIES W/RFLEX,302,86790,180.00
BAYCARE,10005563,HIV INTEGRASE,306,87906,860.00
BAYCARE,10005565,TENOTOMY FASCIOTOMY FOOT OR TOE,360,28008,"4,400.00"
BAYCARE,10005566,LOCALIZE SOFT TISSUE 1ST LESION,360,10035,"2,120.00"
BAYCARE,10005567,LOCALIZE SOFT TISSUE ADDL LESION,360,10036,"1,590.00"
BAYCARE,10005568,IVUS NON CARDIAC 1ST VESSEL W/S&I,360,37252,"4,140.00"
BAYCARE,10005569,IVUS NON CARDIAC ADDL VESSEL W/S&I,360,37253,"3,310.00"
BAYCARE,10005570,INJ CHOLANGIO EXISTING ACCESS +S&I,360,47531,"1,630.00"
BAYCARE,10005571,INJ CHOLANGIO NEW ACCESS +S&I,360,47532,"3,260.00"
BAYCARE,10005572,BILIARY CATH EXTERNAL+S&I,360,47533,"8,790.00"
BAYCARE,10005573,BILIARY CATH INT-EXT +S&I,360,47534,"8,790.00"
BAYCARE,10005574,BILIARY CATH CONVERT INT-EXT+S&I,360,47535,"2,490.00"
BAYCARE,10005575,HB BILIARY  CATH EXCHANGE+S&I,360,47536,"5,290.00"
BAYCARE,10005576,BILIARY CATH REMOVE+S&I,360,47537,"3,150.00"
BAYCARE,10005577,BILIARY STENT EXIST ACCESS+S&I,360,47538,"10,640.00"
BAYCARE,10005578,BILIARY STENT NEW ACCESS+S&I,360,47539,"11,760.00"
BAYCARE,10005579,BILE STENT NEW ACCESS+DRN CATH+S&I,360,47540,"12,120.00"
BAYCARE,10005580,BILIARY TREE-SM BOWEL NEW ACCESS,360,47541,"10,750.00"
BAYCARE,10005581,BALLON DILATE BILE(S) DUCT EA+S&I,360,47542,"6,880.00"
BAYCARE,10005582,BILIARY TREE BIOPSY(S)+S&I,360,47543,"7,450.00"
BAYCARE,10005583,BILE DUCT OR GB STONE REMOVAL+S&I,360,47544,"5,670.00"
BAYCARE,10005584,SCLEROTHERAPY FLUID COLLECTION+S&I,360,49185,"2,940.00"
BAYCARE,10005585,NEPHROSTOMOGRAM NEW ACCESS+S&I,360,50430,"1,780.00"
BAYCARE,10005586,HB NEPHROSTOMOGRAM ESTAB ACCESS+S&I,360,50431,"1,600.00"
BAYCARE,10005587,NEPHROSTOMY CATH NEW ACCESS+S&I,360,50432,"6,090.00"
BAYCARE,10005588,HB NEPHROURETERAL CATH NEW ACCESS+S&I,360,50433,"8,350.00"
BAYCARE,10005589,HB NEPHROSTOMY CATH CONVERT+S&,360,50434,"6,280.00"
BAYCARE,10005590,NEPHROSTOMY CATH EXCHANGE+S&I,360,50435,"5,650.00"
BAYCARE,10005591,URETER OR  RENAL BX+S&I,360,50606,"6,890.00"
BAYCARE,10005592,URETER STENT EXISTING TRACK+S&I,360,50693,"6,250.00"
BAYCARE,10005593,URETER STENT NEW ACCESS+S&I,360,50694,"6,870.00"
BAYCARE,10005594,URETER STENT NEW ACCESS+NEPH CATH,360,50695,"8,590.00"
BAYCARE,10005595,HB URETERAL EMBOLIZATION+S&I,360,50705,"10,780.00"
BAYCARE,10005596,URETER STRICTURE BALLON DILATE+S&I,360,50706,"5,390.00"
BAYCARE,10005597,THROMBECTOMY/THROMBOLYSIS IC,360,61645,"16,590.00"
BAYCARE,10005598,IC PROLONGED ADMN RX AGENT 1ST,360,61650,"7,530.00"
BAYCARE,10005599,IC PROLONGED ADMN RX AGENT ADDL,360,61651,"5,640.00"
BAYCARE,10005600,XR ENTIRE SPINE W/SKULL 1 VIEW,320,72081,430.00
