Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_KS_2022,HEALTH_PARTNERS,HUMANA_MEDICARE,UHC_MILITARY___VA,UHC_VA_CCN,WPPA
5330488_1,rOPINIRole 0.5 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5330489_1,sertraline 100 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5330489_1,sertraline 100 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5330490_1,miconazole 2% Vag Crm w/Appl [KWKS],Inpatient,0250,,,,0,11.34,11.34,9.98,11.34,N/A,9.98,N/A,N/A,N/A,11.00
5330490_1,miconazole 2% Vag Crm w/Appl [KWKS],Outpatient,0250,,,,0,11.34,11.34,9.98,11.34,N/A,9.98,11.34,N/A,N/A,11.00
5330491_1,cloNIDine 0.1 mg/24 hr Patch [KWKS],Inpatient,0250,,,,0,26.19,26.19,23.05,26.19,N/A,23.05,N/A,N/A,N/A,25.40
5330491_1,cloNIDine 0.1 mg/24 hr Patch [KWKS],Outpatient,0250,,,,0,26.19,26.19,23.05,26.19,N/A,23.05,26.19,N/A,N/A,25.40
5330492_1,meclizine 25. mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5330492_1,meclizine 25. mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5330493_1,tolterodine 2 mg ERCap [KWKS],Inpatient,0250,,,,0,4.49,4.49,3.95,4.49,N/A,3.95,N/A,N/A,N/A,4.36
5330493_1,tolterodine 2 mg ERCap [KWKS],Outpatient,0250,,,,0,4.49,4.49,3.95,4.49,N/A,3.95,4.49,N/A,N/A,4.36
5331022_1,propranolol ER 80 mg Cap [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5331022_1,propranolol ER 80 mg Cap [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5331992_1,vecuronium 10 mg IV Inj [KWKS],Inpatient,0259,,,,0,15.00,15.00,13.20,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5331992_1,vecuronium 10 mg IV Inj [KWKS],Outpatient,0259,,,,0,15.00,15.00,13.20,15.00,N/A,13.20,15.00,N/A,N/A,14.55
5332005_1,atropine Ophth 1% Sol 5 mL [KWKS],Inpatient,0250,,,,0,101.33,101.33,89.17,101.33,N/A,89.17,N/A,N/A,N/A,98.29
5332005_1,atropine Ophth 1% Sol 5 mL [KWKS],Outpatient,0250,,,,0,101.33,101.33,89.17,101.33,N/A,89.17,101.33,N/A,N/A,98.29
5332008_1,meclizine 25. mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5332008_1,meclizine 25. mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5332683_1,polyethylene glycol 3350 Oral Pwdr for Recon 17 gm Packet [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5332683_1,polyethylene glycol 3350 Oral Pwdr for Recon 17 gm Packet [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5332685_1,famotidine 20 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5332685_1,famotidine 20 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5332931_1,levothyroxine 88 mcg (0.088 mg) Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5332931_1,levothyroxine 88 mcg (0.088 mg) Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5332932_1,hydrOXYzine hydrochloride 25 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5332932_1,hydrOXYzine hydrochloride 25 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5332933_1,LORazepam 0.5 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5332933_1,LORazepam 0.5 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5357198_1,fentaNYL 50 mcg/hr Patch [KWKS],Inpatient,0250,,,,0,5.65,5.65,4.97,5.65,N/A,4.97,N/A,N/A,N/A,5.48
5357198_1,fentaNYL 50 mcg/hr Patch [KWKS],Outpatient,0250,,,,0,5.65,5.65,4.97,5.65,N/A,4.97,5.65,N/A,N/A,5.48
5357199_1,oxyCODONE 5 mg Tab UD [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5357199_1,oxyCODONE 5 mg Tab UD [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5360696_1,fluticasone nasal 50 mcg/inh Spr,Inpatient,0250,,,,0,8.06,8.06,7.09,8.06,N/A,7.09,N/A,N/A,N/A,7.82
5360696_1,fluticasone nasal 50 mcg/inh Spr,Outpatient,0250,,,,0,8.06,8.06,7.09,8.06,N/A,7.09,8.06,N/A,N/A,7.82
5362280_1,sertraline 50 mg Tab,Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5362280_1,sertraline 50 mg Tab,Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5362281_1,methotrexate 2.5 mg Tab [KWKS],Inpatient,0250,J8610,Methotrexate oral 2.5 mg,,0,2.10,2.10,0.38,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5362281_1,methotrexate 2.5 mg Tab [KWKS],Outpatient,0250,J8610,Methotrexate oral 2.5 mg,,0,2.10,2.10,0.38,2.10,0.38,1.85,2.10,0.00,N/A,2.04
5362282_1,doxazosin 4 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5362282_1,doxazosin 4 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5362283_1,promethazine 25 mg Tab [KWKS],Inpatient,0250,Q0169,Promethazine hcl 12.5mg oral,,0,2.10,2.10,0.65,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5362283_1,promethazine 25 mg Tab [KWKS],Outpatient,0250,Q0169,Promethazine hcl 12.5mg oral,,0,2.10,2.10,0.65,2.10,0.65,1.85,2.10,0.00,N/A,2.04
5365240_1,acetaminophen 500 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5365240_1,acetaminophen 500 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5365249_1,imipramine 10 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5365249_1,imipramine 10 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5365251_1,ziprasidone 20 mg Cap [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5365251_1,ziprasidone 20 mg Cap [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5365824_1,acetaminophen 325 mg Supp [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5365824_1,acetaminophen 325 mg Supp [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5366212_1,"Catecholamine Fract, Free, Urine - AMS",Inpatient,0309,82384,Catecholamines; fractionated,,0,181.00,181.00,149.29,181.00,N/A,159.28,N/A,N/A,N/A,175.57
5366212_1,"Catecholamine Fract, Free, Urine - AMS",Outpatient,0309,82384,Catecholamines; fractionated,,0,181.00,181.00,149.29,181.00,149.29,159.28,181.00,0.00,N/A,175.57
5366270_1,indomethacin 25 mg Cap UD [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5366270_1,indomethacin 25 mg Cap UD [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5366271_1,phenytoin 100 mg Cap [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5366271_1,phenytoin 100 mg Cap [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5369808_1,nicotine 14 mg/24 hr Patch [KWKS],Inpatient,0250,,,,0,3.42,3.42,3.01,3.42,N/A,3.01,N/A,N/A,N/A,3.32
5369808_1,nicotine 14 mg/24 hr Patch [KWKS],Outpatient,0250,,,,0,3.42,3.42,3.01,3.42,N/A,3.01,3.42,N/A,N/A,3.32
5377424_1,topiramate 25 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5377424_1,topiramate 25 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5378380_1,atorvastatin 20 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5378380_1,atorvastatin 20 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5379252_1,lidocaine 1% Sol 20 mL Vial [KWKS],Inpatient,0259,J2001,Lidocaine injection,,0,4.42,4.42,0.05,4.42,N/A,3.89,N/A,N/A,N/A,4.29
5379252_1,lidocaine 1% Sol 20 mL Vial [KWKS],Outpatient,0259,J2001,Lidocaine injection,,0,4.42,4.42,0.05,4.42,0.05,3.89,4.42,0.00,N/A,4.29
5385306_1,linezolid 600 mg Tab [KWKS],Inpatient,0250,,,,0,5.22,5.22,4.59,5.22,N/A,4.59,N/A,N/A,N/A,5.06
5385306_1,linezolid 600 mg Tab [KWKS],Outpatient,0250,,,,0,5.22,5.22,4.59,5.22,N/A,4.59,5.22,N/A,N/A,5.06
5385307_1,lidocaine Top 5% Patch [KWKS],Inpatient,0250,,,,0,4.35,4.35,3.83,4.35,N/A,3.83,N/A,N/A,N/A,4.22
5385307_1,lidocaine Top 5% Patch [KWKS],Outpatient,0250,,,,0,4.35,4.35,3.83,4.35,N/A,3.83,4.35,N/A,N/A,4.22
5385475_2,"88305 LEVEL IV - Surgical pathology, gross and microscopic examination",ProFee,0989,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,310.00,310.00,38.10,310.00,N/A,272.80,38.10,N/A,N/A,0.00
5385576_1,diphenhydrAMINE 12.5 mg/5 mL Oral Liq [KWKS],Inpatient,0250,Q0163,Diphenhydramine hcl 50mg,,0,2.52,2.52,0.47,2.52,N/A,2.22,N/A,N/A,N/A,2.44
5385576_1,diphenhydrAMINE 12.5 mg/5 mL Oral Liq [KWKS],Outpatient,0250,Q0163,Diphenhydramine hcl 50mg,,0,2.52,2.52,0.47,2.52,0.47,2.22,2.52,0.00,N/A,2.44
5386485_1,glucose 40% Oral gel 37.5gm [KWKS],Inpatient,0250,,,,0,5.94,5.94,5.23,5.94,N/A,5.23,N/A,N/A,N/A,5.76
5386485_1,glucose 40% Oral gel 37.5gm [KWKS],Outpatient,0250,,,,0,5.94,5.94,5.23,5.94,N/A,5.23,5.94,N/A,N/A,5.76
5386486_1,mirtazapine 30 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5386486_1,mirtazapine 30 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5386775_1,"Cocaine Confirmation, Urine - AMS",Inpatient,0309,80353,Cocaine,,0,41.00,41.00,36.08,45.05,N/A,36.08,N/A,N/A,N/A,39.77
5386775_1,"Cocaine Confirmation, Urine - AMS",Outpatient,0309,80353,Cocaine,,0,41.00,41.00,36.08,45.05,45.05,36.08,41.00,0.00,N/A,39.77
5386789_1,"Barbiturates Confirmation, Urine - AMS",Inpatient,0309,80345,Barbiturates,,0,64.00,64.00,56.32,71.32,N/A,56.32,N/A,N/A,N/A,62.08
5386789_1,"Barbiturates Confirmation, Urine - AMS",Outpatient,0309,80345,Barbiturates,,0,64.00,64.00,56.32,71.32,71.32,56.32,64.00,0.00,N/A,62.08
5387781_1,carbidopa-levodopa 10 mg-100 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5387781_1,carbidopa-levodopa 10 mg-100 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5387782_1,losartan 50 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5387782_1,losartan 50 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5387783_1,doxycycline hyclate 100 mg Cap [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5387783_1,doxycycline hyclate 100 mg Cap [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5387784_1,lisinopril 5 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5387784_1,lisinopril 5 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5387785_1,levalbuterol 1.25 mg/3 mL Inh Sol [KWKS],Inpatient,0250,J7614,Levalbuterol non-comp unit,,0,2.10,2.10,0.57,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5387785_1,levalbuterol 1.25 mg/3 mL Inh Sol [KWKS],Outpatient,0250,J7614,Levalbuterol non-comp unit,,0,2.10,2.10,0.57,2.10,0.57,1.85,2.10,0.00,N/A,2.04
5387786_1,traZODone 100 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5387786_1,traZODone 100 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5387933_1,83550 Iron Profile - AMS,Inpatient,0309,83550,Iron binding capacity,,0,111.00,111.00,53.07,111.00,N/A,97.68,N/A,N/A,N/A,107.67
5387933_1,83550 Iron Profile - AMS,Outpatient,0309,83550,Iron binding capacity,,0,111.00,111.00,53.07,111.00,53.07,97.68,111.00,0.00,N/A,107.67
5388348_1,magnesium hydroxide Oral Susp 473 mL bottle  [KWKS],Inpatient,0250,,,,0,3.68,3.68,3.24,3.68,N/A,3.24,N/A,N/A,N/A,3.57
5388348_1,magnesium hydroxide Oral Susp 473 mL bottle  [KWKS],Outpatient,0250,,,,0,3.68,3.68,3.24,3.68,N/A,3.24,3.68,N/A,N/A,3.57
5388349_1,thiamine 100 mg Tab [KWKS],Inpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,N/A,N/A,N/A,2.04
5388349_1,thiamine 100 mg Tab [KWKS],Outpatient,0250,,,,0,2.10,2.10,1.85,2.10,N/A,1.85,2.10,N/A,N/A,2.04
5388351_1,phenytoin 50 mg/mL Inj Sol 2 mL [KWKS],Inpatient,0636,J1165,Phenytoin sodium injection,,0,15.00,15.00,0.95,15.00,N/A,13.20,N/A,N/A,N/A,14.55
5388351_1,phenytoin 50 mg/mL Inj Sol 2 mL [KWKS],Outpatient,0636,J1165,Phenytoin sodium injection,,0,15.00,15.00,0.95,15.00,0.95,13.20,15.00,0.00,N/A,14.55
5388786_1,70190 XR Orbits Complete Bilateral,Inpatient,0320,70190,Radiologic examination; optic foramina,,0,79.00,79.00,69.52,79.00,N/A,69.52,N/A,N/A,N/A,76.63
5388786_1,70190 XR Orbits Complete Bilateral,Outpatient,0320,70190,Radiologic examination; optic foramina,,0,79.00,79.00,69.52,79.00,N/A,69.52,79.00,0.00,N/A,76.63
5388788_1,73000 XR Clavicle Bilateral,Inpatient,0320,73000,"Radiologic examination; clavicle, complete",,0,149.00,149.00,131.12,149.00,N/A,131.12,N/A,N/A,N/A,144.53
5388788_1,73000 XR Clavicle Bilateral,Outpatient,0320,73000,"Radiologic examination; clavicle, complete",,0,149.00,149.00,131.12,149.00,147.11,131.12,149.00,0.00,N/A,144.53
5388789_1,73020 XR Shoulder 1 View Bilateral,Inpatient,0320,73020,"Radiologic examination, shoulder; 1 view",,0,138.00,138.00,121.44,138.00,N/A,121.44,N/A,N/A,N/A,133.86
5388789_1,73020 XR Shoulder 1 View Bilateral,Outpatient,0320,73020,"Radiologic examination, shoulder; 1 view",,0,138.00,138.00,121.44,138.00,136.34,121.44,138.00,0.00,N/A,133.86
5388790_1,73030 XR Shoulder Complete Bilateral,Inpatient,0320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,182.00,182.00,160.16,182.00,N/A,160.16,N/A,N/A,N/A,176.54
5388790_1,73030 XR Shoulder Complete Bilateral,Outpatient,0320,73030,"Radiologic examination, shoulder; complete, minimum of 2 views",,0,182.00,182.00,160.16,182.00,180.60,160.16,182.00,0.00,N/A,176.54
5388792_1,73060 XR Humerus Bilateral,Inpatient,0320,73060,"Radiologic examination; humerus, minimum of 2 views",,0,179.00,179.00,157.52,179.00,N/A,157.52,N/A,N/A,N/A,173.63
5388792_1,73060 XR Humerus Bilateral,Outpatient,0320,73060,"Radiologic examination; humerus, minimum of 2 views",,0,179.00,179.00,157.52,179.00,177.01,157.52,179.00,0.00,N/A,173.63
5388793_1,73070 XR Elbow 2 Views Bilateral,Inpatient,0320,73070,"Radiologic examination, elbow; 2 views",,0,147.00,147.00,129.36,147.00,N/A,129.36,N/A,N/A,N/A,142.59
5388793_1,73070 XR Elbow 2 Views Bilateral,Outpatient,0320,73070,"Radiologic examination, elbow; 2 views",,0,147.00,147.00,129.36,147.00,145.91,129.36,147.00,0.00,N/A,142.59
5388794_1,73080 XR Elbow Complete Bilateral,Inpatient,0320,73080,"Radiologic examination, elbow; complete, minimum of 3 views",,0,197.00,197.00,173.36,197.00,N/A,173.36,N/A,N/A,N/A,191.09
5388794_1,73080 XR Elbow Complete Bilateral,Outpatient,0320,73080,"Radiologic examination, elbow; complete, minimum of 3 views",,0,197.00,197.00,173.36,197.00,194.95,173.36,197.00,0.00,N/A,191.09
5388795_1,73090 XR Forearm 2 Views Bilateral,Inpatient,0320,73090,"Radiologic examination; forearm, 2 views",,0,162.00,162.00,142.56,162.00,N/A,142.56,N/A,N/A,N/A,157.14
5388795_1,73090 XR Forearm 2 Views Bilateral,Outpatient,0320,73090,"Radiologic examination; forearm, 2 views",,0,162.00,162.00,142.56,162.00,160.26,142.56,162.00,0.00,N/A,157.14
5388797_1,73100 XR Wrist 2 Views Bilateral,Inpatient,0320,73100,"Radiologic examination, wrist; 2 views",,0,126.00,126.00,110.88,126.00,N/A,110.88,N/A,N/A,N/A,122.22
5388797_1,73100 XR Wrist 2 Views Bilateral,Outpatient,0320,73100,"Radiologic examination, wrist; 2 views",,0,126.00,126.00,110.88,126.00,124.38,110.88,126.00,0.00,N/A,122.22
5388798_1,73110 XR Wrist Complete Bilateral,Inpatient,0320,73110,"Radiologic examination, wrist; complete, minimum of 3 views",,0,186.00,186.00,163.68,186.00,N/A,163.68,N/A,N/A,N/A,180.42
5388798_1,73110 XR Wrist Complete Bilateral,Outpatient,0320,73110,"Radiologic examination, wrist; complete, minimum of 3 views",,0,186.00,186.00,163.68,186.00,184.18,163.68,186.00,0.00,N/A,180.42
5388800_1,73120 XR Hand 2 Views Bilateral,Inpatient,0320,73120,"Radiologic examination, hand; 2 views",,0,135.00,135.00,118.80,135.00,N/A,118.80,N/A,N/A,N/A,130.95
5388800_1,73120 XR Hand 2 Views Bilateral,Outpatient,0320,73120,"Radiologic examination, hand; 2 views",,0,135.00,135.00,118.80,135.00,133.95,118.80,135.00,0.00,N/A,130.95
5388801_1,73130 XR Hand Complete Bilateral,Inpatient,0320,73130,"Radiologic examination, hand; minimum of 3 views",,0,178.00,178.00,156.64,178.00,N/A,156.64,N/A,N/A,N/A,172.66
5388801_1,73130 XR Hand Complete Bilateral,Outpatient,0320,73130,"Radiologic examination, hand; minimum of 3 views",,0,178.00,178.00,156.64,178.00,175.81,156.64,178.00,0.00,N/A,172.66
5388802_1,73200 CT Upper Extremity w/o Contrast Bilat,Inpatient,0350,73200,"Computed tomography, upper extremity; without contrast material",,0,800.00,800.00,588.90,800.00,N/A,704.00,N/A,N/A,N/A,776.00
5388802_1,73200 CT Upper Extremity w/o Contrast Bilat,Outpatient,0350,73200,"Computed tomography, upper extremity; without contrast material",,0,800.00,800.00,588.90,800.00,588.90,704.00,800.00,0.00,N/A,776.00
5388803_1,73201 CT Upper Extremity w/ Contrast Bilat,Inpatient,0350,73201,"Computed tomography, upper extremity; with contrast material(s)",,0,923.00,923.00,588.90,923.00,N/A,812.24,N/A,N/A,N/A,895.31
5388803_1,73201 CT Upper Extremity w/ Contrast Bilat,Outpatient,0350,73201,"Computed tomography, upper extremity; with contrast material(s)",,0,923.00,923.00,588.90,923.00,588.90,812.24,923.00,0.00,N/A,895.31
5388804_1,73202 CT Upper Extremity w/+w/o Contrast Bilat,Inpatient,0350,73202,"Computed tomography, upper extremity; without contrast material, followed by contrast material(s) and further sections",,0,925.00,925.00,588.90,925.00,N/A,814.00,N/A,N/A,N/A,897.25
5388804_1,73202 CT Upper Extremity w/+w/o Contrast Bilat,Outpatient,0350,73202,"Computed tomography, upper extremity; without contrast material, followed by contrast material(s) and further sections",,0,925.00,925.00,588.90,925.00,588.90,814.00,925.00,0.00,N/A,897.25
5388806_1,73218 MRI UE Non Joint w/o Contrast Bilateral,Inpatient,0610,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,852.00,852.00,677.30,852.00,N/A,749.76,N/A,N/A,N/A,826.44
5388806_1,73218 MRI UE Non Joint w/o Contrast Bilateral,Outpatient,0610,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,852.00,852.00,677.30,852.00,677.30,749.76,852.00,0.00,N/A,826.44
5388808_1,73560 XR Knee 1 or 2 Views Bilateral,Inpatient,0320,73560,"Radiologic examination, knee; 1 or 2 views",,0,140.00,140.00,123.20,140.00,N/A,123.20,N/A,N/A,N/A,135.80
5388808_1,73560 XR Knee 1 or 2 Views Bilateral,Outpatient,0320,73560,"Radiologic examination, knee; 1 or 2 views",,0,140.00,140.00,123.20,140.00,138.74,123.20,140.00,0.00,N/A,135.80
5388809_1,73562 XR Knee 3 Views Bilateral,Inpatient,0320,73562,"Radiologic examination, knee; 3 views",,0,194.00,194.00,170.72,194.00,N/A,170.72,N/A,N/A,N/A,188.18
5388809_1,73562 XR Knee 3 Views Bilateral,Outpatient,0320,73562,"Radiologic examination, knee; 3 views",,0,194.00,194.00,170.72,194.00,192.56,170.72,194.00,0.00,N/A,188.18
5388810_1,73564 XR Knee Complete Bilateral,Inpatient,0320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,281.00,281.00,247.28,281.00,N/A,247.28,N/A,N/A,N/A,272.57
5388810_1,73564 XR Knee Complete Bilateral,Outpatient,0320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,281.00,281.00,247.28,281.00,278.67,247.28,281.00,0.00,N/A,272.57
5388812_1,73590 XR Tibia/Fibula Bilateral,Inpatient,0320,73590,"Radiologic examination; tibia and fibula, 2 views",,0,185.00,185.00,162.80,185.00,N/A,162.80,N/A,N/A,N/A,179.45
5388812_1,73590 XR Tibia/Fibula Bilateral,Outpatient,0320,73590,"Radiologic examination; tibia and fibula, 2 views",,0,185.00,185.00,162.80,185.00,182.99,162.80,185.00,0.00,N/A,179.45
5388814_1,73600 XR Ankle 2 Views Bilateral,Inpatient,0320,73600,"Radiologic examination, ankle; 2 views",,0,135.00,135.00,118.80,135.00,N/A,118.80,N/A,N/A,N/A,130.95
5388814_1,73600 XR Ankle 2 Views Bilateral,Outpatient,0320,73600,"Radiologic examination, ankle; 2 views",,0,135.00,135.00,118.80,135.00,133.95,118.80,135.00,0.00,N/A,130.95
5388815_1,73610 XR Ankle Complete Bilateral,Inpatient,0320,73610,"Radiologic examination, ankle; complete, minimum of 3 views",,0,181.00,181.00,159.28,181.00,N/A,159.28,N/A,N/A,N/A,175.57
5388815_1,73610 XR Ankle Complete Bilateral,Outpatient,0320,73610,"Radiologic examination, ankle; complete, minimum of 3 views",,0,181.00,181.00,159.28,181.00,179.40,159.28,181.00,0.00,N/A,175.57
