id,accession_number,title,maker,ulan,department,classification,culture,period,creation_date,creation_date_earliest,creation_date_latest,accession_date,source_name,object_name,medium,Description,credit_line,paper_support,catalogue_raisonne,portfolio,signed,marks,inscriptions,filename,dimensions,element_type,width_cm,height_cm,depth_cm,width_in,height_in,depth_in,area_in,size_s_m_l,is_3d,orientation_p_l_s,copyright_holder,publicCaption,artistNationality,artistLifeSpan,description,terms,data_date
2968,69.38,Portrait of Captain Thomas Coram,William Nutter, 500004242,WCMA,WCMA-PRINTS,,,1796,1796,1796,1969,Williams College Museum of Art,aquatint,aquatint,,"Museum purchase, Joseph O. Eaton Fund",,,,,,,IMG_69.38.jpg,"sheet: 25 1/2 x 19 1/2 in. (64.8 x 49.5 cm)
image: 19 7/8 x 13 7/16 in. (50.5 x 34.2 cm)",image,34.2,50.5,0.0,13.46,19.88,0.0,267.58,medium,false,P,,,British," 1754-1802),William ",,Term not found,2022-06-14
2970,92.22.46,Shelter Island,Joe Maloney, 500037017,WCMA,WCMA-PHOTO,,,1978,1978,1978,1992,Williams College Museum of Art,photograph,type C color print,,Gift of Tennyson and Fern Schad,,,,,,l.l. in ink: Shelter Island 1978; l.r. in ink: Joe Maloney; l.l. in ink in another hand: 999.110.7,92_22_46.jpg,"sheet: 15 7/8 x 19 7/8 in. (40.3 x 50.5 cm)
image: 12 15/16 x 16 7/16 in. (32.8 x 41.8 cm)",image,41.8,32.8,0.0,16.46,12.91,0.0,212.5,medium,false,L,,,American, 1949-,,Term not found,2022-06-14
2971,76.37.5.L,Single-coil Bracelet,Macedonia,not found,WCMA,WCMA-ANCIENT,,,750-250 BC,-750,-250,1976,Williams College Museum of Art,bracelet,bronze,,"Gift of the son and daughters of Charles Bolles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,,,,,no inscription,76_37_5_L.jpg,Overall: 3 3/4 x 3/8 in. (9.5 x 1 cm),Overall,1.0,0.0,0.0,0.39,0.0,0.0,0.0,small,false,L,,,not found,not found,,Term not found,2022-06-14
2972,77.53.52,Die Hochzeit von Himmel und Erde,Max Ernst, 500115729,WCMA,WCMA-PRINTS,,,1970,1970,1970,1977,Williams College Museum of Art,serigraph,color serigraph on paper,,Gift of Mr. and Mrs. George Prussin,,,,,,l.l. in pencil: VIII/X; l.r. in pencil: Max,77_53_52.jpg,"frame: 30 1/4 x 26 1/2 in. (76.8 x 67.3 cm)
image: 15 1/2 x 12 in. (39.4 x 30.5 cm)",image,30.48,39.37,0.0,12.0,15.5,0.0,186.0,medium,false,P,Artists Rights Society (ARS),,German, 1891-1976,,Term not found,2022-06-14
2973,81.46.12.B,"Untitled (from ""Radio/ Aether"")",Wallace Berman, 500025293,WCMA,WCMA-PRINTS,,,1974,1974,1974,1981,Williams College Museum of Art,lithograph,offset lithograph,,"Gift of Frederick M. Myers, Class of 1943",,,,,,verso l.r. in pencil: WB74-683,81_46_12_B.jpg,Overall: 12 1/4 x 13 1/4 in. (31.1 x 33.6 cm),Overall,33.6,31.1,0.0,13.23,12.24,0.0,161.94,medium,false,L,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
2974,EL.82.5.4,Untitled: Two plantation scenes,Anonymous (American?),not found,WCMA,WCMA-DRAWING,,,no date,0,0,,Williams College Museum of Art,drawing,ink on tissue paper,,On extended loan from Andrew and Eileen Smith,,,,,,no inscription,EL_82_5_4.jpg,Overall: 12 3/8 x 4 1/8 in. (31.4 x 10.5 cm),Overall,10.5,31.4,0.0,4.13,12.36,0.0,51.05,small,false,P,,,not found,not found,,Term not found,2022-06-14
2976,99.1.196,Enough to Make a Horse Laugh.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"July 2, 1881",1881,1881,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_196.jpg,Overall: 16 1/8 x 11 1/4 in. (41 x 28.5 cm),Overall,28.5,41.0,0.0,11.22,16.14,0.0,181.09,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
2977,77.53.10,Island Berth,William Richard Crutchfield, 500011501,WCMA,WCMA-PRINTS,,,1974,1974,1974,1977,Williams College Museum of Art,screenprint,color screenprint on paper,,Gift of Mr. and Mrs. George Prussin,,,,,,l.r. in pencil: 14/20 Crutchfield 1974,77_53_10.jpg,"sheet: 21 3/4 x 28 9/16 in. (55.3 x 72.5 cm)
image: 16 x 23 1/16 in. (40.6 x 58.5 cm)",image,58.5,40.6,0.0,23.03,15.98,0.0,368.02,large,false,L,Artist or artist's estate,,not found,not found,,Term not found,2022-06-14
2979,EL.78.2.4,"Disparate General (from ""Los Disparates"" orig. published as ""The Proverbs"")",Francisco José de Goya y Lucientes, 500118936,WCMA,WCMA-PRINTS,,,c. 1815-1824; first published in 1864,1815,1864,,Williams College Museum of Art,etching,etching and aquatint on paper,,On extended loan from Mrs. Pieter Whitney Fosburgh,,,,,,,EL_78_2_4.jpg,"image: 8 9/16 x 12 7/8 in. (21.7 x 32.7 cm)
frame: 17 x 23 in. (43.2 x 58.4 cm)",image,32.7,21.7,0.0,12.87,8.54,0.0,109.91,medium,false,L,,,not found,not found,,Term not found,2022-06-14
2980,78.33.4,"Standing Woman (from ""Shoot"")",Richard Lindner, 500024690,WCMA,WCMA-PRINTS,,,1971,1971,1971,1978,Williams College Museum of Art,serigraph,color serigraph on paper,,Gift of Mr. and Mrs. Ralph Cohen through the Martin S. Ackerman Foundation,,,Shoot,,,l.l. in pencil: 12/100 1971; l.r. in pencil: R.Lindner,78_33_4.jpg,"sheet: 40 7/16 x 29 5/16 in. (102.7 x 74.5 cm)
image: 38 1/4 x 27 1/4 in. (97.2 x 69.2 cm)",image,69.2,97.2,0.0,27.24,38.27,0.0,1042.47,large,false,P,Artist or artist's estate,,American, 1901-1978,,Term not found,2022-06-14
2982,81.13.75.C,"Untitled (from ""Fragments"")",William Turnbull, 500031291,WCMA,WCMA-PRINTS,,,1971,1971,1971,1981,Williams College Museum of Art,etching,etching on paper,,"Gift of Saul Steinberg, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 43/100; l.r. in pencil: Turnbull 71,81_13_75_C.jpg,"sheet: 24 x 18 1/2 in. (60.9 x 47 cm)
plate: 13 7/8 x 10 13/16 in. (35.2 x 27.4 cm)",sheet,47.0,60.9,0.0,18.5,23.98,0.0,443.63,large,false,P,Artists Rights Society (ARS),,not found,not found,,Term not found,2022-06-14
2983,83.29.27,"Sunday Comic page-- April 22, 1934",Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,1934,1934,1934,1983,Williams College Museum of Art,drawing,pen and ink over pencil on posterboard,,Gift of George W. George,,,,,,,IMG_83.29.27.jpg,Overall: 29 x 23 in. (73.6 x 58.4 cm),Overall,58.4,73.6,0.0,22.99,28.98,0.0,666.25,large,false,P,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
2984,92.5.79,Portrait of a General,Anonymous (American), 500125216,WCMA,WCMA-PAINTING,,,no date,0,0,1992,Williams College Museum of Art,painting,oil on canvas,,"Found in the collection and catalogued, 1992",,,,,,verso lower center on stretcher: [Ryneal art supply label],IMG_92.5.79.jpg,Overall: 24 x 19 15/16 in. (61 x 50.7 cm),Overall,50.7,61.0,0.0,19.96,24.02,0.0,479.44,large,false,P,,,not found,not found,,Term not found,2022-06-14
2986,43.2.99,Bowl and spoon,American,not found,WCMA,WCMA-DEC ARTS,,,c. 1810-1840,1810,1840,1943,Williams College Museum of Art,bowl and spoon,burl,Object was packed for shipment to LSF in Jan-February 2019. Spoon not packed with object. Not found,"Bequest of Charles M. Davenport, Class of 1901",,,,,,three tacks adhering tags to bottom,43.2.99.jpg,"Overall: 4 3/4 in. (12.1 cm)
rim: 13 7/8 in. (35.2 cm)",Overall,0.0,12.1,0.0,0.0,4.76,0.0,0.0,small,false,P,,,not found,not found,Object was packed for shipment to LSF in Jan-February 2019. Spoon not packed with object. Not found,Term not found,2022-06-14
2989,73.61.F,"Triobol Coin with Man Seated, Eagle and Zeus in Profile",Greek,not found,WCMA,WCMA-ANCIENT,,,280-234 BC,-280,-234,1973,Williams College Museum of Art,coin,silver,,Gift of Emerson Swift,,,,,,[possible letters to right of eagle?],73_61_F_a.jpg,"Overall: 9/16 x 9/16 in., 1/16 in. (1.4 x 1.5 cm, 0.2 cm)",Overall,1.5,1.4,0.2,0.59,0.55,0.08,0.32,small,true,L,,,not found,not found,,Term not found,2022-06-14
2991,91.39.1.A,A193 DD/1,Jackie Ferrara, 500007652,WCMA,WCMA-DRAWING,,,1978,1978,1978,1991,Williams College Museum of Art,drawing,ink on paper,,"Gift of Christopher W. London, Class of 1978, in memory of his father, Robert D. London, MD",,,,,,u.l. in ink: A193 DD/1; u.c. in ink: JUNCTION,91_39_1_A.jpg,"image: 20 15/16 x 15 15/16 in. (53.2 x 40.5 cm)
frame: 26 7/16 x 39 3/4 in. (67.2 x 101 cm)",image,40.5,53.2,0.0,15.94,20.94,0.0,333.78,large,false,P,The Artist,,American, 1929-,,Term not found,2022-06-14
2992,75.13,Portrait Mask,Baule Cultural Group,not found,WCMA,WCMA-AFRICAN,Baule,,20th century,1900,1975,1975,Williams College Museum of Art,mask,"wood, cloth, shells and beads",,"Museum purchase, Karl E. Weston Memorial Fund",,,,,,,75_13_a.jpg,Overall: 32 11/16 x 9 x 7 11/16 in. (83 x 22.8 x 19.5 cm),Overall,22.8,83.0,19.5,8.98,32.68,7.68,293.47,medium,true,P,,,not found,not found,,Term not found,2022-06-14
2995,63.34,Head of a God,Greek or Roman,not found,WCMA,WCMA-ANCIENT,Greek or Roman,,150 BC-100 AD,-150,100,1963,Williams College Museum of Art,sculpture,Parian marble,,"Museum purchase, Greylock Foundation, Karl E. Weston Memorial Fund",,,,,,no inscription,63_34_a.jpg,Overall: 11 7/8 x 11 1/8 x 7 1/4 in. (30.2 x 28.2 x 18.4 cm),Overall,28.2,30.2,18.4,11.1,11.89,7.24,131.98,medium,true,P,,,not found,not found,,Term not found,2022-06-14
2998,90.4.2,"Dr. Martin Luther King, Jr. enjoys lunch with his family after church in Atlanta (from ""Countdown to Eternity"")",Benedict J. Fernandez, 500333552,WCMA,WCMA-PHOTO,,,1967-68,1967,1968,1990,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Leslie A. and Michael S. Engl, Class of 1966",,,Countdown to Eternity,,,l.l. in pencil: 19/50; l.r. in pencil: Benedict J Fernandez,90_4_2.jpg,"sheet: 11 x 13 7/8 in. (27.9 x 35.3 cm)
image: 8 1/4 x 12 5/16 in. (21 x 31.2 cm)",image,31.2,21.0,0.0,12.28,8.27,0.0,101.56,medium,false,L,The Artist,,not found,not found,,Term not found,2022-06-14
3004,99.1.237,The New Ring Master.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"November 7, 1874",1874,1874,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_237.jpg,"image: 4 15/16 x 4 11/16 in. (12.6 x 11.9 cm)
sheet: 15 13/16 x 11 in. (40.1 x 28 cm)",sheet,28.0,40.1,0.0,11.02,15.79,0.0,174.01,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
3005,78.56.2,"Obrero en huelga, Asesinado (from ""Fifteen Photographs by Manuel Alvarez Bravo"")",Manuel Alvarez Bravo, 500028115,WCMA,WCMA-PHOTO,,,1934,1934,1934,1978,Williams College Museum of Art,photograph,gelatin silver print,,Gift of James L. Melcher,,,,,,l.l. in pencil: ac/XII; l.r. in pencil: M.AlvarezBravo.,78_56_2.jpg,"sheet: 14 3/4 x 19 13/16 in. (37.5 x 50.3 cm)
image: 7 3/8 x 9 9/16 in. (18.7 x 24.3 cm)",image,24.3,18.7,0.0,9.57,7.36,0.0,70.44,small,false,L,Asociación Manuel Alvarez Bravo AC,,Mexican, 1902-2002,,Term not found,2022-06-14
3006,60.39.1.C,Scarab amulet with hieroglyphs,Egyptian,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1960,Williams College Museum of Art,scarab | amulet,stone,light brown,Gift of Horace Mayer,,,,,,hieroglyphs,60_39_1_C_a.jpg,Overall: 7/8 x 5/8 x 3/8 in. (2.3 x 1.6 x 0.9 cm),Overall,1.6,0.0,0.9,0.63,0.0,0.35,0.0,small,true,L,,,not found,not found,light brown,Term not found,2022-06-14
3007,39.1.159,Loyalty to One Means Loyalty to Both,Gordon Hope Grant, 500029752,WCMA,WCMA-PRINTS,,,1918,1918,1918,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.159.JPG,Overall: 24 1/4 x 17 7/8 in. (61.6 x 45.4 cm),Overall,45.4,61.6,0.0,17.87,24.25,0.0,433.35,large,false,P,,,American, 1875-1962,,Term not found,2022-06-14
3009,37.2.109,"Youth and Age (from ""The Passionate Pilgrim"")",Charles West Cope, 500004618,WCMA,WCMA-PRINTS,,,no date,1811,1890,1937,Williams College Museum of Art,engraving,engraving on paper,,Bequest of John H. Maghee,,,,,,no inscription; watermark l.l.: MAN 1869 B,37_2_109.jpg,"sheet: 18 1/16 x 13 13/16 in. (45.8 x 35.1 cm)
plate: 11 15/16 x 8 7/16 in. (30.3 x 21.5 cm)",sheet,35.1,45.8,0.0,13.82,18.03,0.0,249.17,medium,false,P,,,British, 1811-1890,,Term not found,2022-06-14
3010,73.41,Altar,Clinton Cleveland,not found,WCMA,WCMA-PRINTS,,,1970,1970,1970,1973,Williams College Museum of Art,etching,photo etching,"""not"" cyanotype",Museum purchase,,,,,,l.c. in pencil: 26-100 Cleveland 70,73_41.jpg,"sheet: 19 1/4 x 11 13/16 in. (48.9 x 30 cm)
image: 12 1/2 x 8 1/8 in. (31.7 x 20.6 cm)",image,20.6,31.7,0.0,8.11,12.48,0.0,101.21,medium,false,P,,,American, 1941-,"""not"" cyanotype",Term not found,2022-06-14
3011,72.38,Old Views Melt Into the New Morning Blossom,Wayne Kenyon Nowack,not found,WCMA,WCMA-SCULPTURE,,,1966,1966,1966,1972,Williams College Museum of Art,assemblage,mixed media,,"Gift of Susan W. and Stephen D. Paine, Class of 1954",,,,,,"in image c.r. in ink: NOWACK 1966; verso c. in paint: OLD VIEWS MELT INTO/ THE NEW MORNING BLOSSOM/ Wayne Nowack July 8, 1966/ North Hollywood, Calif.; verso u.r.: [typed notice to carrier,packer and shipper with instructions on handling with signature of artist in pencil]; verso u.c. collection label: [Paine collection]; verso on collection label u.r. in ink: Best to Steve and Susan:/ Wayne/ Nowack",IMG_72.38.jpg,Overall: 22 5/8 x 19 11/16 x 3 3/4 in. (57.5 x 50 x 9.6 cm),Overall,50.0,57.5,9.6,19.68,22.64,3.78,445.56,large,true,P,,,not found,not found,,Term not found,2022-06-14
3012,77.41.1,Waves Between Waves,Robert Janz, 500005568,WCMA,WCMA-PHOTO,,,1977,1977,1977,1977,Williams College Museum of Art,photograph,gelatin silver print,,"Museum purchase, Karl E. Weston Memorial Fund",,,,,,verso u.l. in ink: JANZ/ WAVES BETWEEN WAVES/ LA 3.77/ 2/10,77_41_1.jpg,Overall: 7 15/16 x 9 15/16 in. (20.2 x 25.2 cm),Overall,25.2,20.2,0.0,9.92,7.95,0.0,78.86,small,false,L,Artist or artist's estate,,not found,not found,,Term not found,2022-06-14
3014,88.7.10,Stoneware Vessel (Double Portrait),Ken Friedman, 500087925,WCMA,WCMA-DEC ARTS,,,ca. 1987,1982,1992,1988,Williams College Museum of Art,ceramics,stoneware with paint,,Gift of Paula Myllykangas / Oy Arabia Ab,,,,,,on side in paint: KF; on base in paint: Double Portrait,88_7_10_a.jpg,Overall: 8 1/4 x 5 3/8 x 2 9/16 in. (21 x 13.6 x 6.5 cm),Overall,13.6,21.0,6.5,5.35,8.27,2.56,44.24,small,true,P,,,American, 1949-,,Term not found,2022-06-14
3015,57.50.A,Side Chair,Italian,not found,WCMA,WCMA-DEC ARTS,,,16th century,1500,1599,1957,Williams College Museum of Art,furniture,wood | upholstery,,Gift of Eugene L. Garbáty,,,,,,,,Overall: 29 1/2 x 18 x 16 in. (74.9 x 45.7 x 40.6 cm),Overall,45.72,74.93,40.64,18.0,29.5,16.0,531.0,large,true,P,,,not found,not found,,Term not found,2022-06-14
3016,57.50.B,Side Chair,Italian,not found,WCMA,WCMA-DEC ARTS,,,16th century,1500,1599,1957,Williams College Museum of Art,furniture,wood | upholstery,,Gift of Eugene L. Garbáty,,,,,,,,Overall: 29 1/2 x 18 x 16 in. (74.9 x 45.7 x 40.6 cm),Overall,45.72,74.93,40.64,18.0,29.5,16.0,531.0,large,true,P,,,not found,not found,,Term not found,2022-06-14
3017,M.2002.2.4,Untitled,Mary Frank, 500013115,WCMA,WCMA-DRAWING,,,1975,1975,1975,2002,Williams College Museum of Art,drawing,colored ink wash on paper,,"Gift of Susan W. Paine in honor of Stephen D. Paine, Class of 1954
",,,,,,"l.r. in green ink: Mary Frank 1975; verso c. gallery label: [Harcus,Krakow,Rosen,Sonnabend]; verso c.r. on stretcher in pen: 2897",M_2002_2_4.jpg,"sheet: 19 7/8 x 26 in. (50.5 x 66.1 cm)
frame: 21 5/16 x 27 1/2 in. (54.2 x 69.8 cm)",sheet,66.1,50.5,0.0,26.02,19.88,0.0,517.28,large,false,L,The Artist,,American, 1933-,,Term not found,2022-06-14
3018,58.6,St. Michael and the Dragon,Anonymous (Spanish),not found,WCMA,WCMA-PAINTING,,,15th century,1400,1499,1958,Williams College Museum of Art,painting,tempera on panel with metal hinges,door of a chest,Gift of Mrs. H. A. Metzger,,,,,,l.r. on side on sticker in ink: 19,IMG_58.6.jpg,Overall: 22 5/8 x 17 5/16 in. (57.4 x 43.9 cm),Overall,43.9,57.4,0.0,17.28,22.6,0.0,390.53,large,false,P,,,not found,not found,door of a chest,Term not found,2022-06-14
3019,78.22.22,Los Toldos,Emilio Sanchez, 500042016,WCMA,WCMA-PRINTS,,,1973,1973,1973,1978,Williams College Museum of Art,lithograph,lithograph,,Anonymous gift,,,,,,l.l. in pencil: 42/50; l.c. in pencil: Los Toldos; l.r. in pencil: Emilio Sanchez,IMG_78.22.22.jpg,"sheet: 23 x 31 5/8 in. (58.4 x 80.3 cm)
image: 22 1/8 x 30 1/16 in. (56.2 x 76.3 cm)",image,76.3,56.2,0.0,30.04,22.13,0.0,664.79,large,false,L,Emilio Sanchez Foundation,,American, 1921-1999,,Term not found,2022-06-14
3020,81.11.10,Untitled Blue Landscape,Henri Hayden, 500006216,WCMA,WCMA-PRINTS,,,1969,1969,1969,1981,Williams College Museum of Art,lithograph,color lithograph on paper,,"Gift of Anne Steinberg, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 3/75; l.r. in ink: Hayden,81_11_10.jpg,"sheet: 19 9/16 x 25 15/16 in. (49.7 x 65.9 cm)
image: 14 15/16 x 22 11/16 in. (38 x 57.7 cm)",image,57.7,38.0,0.0,22.72,14.96,0.0,339.89,large,false,L,Artist or artist's estate,,Polis, 1883-1970,,Term not found,2022-06-14
3021,56.14.H,Souvenir of Coney Island,Robert Frederick Blum, 500003750,WCMA,WCMA-PRINTS,,,1880,1880,1880,1956,Williams College Museum of Art,etching,etching on paper,,Gift of Miss Elisabeth Ball,,,,,,"l.r. in pencil: #258/ $114-; verso l. in pencil: C.M.A. #248. ""Souvenir of Coney Island""/ Signed and dated, 1880.",56_14_H.jpg,"sheet: 8 3/16 x 5 5/8 in. (20.8 x 14.3 cm)
plate: 2 11/16 x 2 3/4 in. (6.9 x 7 cm)",sheet,14.3,20.8,0.0,5.63,8.19,0.0,46.11,small,false,P,,,American, 1857-1903,,Term not found,2022-06-14
3023,75.43.14.A,"""Egyptian"" limestone plaque",Egyptian,not found,WCMA,WCMA-ANCIENT,,,not ancient,1875,1975,1975,Williams College Museum of Art,plaque; relief; sculpture,limestone,,"Gift of the son and daughters of Charles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,,,,,label on side of base: B 181; in graphite on back: [illeg.]/1517[underlined],75_43_14_A.jpg,"Overall: 5 9/16 x 7 5/8 x 15/16 in. (14.2 x 19.3 x 2.4 cm)
Base: 1 x 8 7/16 x 2 15/16 in. (2.5 x 21.5 x 7.5 cm)",Overall,19.3,14.2,2.4,7.6,5.59,0.94,42.48,small,true,L,,,not found,not found,,Term not found,2022-06-14
3025,66.22.47,Orificial cicada,Chinese, 500125222,WCMA,WCMA-EASTERN,Chinese,,Wei Dynasty (386-557); T'ang Dynasty (618-906); Sung Period,386,1644,1966,Williams College Museum of Art,carving,jade,orange and tan; squashed appearance,"Bequest of Dr. Goodrich C. Schauffler, Class of 1918",,,,,,no inscription,66_22_47_a.jpg,Overall: 1 7/16 x 1 x 5/16 in. (3.7 x 2.5 x 0.8 cm),Overall,2.5,0.0,0.8,0.98,0.0,0.31,0.0,small,true,L,,,not found,not found,orange and tan; squashed appearance,Term not found,2022-06-14
3026,99.5,Equivocal Colors,Yves Tanguy, 500025688,WCMA,WCMA-PAINTING,,,1943,1943,1943,1999,Williams College Museum of Art,painting,oil on canvas,A surrealist composition painted in portrait format.,Gift of the Lynes Family Collection,,,,"Signature and date lower right, in black: ""YVES TANGUY 43"".",,"l.r.:Yves Tanguy 4[2 or 3]; label on verso:ACQUAVELLA GALLERIES, Inc./18 East 79th Street/New York, N.Y. 10021/ Exhibition ""YVES TANGUY""/November 7th - December 7th, 1974/Exhibition #27, Equivocal Colors/1943",99_5.jpg,"20 × 16 in. (50.8 × 40.6 cm)
frame: 21 5/8 × 17 5/8 × 1 3/4 in. (54.9 × 44.8 × 4.4 cm)",Overall,40.64,50.8,0.0,16.0,20.0,0.0,320.0,medium,false,P,"Artists Rights Society (ARS) ,The Estate of the Artist",,French, 1900-1955,A surrealist composition painted in portrait format.,Term not found,2022-06-14
3027,RC.17.13,Sketch of berries and leaves,attributed to Isabelle Makepeace,not found,WCMA,WCMA Reserve Collection,,,no date,1946,1990,1993,Williams College Museum of Art,drawing,pencil on paper,,"Bequest of Mrs. Charles Denison Makepeace, Class of 1900",,,,,,no inscription,,sheet: 13 7/16 x 19 in. (34.2 x 48.3 cm),sheet,48.3,34.2,0.0,19.02,13.46,0.0,256.01,medium,false,L,,,American, 1936-1990,,Term not found,2022-06-14
3028,99.1.227,H'All That's Left.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"April 21, 1877",1877,1877,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_227.jpg,"image: 4 3/4 x 4 5/8 in. (12 x 11.8 cm)
sheet: 15 13/16 x 11 5/16 in. (40.1 x 28.8 cm)",sheet,28.8,40.1,0.0,11.34,15.79,0.0,179.06,medium,false,P,,,American, 1840-1902,,Term not found,2022-06-14
3030,92.22.23,"Untitled [Bedroom through Doorway] (from ""The Most Crowded Block"" series)",Aaron Siskind, 500024299,WCMA,WCMA-PHOTO,,,1940,1940,1940,1992,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Tennyson and Fern Schad,,,,,,l.r. in ink: Aaron Siskind; verso l.l. in pencil in another hand: Harlem 1940; verso l.c. in pencil in another hand: Bedroom Through Doorway; verso l.r. in pencil in another hand: 25.20  MCB,92_22_23.jpg,"sheet: 13 7/8 x 10 13/16 in. (35.3 x 27.5 cm)
image: 10 13/16 x 7 11/16 in. (27.5 x 19.6 cm)",image,19.6,27.5,0.0,7.72,10.83,0.0,83.61,medium,false,P,Aaron Siskind Foundation,,American, 1903-1991,,Term not found,2022-06-14
3031,59.21.5.C,Shawabti,Egyptian,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1959,Williams College Museum of Art,shawabti,faience,blue,Gift of Horace Mayer,,,,,,no inscription,59_21_5_c_a.jpg,Overall: 4 5/16 x 1 7/16 x 7/8 in. (10.9 x 3.6 x 2.3 cm),Overall,3.6,10.9,2.3,1.42,4.29,0.91,6.09,small,true,P,,,not found,not found,blue,Term not found,2022-06-14
3032,RC.58.2,"Kanda Myojin, Keidai Yukibare no Zu (Clear Weather after snow at the Kanda Myojin Shrine) (from the series ""Famous Places in the Eastern Capital"")",Hiroshige, 500019641,WCMA,WCMA Reserve Collection,Japanese,,ca. 1840-1842,1820,1862,2001,Williams College Museum of Art,print,color woodblock print,,"Gift of Orson L. St. John, Class of 1928 in memory of Charles Francis Gaskill, Class of 1928, Talcott Miner Banks, Class of 1928, Gordon Bailey Washburn, Class of 1928, John W.G. Tenney, Class of 1928 and Bronson Fargo, Class of 1951",,,,,,,RC_58_2.jpg,Overall: 12 3/4 x 17 3/4 in. (32.4 x 45.1 cm),Overall,45.09,32.38,0.0,17.75,12.75,0.0,226.31,medium,false,L,,,Japanese, 1797-1858,,Term not found,2022-06-14
