object_number,accession_number,title,maker_full_name,culture,period,date_description,year_start,year_end,accession_year,category,materials,credit_line,inscriptions,dimensions,image_url,source_1,maker_birth_year,maker_death_year,institution_name,institution_city,institution_state,institution_country,institution_latitude,institution_longitude
2756,79.36.8,1972 Olympic poster,Valerio Adami,,,1971,1971,1971,1979,poster,color silkscreen on paper,"Gift of Lewis Scheffey, Class of 1946",l.r. in pencil: Adami; l.l. in pencil: 27/200,"sheet: 43 5/16 x 27 1/2 in. (110 x 69.9 cm)
image: 34 3/8 x 25 1/4 in. (87.3 x 64.2 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2756,https://github.com/wcmaart/collection, 1935,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2757,78.56.6,"Barda de Panteon (from ""Fifteen Photographs by Manuel Alvarez Bravo"")",Manuel Alvarez Bravo,,,1964,1964,1964,1978,photograph,gelatin silver print,Gift of James L. Melcher,l.l. in pencil: ac/XII; l.r. in pencil: M.AlvarezBravo.,"sheet: 19 13/16 x 14 13/16 in. (50.3 x 37.6 cm)
image: 9 5/8 x 7 1/16 in. (24.4 x 17.9 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2757,https://github.com/wcmaart/collection, 1902,2002,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2758,95.4.48,Plate,unknown,,,,0,0,1995,plate,brass,Bequest of Mrs. Charles Prendergast,,Overall: 11 1/4 in. (28.6 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2758,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2759,81.46.3,TR III,Anni Albers,,,1970,1970,1970,1981,print,print,"Gift of Frederick M. Myers, Class of 1943",l.l. in pencil: TR III; l.r. in pencil: Anni Albers 1970,Overall: 16 7/16 x 18 7/16 in. (41.8 x 46.9 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2759,https://github.com/wcmaart/collection, 1899,1994,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2760,78.42.1,"Building ""Meadowark,"" Westminster West, Vermont",Ann McBroom,,,1977,1977,1977,1978,photograph,gelatin silver print,"Museum purchase, Ruth Sabin Weston Fund",,sheet: 6 1/8 x 9 in. (15.6 x 22.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2760,https://github.com/wcmaart/collection, 20th century,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2761,94.1.42.B,Pole with zig-zag design,North American Indian?,,,,0,0,1994,tool,bamboo,"Found in the collection and catalogued, 1994",left in ink: 20,Overall: 50 in. (127 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2761,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2767,71.19,Normandie,Clemens Kalischer,,,1963,1963,1963,1971,photograph,gelatin silver print,Museum purchase,"l.l. in white ink: Clemens Kalischer; l.r. in white ink: Normadie; verso in another hand u.l. in pen: Normandie/Beech Trees 11""x14""; verso in another hand u.r. in ink: 1963/ Williams College Mus.of Art 71.19/ Purch. 1971 -$30 oo [oo underlined]",sheet: 10 5/8 x 13 11/16 in. (27 x 34.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2767,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2768,81.46.12.H,"Untitled (from ""Radio/ Aether"")",Wallace Berman,,,1974,1974,1974,1981,lithograph,offset lithograph,"Gift of Frederick M. Myers, Class of 1943",verso l.r. in pencil: WB74-683,Overall: 12 1/4 x 13 1/4 in. (31.1 x 33.6 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2768,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2769,81.46.12.J,"Untitled (from ""Radio/ Aether"")",Wallace Berman,,,1974,1974,1974,1981,lithograph,offset lithograph,"Gift of Frederick M. Myers, Class of 1943",verso l.r. in pencil: WB74-683,Overall: 12 1/4 x 13 1/4 in. (31.1 x 33.6 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2769,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2770,30.2.6,Small Bowl with Black Slip,Teotihuacan or Valley of Mexico,,,650-750 AD,650,750,1930,ceramic,earthenware,"Gift of Edmund Seymour, Class of 1882",,"Overall: 1 11/16 in. (4.3 cm)
rim: 3 5/16 in. (8.4 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2770,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2771,TJ.2,"White Falcons, Fukusa (gift cover)",Japanese,Japanese,,20th century,1900,1999,1941,textile,embroidery on satin with velvet,"Gift of Miss Anna McGowan, 1941",,Overall: 37 x 29 5/16 in. (94 x 74.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2771,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2772,78.14.5,Album of paintings,attributed to Shiba Kokan,Japanese,,,1747,1818,1978,album of paintings,painted silk mounted on paper,"Gift of Miss Faith D. Waterman, in honor of her brother, Arthur J. Waterman, Class of 1928",each painting marked with artist's seal; verso on album cover l.r. on sticker: L55.6-2; on album case lower edge painted in red: L55.6-3; on crate on two stickers: L55.6.1-2-3,"Overall: 17 1/2 x 13 3/16 x 3 3/8 in. (44.5 x 33.5 x 8.6 cm)
Case: 12 3/16 x 19 7/8 x 14 15/16 in. (31 x 50.5 x 38 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2772,https://github.com/wcmaart/collection, 1747,1818,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2773,RC.30.7,Lantern vase with figures,Chinese,Chinese,,,0,0,1959,ceramics,porcelain,"Possibly(?) Bequest of Katharine F. Bryer White, wife of Walter Leroy White, Class of 1906",,Overall: 11 1/2 x 4 1/2 x 4 1/2 in. (29.2 x 11.4 x 11.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2773,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2774,81.7.4,Untitled: seated female nude,Frederic Charles Knight,,,,1898,1979,1981,drawing,red chalk on paper,Gift of Hortense B. Knight,,Overall: 18 7/8 x 24 3/16 in. (48 x 61.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2774,https://github.com/wcmaart/collection, 1898,1979,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2777,80.3.2,Abandoned Trimming Machine,Neil Rappaport,,,1970,1970,1970,1980,photograph,gelatin silver print,"Museum purchase, Karl E. Weston Fund","verso in another hand l.r. in ink: 2. Abandoned Trimming Machine/ Hugh G Williams ""Eagle"" Quarry/ Bullfrog Hollow/ Wells, Vermont/ 1970; verso l.r. in ink: Neil L Rappaport","sheet: 14 x 18 in. (35.5 x 45.7 cm)
image: 7 3/8 x 9 7/16 in. (18.8 x 24 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2777,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2778,50.13.D,Denarius of Emperor Maximinus Pius (also known as Maximinus Thrax),Roman,Roman,,235-238 AD,235,238,1950,coin,silver,"Gift of Stephen Rowan, Class of 1950",recto: IMP MAXIMINUS PIUS AUG; verso: [soldier holding standaids],Overall: 11/16 x 13/16 in. (1.8 x 2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2778,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2779,95.4.103,The Opera Cloak,Maurice Brazil Prendergast,,,ca. 1895-1897,1895,1897,1995,print,monotype on paper,Bequest of Mrs. Charles Prendergast,across bottom in plate: The Opera Cloak MBP [monogram],image: 10 1/4 x 5 3/8 in. (26 x 13.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2779,https://github.com/wcmaart/collection, 1858,1924,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2783,78.56.3,"La Quema Tres (from ""Fifteen Photographs by Manuel Alvarez Bravo"")",Manuel Alvarez Bravo,,,1957,1957,1957,1978,photograph,gelatin silver print,Gift of James L. Melcher,l.l. in pencil: ac/XII; l.r. in pencil: M.AlvarezBravo.,"sheet: 14 13/16 x 19 13/16 in. (37.6 x 50.3 cm)
image: 6 1/2 x 9 3/8 in. (16.5 x 23.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2783,https://github.com/wcmaart/collection, 1902,2002,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2785,78.59.30,Pottery Sherd,Greek,Mycenae,,2000 BC- 200 AD,-2000,200,1978,sherd,clay,Gift of John Davis Hatch V,,,https://get-thumb.herokuapp.com/getThumb.php?objectid=2785,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2790,FI.2,Arm Chair with upholstery,Italian,,,17th century,1600,1699,1938,furniture,wood | velvet,"Gift of Mrs. William Crary Brownell, 1938",,Overall: 50 1/2 x 26 x 20 in. (128.3 x 66 x 50.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2790,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2792,80.38.1,Elastic Membrane,Michael Kidner,,,1979,1979,1979,1980,mixed media,multi-media construction and prints in wood and plexi box,"Gift of W. Donald Georgen, through the Martin S. Ackerman Foundation",title page in ink: 236/ Michael Kidner,,https://get-thumb.herokuapp.com/getThumb.php?objectid=2792,https://github.com/wcmaart/collection, 1917,2009,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2797,84.21,"Ravine, Grafton near Troy, New York",Thomas Nast,,,1859,1859,1859,1984,drawing,pencil on paper,Anonymous gift,"verso u.r. in pencil: TT1/ 757/ #402; verso c. in pencil: Ravine, Grafton near Troy/ New York/ 1859./ ""Snow Hole""/ where ice and snow are found/ all the year round; verso l.c. in pencil: scene of picnic in August 1859. when/ T. Nast, J.E. Haney. Thos. Butler Gunn/ John, Sallie,Mattie, Eliza Edwards/ participated",Overall: 10 x 7 in. (25.4 x 17.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2797,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2799,1887.1.14,Stemmed Bowl,Etruscan,,,500-400 BC,-500,-400,1887,bowl,"terracotta, bucchero ware",Gift of Mrs. John W. Field in memory of her husband,old label on base: CE10,"Overall: 3 7/8 in. (9.9 cm)
rim: 4 15/16 in. (12.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2799,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2801,77.51.3,"Portrait of Admiral Rodgers, Metropolitan Club, Washington, D.C.",Charles Dana Gibson,,,c. 1890,1865,1915,1977,drawing,pen and ink and pencil on paper,Anonymous gift,l.r. in ink: C.D. Gibson,Overall: 22 7/16 x 18 1/4 in. (57 x 46.3 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2801,https://github.com/wcmaart/collection, 1867,1944,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2803,EL.82.5.11,The Kitchen,After James Abbott McNeill Whistler,,,1858,1858,1858,,photogravure,photogravure on paper,On extended loan from Andrew and Eileen Smith,in plate l.r.: Whistler/ ImpDelaire.Rue S.Jaxques.171,"(sight): 8 11/16 x 6 1/16 in. (22 x 15.4 cm)
frame: 14 3/4 x 11 3/4 in. (37.4 x 29.9 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2803,https://github.com/wcmaart/collection, 1834,1903,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2806,64.29.22,In the fight against Imperialist wars!,Nikolai Georgievich Kotov,,,1929,1929,1929,1964,poster,poster,"Gift of Telford Taylor, Class of 1928",,Overall: 40 1/2 x 26 11/16 in. (102.8 x 67.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2806,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2807,94.1.23,Textile with floral design,French?,,,,0,0,1994,textile,silk brocade,"Found in the collection and catalogued, 1994",,Overall: 19 5/16 x 23 7/16 in. (49 x 59.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2807,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2808,EL.88.36,Sifnos Stromboli,Gilberto Zorio,,,1981,1981,1981,,installation,mixed media,On extended loan from Sonnabend Gallery,,,https://get-thumb.herokuapp.com/getThumb.php?objectid=2808,https://github.com/wcmaart/collection, 1944,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2809,87.16.105,Skeleton figure,Wayne Wadhams,,,1978,1978,1978,1987,photograph,gelatin silver print,Gift of Wayne N. Wadhams,l.r. in ink: Wadhams '78  3/20,image: 13 11/16 x 9 5/16 in. (34.8 x 23.6 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2809,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2810,81.24.18,Robut (sic) baby-sitter which plays gin rummy,Rube Goldberg,,,c. 1960,1955,1965,1981,drawing,pencil and typewritten on paper,Gift of George W. George,,Overall: 11 x 8 9/16 in. (28 x 21.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2810,https://github.com/wcmaart/collection, 1883,1970,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2811,82.26.24,Smile,Rube Goldberg,,,,1883,1970,1982,drawing,pencil on paper,Gift of George W. George,,Overall: 8 9/16 x 11 in. (21.7 x 28 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2811,https://github.com/wcmaart/collection, 1883,1970,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2816,90.14.9,A City in Holland,Anthonie Waterloo and Hercules Seghers,,,17th century,1600,1690,1990,etching,etching on paper,"Gift of David P. Tunick, Class of 1966",verso l.c. in pencil: [words and numbers],Overall: 4 5/8 x 8 1/8 in. (11.7 x 20.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2816,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2818,87.16.83,Egyptian tablet (detail),Wayne Wadhams,,,1978,1978,1978,1987,photograph,gelatin silver print,Gift of Wayne N. Wadhams,l.r. in ink: 2 Wadhams`78,Overall: 11 x 13 15/16 in. (27.9 x 35.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2818,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2819,EL.80.3.2,"Wicklow Trees, Country Wicklow, Ireland (from portfolio of twelve photographs)",Alen MacWeeney,,,1965-66,1965,1966,,photograph,gelatin silver print,"On extended loan from Paul A. Wilks, Jr.
",verso l.c. in pencil: Alen Mac Weeney 48/90,"sheet: 19 13/16 x 15 15/16 in. (50.3 x 40.5 cm)
image: 11 3/4 x 11 7/8 in. (29.9 x 30.1 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2819,https://github.com/wcmaart/collection, 1939,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2820,76.37.19.C,Axe Head,Greek?,,,500-400 BC,-500,-400,1976,axe head,bronze,"Gift of the son and daughters of Charles Bolles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,Overall: 1 5/8 x 1 3/4 in. (4.2 x 4.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=2820,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2821,86.18.32,Two Girls in Red - Venice,Maurice Brazil Prendergast,,,ca. 1910-13,1910,1913,1986,painting,oil on canvas,Gift of Mrs. Charles Prendergast,l.r. in brown: Prendergast,"Overall: 20 1/4 x 16 1/2 in. (51.4 x 41.9 cm)
frame: 26 x 21 7/8 in. (66 x 55.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2821,https://github.com/wcmaart/collection, 1858,1924,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2827,38.6,Study for Head of Figure for the State Capitol of Wisconsin,Edwin Howland Blashfield,,,1912,1912,1912,1938,drawing,charcoal on paper,Gift of Grace Hall Blashfield and Mrs. William Cary Brownell,l.r. in pencil: Edwin H Blashfield; l.c. in pencil: Study for a Head/ from a decoration in the dome-crown:/ State Capitol of Wisconsin,"image: 20 1/2 x 18 7/8 in. (52 x 48 cm)
sheet: 27 9/16 x 22 9/16 in. (70 x 57.3 cm)
frame: 40 3/16 x 33 9/16 in. (102 x 85.2 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2827,https://github.com/wcmaart/collection, 1848,1936,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2829,92.22.22,"Untitled [Backyard] (from ""The Most Crowded Block"" series)",Aaron Siskind,,,1940,1940,1940,1992,photograph,gelatin silver print,Gift of Tennyson and Fern Schad,l.r. in ink: Aaron Siskind; verso l.l. in pencil in another hand: Harlem 1940; verso l.c. in opencil in another hand: Backyard; verso l.r. in pencil in another hand: 23.20  MCB,"sheet: 13 7/8 x 10 13/16 in. (35.2 x 27.5 cm)
image: 10 7/8 x 7 11/16 in. (27.7 x 19.6 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2829,https://github.com/wcmaart/collection, 1903,1991,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
2830,77.60.14,"Parabola Optica (from ""Fifteen Photographs by Manuel Alvarez Bravo"")",Manuel Alvarez Bravo,,,1931,1931,1931,1978,photograph,gelatin silver print,Gift of James L. Melcher,l.l. in pencil: ac/XII; l.r. in pencil: M.AlvarezBravo.,"sheet: 19 3/4 x 14 13/16 in. (50.2 x 37.6 cm)
image: 9 1/4 x 7 1/16 in. (23.5 x 17.9 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=2830,https://github.com/wcmaart/collection, 1902,2002,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
