name,city,state,address,zip,website,category,public_private,district,lat,lon
VICTORY LAKES INT,LEAGUE CITY,TX,2880 W WALKER,77573,https://www.ccisd.net,MIDDLE,PUBLIC,CLEAR CREEK INDEPENDENT SCHOOL DISTRICT,29.474195,-95.08888
VICTORY LEARNING CENTER,SAN ANTONIO,TX,660 SW MILITARY DR STE T,78221,,SECONDARY,PRIVATE,,29.355898,-98.50143
VICTORY LIFE ACADEMY,BROWNWOOD,TX,901 CC WOODSON RD,76801,,K-12,PRIVATE,,31.727793,-98.969475
VICTORY LIFE CHILD DEVELOPMENT CENTER,DURANT,OK,3412 W UNIVERSITY BLVD,74701,,K-12,PRIVATE,,34.005558,-96.41138
VICTORY MIDDLE SCHOOL,MERIDIAN,ID,920 WEST KODIAK DRIVE,83642,,MIDDLE,PUBLIC,JOINT SCHOOL DISTRICT NO. 2,43.58356,-116.40503
VICTORY PLACE AT COPPELL,COPPELL,TX,550 N DENTON TAP RD,75019,https://www.coppellisd.com,,PUBLIC,COPPELL INDEPENDENT SCHOOL DISTRICT,32.982525,-96.99274
VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCH,COMMERCE CITY,CO,5701 QUEBEC STREET,80022,http://www.communityleadershipacademy.org/vpa-middle-high-school-education/,HIGH,PUBLIC,CHARTER SCHOOL INSTITUTE,39.800472,-104.90414
VICTORY PREPARATORY ACADEMY MIDDLE STATE CHARTER S,COMMERCE CITY,CO,5701 QUEBEC STREET,80022,,MIDDLE,PUBLIC,KENTUCKY TECH SYSTEM,39.80042,-104.90405
VICTORY PREPARATORY ACADEMY NORTH,HOUSTON,TX,2903 JENSEN DR,77026,https://www.houstonisd.org,,PUBLIC,HOUSTON INDEPENDENT SCHOOL DISTRICT,29.78791,-95.342674
VICTORY PREPARATORY ACADEMY SOUTH,HOUSTON,TX,6011 W OREM,77085,https://www.houstonisd.org,HIGH,PUBLIC,HOUSTON INDEPENDENT SCHOOL DISTRICT,29.62549,-95.47125
VICTORY PREPARATORY K-8 ACADEMY,HOUSTON,TX,2903 JENSEN DR,77026,https://www.houstonisd.org,ELEMENTARY,PUBLIC,HOUSTON INDEPENDENT SCHOOL DISTRICT,29.78791,-95.34255
VICTORY PREPARATORY SCHOOL,ST AUGUSTINE,FL,110 MASTERS DR,32084,https://www.victoryprep.net/,K-12,PRIVATE,,29.902674,-81.332664
VICTORY RIDGE ACADEMY,LAKE WALES,FL,427 BURNS AVE,33853,http://ourchildrensacademy.org,OTHER,PUBLIC,POLK,27.914053,-81.579895
VICTORY VILLA ELEMENTARY,BALTIMORE,MD,500 COMPASS RD,21220,https://victoryvillaes.bcps.org/,ELEMENTARY,PUBLIC,BALTIMORE COUNTY PUBLIC SCHOOLS,39.342106,-76.45584
VICTORY WORLD CHRISTIAN SCHOOL,NORCROSS,GA,5905 BROOK HOLLOW PKWY,30071,,ELEMENTARY,PRIVATE,,33.920425,-84.20324
VICTRESS BOWER SCHOOL FOR EXCEPTIONAL STUDENTS,NORCO,CA,1250 W. PARKRIDGE AVE.,92860,http://www.cnusd.k12.ca.us/vbes,OTHER,PUBLIC,CAMDEN CENTRAL SCHOOL DISTRICT,33.905857,-117.57557
VIDA BOGART SCHOOL FOR ALL CHILDREN (THE),BRONX,NY,1330 BRISTOW ST,10459,https://www.schools.nyc.gov/schools/x352,ELEMENTARY,PUBLIC,NYC SPECIAL SCHOOLS - DISTRICT 75,40.815826,-73.8853
VIDA CHARTER SCHOOL,GETTYSBURG,PA,EISENHOWER CENTER,17325,http://vidacharterschool.com/,ELEMENTARY,PUBLIC,VIDA CS,39.827755,-77.226814
VIDA N CLOVER EL,SAN JUAN,TX,800 E CARROL ST,78589,http://psja.k12.tx.us,ELEMENTARY,PUBLIC,PHARR-SAN JUAN-ALAMO INDEPENDENT SCHOOL DISTRICT,26.190296,-98.142075
VIDA SCHOOL,VIDA,MT,200 SHELL STREET,59274,,ELEMENTARY,PUBLIC,VIDA ELEM,47.833874,-105.490776
VIDALIA COMPREHENSIVE HIGH SCHOOL,VIDALIA,GA,1001 NORTH ST W,30474,https://vidalia.ga.vch.schoolinsites.com/,HIGH,PUBLIC,VIDALIA CITY,32.227894,-82.42597
VIDALIA HIGH SCHOOL,VIDALIA,LA,2201 MURRAY DRIVE,71373,https://vhs.cpsbla.us/,HIGH,PUBLIC,CONCORDIA PARISH,31.575047,-91.453445
VIDALIA JUNIOR HIGH SCHOOL,VIDALIA,LA,210 GILLESPIE STREET,71373,,MIDDLE,PUBLIC,CONCORDIA PARISH,31.561554,-91.43399
VIDALIA LOWER ELEMENTARY SCHOOL,VIDALIA,LA,300 STAMPLEY STREET,71373,https://vle.cpsbla.us/,ELEMENTARY,PUBLIC,CONCORDIA PARISH,31.571493,-91.42851
VIDALIA UPPER ELEMENTARY SCHOOL,VIDALIA,LA,1 CONCORDIA AVENUE,71373,,ELEMENTARY,PUBLIC,CONCORDIA PARISH,31.564966,-91.423836
VIDANT  HEALTH,GREENVILLE,NC,400 SPRUCE STREET,27834,,,PUBLIC,PITT COUNTY SCHOOLS,35.607327,-77.4033
VIDANT HEALTH,GREENVILLE,NC,400 SPRUCE STREET,27834,https://www.pitt.k12.nc.us,OTHER,PUBLIC,PITT COUNTY SCHOOLS,35.6073,-77.403336
VIDOR EL,VIDOR,TX,400 E RAILROAD,77662,http://www.vidor.k12.tx.us,ELEMENTARY,PUBLIC,VIDOR INDEPENDENT SCHOOL DISTRICT,30.12609,-94.007385
VIDOR H S,VIDOR,TX,500 ORANGE ST,77662,http://www.vidor.k12.tx.us,HIGH,PUBLIC,VIDOR INDEPENDENT SCHOOL DISTRICT,30.122889,-94.005356
VIDOR J H,VIDOR,TX,945 N TRAM RD,77662,http://www.vidor.k12.tx.us,MIDDLE,PUBLIC,VIDOR INDEPENDENT SCHOOL DISTRICT,30.137753,-94.00413
VIDOR MIDDLE,VIDOR,TX,2500 HWY 12,77662,http://www.vidor.k12.tx.us,MIDDLE,PUBLIC,VIDOR INDEPENDENT SCHOOL DISTRICT,30.144285,-93.98556
VIDRINE ELEMENTARY SCHOOL,VILLE PLATTE,LA,5094 VIDRINE ROAD,70586,https://www.epsb.com/264491_2,ELEMENTARY,PUBLIC,EVANGELINE PARISH,30.692152,-92.39785
VIEAU ELEMENTARY,MILWAUKEE,WI,823 S 4TH ST,53204,https://www.milwaukee.k12.wi.us,ELEMENTARY,PUBLIC,MILWAUKEE SCHOOL DISTRICT,43.022842,-87.91607
VIEJA VALLEY ELEMENTARY,SANTA BARBARA,CA,434 NOGAL DR.,93110,https://www.viejavalleyschool.org/en-us,ELEMENTARY,PUBLIC,HOPE ELEMENTARY,34.43582,-119.769485
VIEJO ELEMENTARY,MISSION VIEJO,CA,26782 VIA GRANDE,92691,https://vjes-capousd-ca.schoolloop.com/,ELEMENTARY,PUBLIC,CAPISTRANO UNIFIED,33.573723,-117.66498
VIENNA ADVENTIST ACADEMY,VIENNA,VA,340 CTHOUSE RD SW,22180,,K-12,PRIVATE,,38.894295,-77.26664
VIENNA ELEM SCHOOL DIST 55,VIENNA,IL,PO BOX 427,62995,,ELEMENTARY,PUBLIC,VIENNA SCHOOL DISTRICT 55,37.41751,-88.89468
VIENNA ELEM.,VIENNA,MO,300 FOURTH STREET,65582,https://www.mariesr1.k12.mo.us,ELEMENTARY,PUBLIC,MARIES CO. R-I,38.185764,-91.942825
VIENNA ELEMENTARY,PFAFFTOWN,NC,1975 CHICKASHA ROAD,27040,http://wsfcsel.schoolwires.net/domain/5792,ELEMENTARY,PUBLIC,WINSTON SALEM / FORSYTH COUNTY SCHOOLS,36.14137,-80.38863
VIENNA ELEMENTARY,VIENNA,VA,128 CENTER ST S,22180,,ELEMENTARY,PUBLIC,FAIRFAX COUNTY PUBLIC SCHOOLS,38.90102,-77.26322
VIENNA ELEMENTARY SCHOOL,VIENNA,MD,4905 OCEAN GATEWAY,21869,http://vienna.dcpsmd.net/,ELEMENTARY,PUBLIC,DORCHESTER COUNTY PUBLIC SCHOOLS,38.487698,-75.83241
VIENNA ELEMENTARY SCHOOL,VIENNA,WV,700 41ST ST,26105,https://www.woodcountyschoolswv.com/o/ve,ELEMENTARY,PUBLIC,WOOD COUNTY SCHOOLS,39.33131,-81.54258
VIENNA HIGH,VIENNA,MO,300 FOURTH STREET,65582,https://mariesr1.k12.mo.us,HIGH,PUBLIC,MARIES CO. R-I,38.1857,-91.94283
VIENNA HIGH SCHOOL,VIENNA,IL,601 N 1ST ST,62995,https://www.viennahighschool.com/,HIGH,PUBLIC,VIENNA HSD 133,37.420567,-88.89501
VIENNA-FINLEY ELEMENTARY SCHOOL,SCOTTSBURG,IN,445 IVAN ROGERS DR,47170,http://ves.scsd2.k12.in.us/,ELEMENTARY,PUBLIC,SCOTT COUNTY SCHOOL DISTRICT 2,38.650265,-85.766075
VIERA CHARTER SCHOOL,VIERA,FL,6206 BRESLAY DR,32940,https://www.vieracharterschool.com,ELEMENTARY,PUBLIC,BREVARD,28.249506,-80.74069
VIERA HIGH SCHOOL,VIERA,FL,6103 STADIUM PKWY,32940,http://www.vhs.brevardschools.org,HIGH,PUBLIC,BREVARD,28.252275,-80.73592
VIERS MILL ELEMENTARY,SILVER SPRING,MD,11711 JOSEPH MILL RD,20906,http://www.montgomeryschoolsmd.org/schools/viersmi,ELEMENTARY,PUBLIC,MONTGOMERY COUNTY PUBLIC SCHOOLS,39.048443,-77.08532
VIEW ACRES ELEMENTARY SCHOOL,MILWAUKIE,OR,4828 SE VIEW ACRES RD,97267,http://www.nclack.k12.or.us/domain/2814,ELEMENTARY,PUBLIC,NORTH CLACKAMAS SCHOOL DISTRICT 12,45.41749,-122.613
VIEW PARK CONTINUATION,LOS ANGELES,CA,4701 RODEO RD.,90016,http://www.viewparkconths-lausd-ca.schoolloop.com,HIGH,PUBLIC,LOS ANGELES UNIFIED,34.021755,-118.34826
VIEW RIDGE ELEMENTARY,EVERETT,WA,202 ALDER ST.,98203,https://viewridgees.seattleschools.org/,ELEMENTARY,PUBLIC,EVERETT SCHOOL DISTRICT,47.952187,-122.22897
VIEW RIDGE ELEMENTARY SCHOOL,BREMERTON,WA,3250 SPRUCE AVENUE,98310,https://viewridgees.seattleschools.org/,ELEMENTARY,PUBLIC,BREMERTON SCHOOL DISTRICT,47.59339,-122.62731
VIEW RIDGE ELEMENTARY SCHOOL,SEATTLE,WA,7047 50 AV NE,98115,https://viewridgees.seattleschools.org/,ELEMENTARY,PUBLIC,SEATTLE SCHOOL DISTRICT NO. 1,47.68054,-122.2761
VIEW RIDGE MIDDLE SCHOOL,RIDGEFIELD,WA,510 PIONEER STREET,98642,https://www.ridgefieldsd.org,MIDDLE,PUBLIC,RIDGEFIELD SCHOOL DISTRICT,45.816193,-122.742065
VIEWEG ELEMENTARY,RIDGECREST,CA,348 ROWE ST.,93555,,K-12,PUBLIC,SIERRA SANDS UNIFIED,35.63995,-117.66691
VIEWLANDS ELEMENTARY SCHOOL,SEATTLE,WA,10525 3 AV NW,98177,https://viewlandses.seattleschools.org/,ELEMENTARY,PUBLIC,SEATTLE SCHOOL DISTRICT NO. 1,47.705917,-122.36131
VIEWMONT ELEMENTARY,HICKORY,NC,21 16TH AVENUE NW,28601,http://www.hickoryschools.net/schools/viewmont/default.aspx,ELEMENTARY,PUBLIC,HICKORY CITY SCHOOLS,35.752895,-81.33911
VIEWMONT HIGH,BOUNTIFUL,UT,120 W 1000 N,84010,http://www.davis.k12.ut.us/712/site/default.asp,HIGH,PUBLIC,DAVIS DISTRICT,40.900726,-111.88272
VIEWMONT SCHOOL,MURRAY,UT,745 W 5720 S,84123,http://viewmont.schoolfusion.us/,ELEMENTARY,PUBLIC,MURRAY DISTRICT,40.646965,-111.91164
VIEWPOINT CHRISTIAN SCHOOL,SOUTHBRIDGE,MA,26 ELLIS RD,01550,,K-12,PRIVATE,,42.090607,-72.00011
VIEWPOINT SCHOOL,CALABASAS,CA,23620 MULHOLLAND HWY.,91302,,K-12,PRIVATE,LAS VIRGENES UNIFIED,34.134933,-118.64503
VIKAN MIDDLE SCHOOL,BRIGHTON,CO,879 JESSUP STREET,80601,https://www.sd27j.org/vikan,MIDDLE,PUBLIC,BRIGHTON SCHOOL DISTRICT NO. 27J,39.978,-104.81184
VIKING ELEMENTARY,FRESNO,CA,4251 N. WINERY AVE.,93726,https://www.fresnounified.org/schools/viking,ELEMENTARY,PUBLIC,SHERIDAN SCHOOL DISTRICT 48J,36.795204,-119.73277
VIKING ELEMENTARY,HOLMEN,WI,500 E WALL ST,54636,https://www.holmen.k12.wi.us,ELEMENTARY,PUBLIC,HOLMEN SCHOOL DISTRICT,43.961304,-91.24934
VIKING ELEMENTARY,VIKING,MN,305 MELGAARD,56760,https://www.newfolden.k12.mn.us,ELEMENTARY,PUBLIC,MARSHALL COUNTY CENTRAL SCHOOLS,48.220703,-96.40797
VIKING ELEMENTARY SCHOOL,GRAND FORKS,ND,809 22ND AVE S,58201,https://www.gfschools.org/viking,ELEMENTARY,PUBLIC,GRAND FORKS 1,47.898193,-97.038025
VIKING ELEMENTARY SCHOOL,PELICAN RAPIDS,MN,1 VIKING DR,56572,https://www.newfolden.k12.mn.us/o/ves/events,ELEMENTARY,PUBLIC,PELICAN RAPIDS PUBLIC SCHOOL DISTRICT.,46.563457,-96.08185
VIKING MIDDLE,WOODVILLE,WI,500 SOUTHSIDE DR,54028,https://www.bwsd.k12.wi.us,MIDDLE,PUBLIC,BALDWIN-WOODVILLE AREA SCHOOL DISTRICT,44.94476,-92.28577
VIKING SCHOOL,GURNEE,IL,4460 OLD GRAND AVE,60031,,MIDDLE,PUBLIC,GURNEE SCHOOL DISTRICT 56,42.372066,-87.91393
VIKING VIRTUAL ACADEMY,HAZEL PARK,MI,23400 HUGHES,48030,https://www.hazelparkschools.org,HIGH,PUBLIC,HAZEL PARK SCHOOL DISTRICT OF THE CITY OF,42.45128,-83.08743
VILAS ELEMENTARY SCHOOL,ALSTEAD,NH,82 MECHANIC ST.,03602,https://sites.google.com/a/apps.sau60.org/vilas,MIDDLE,PUBLIC,FALL MOUNTAIN REGIONAL SCHOOL DISTRICT,43.149624,-72.35435
VILAS ELEMENTARY SCHOOL,VILAS,CO,202 COLLINGWOOD ST,81087,http://www.vilasre5.us/,ELEMENTARY,PUBLIC,VILAS SCHOOL DISTRICT RE-5,37.373524,-102.44933
VILAS UNDIVIDED HIGH SCHOOL,VILAS,CO,202 COLLINGWOOD ST,81087,http://www.vilasschools.org,HIGH,PUBLIC,WEEDSPORT CENTRAL SCHOOL DISTRICT,37.373684,-102.4494
VILLA ACADEMY,SEATTLE,WA,5001 NE 50TH ST,98105,,ELEMENTARY,PRIVATE,,47.663624,-122.2733
VILLA CAPRI,SAN JUAN,PR,CALLE VERONA ESQ. NIZA URB. VILLA CAPRI,00924,https://www.caribbeanluxuryrentals.com/villa-capri/,ELEMENTARY,PUBLIC,PUERTO RICO DEPARTMENT OF EDUCATION,18.394646,-66.02577
VILLA CRESTA ELEMENTARY,BALTIMORE,MD,2600 RADER AVE,21234,https://villacrestaes.bcps.org,ELEMENTARY,PUBLIC,BALTIMORE COUNTY PUBLIC SCHOOLS,39.380737,-76.54786
VILLA DE PAZ ELEMENTARY SCHOOL,PHOENIX,AZ,4940 NORTH 103RD AVENUE,85037,http://www.pesd92.org/schools/vdpaz/index.html,ELEMENTARY,PUBLIC,MARTIN,33.507248,-112.284096
VILLA DEL REY ELEMENTARY SCHOOL,BATON ROUGE,LA,9765 CUYHANGA PKWY,70815,,ELEMENTARY,PUBLIC,EAST BATON ROUGE PARISH,30.465448,-91.075874
VILLA DI MARIA MONTESSORI SCHOOL,KIRKWOOD,MO,1280 SIMMONS AVE,63122,,ELEMENTARY,PRIVATE,,38.60309,-90.41387
VILLA DUCHESNE & OAK HILL SCHOOL,SAINT LOUIS,MO,801 S SPOEDE RD,63131,,K-12,PRIVATE,,38.643425,-90.41652
VILLA ESPERANZA,SANTA BARBARA,CA,112 W. CABRILLO BLVD.,93101,,,PUBLIC,SANTA BARBARA COUNTY OFFICE OF EDUCATION,34.41114,-119.69113
VILLA ESPERANZA SERVICES,PASADENA,CA,2116 EAST VILLA ST.,91107,www.villaesperanzaservices.org,K-12,PRIVATE,PASADENA UNIFIED,34.154083,-118.1067
VILLA GRANADA,SAN JUAN,PR,URB VILLA GRANADA CALLE ASTURIAS,00928,,ELEMENTARY,PUBLIC,PUERTO RICO DEPARTMENT OF EDUCATION,18.401228,-66.03312
VILLA GROVE ELEM SCHOOL,VILLA GROVE,IL,400 N SYCAMORE ST,61956,https://villagrove.ss10.sharpschool.com/,ELEMENTARY,PUBLIC,VILLA GROVE CONSOLIDATED UNIT SCHOOL DISTRICT 302,39.86922,-88.16157
VILLA GROVE HIGH SCHOOL,VILLA GROVE,IL,400 N SYCAMORE ST,61956,https://villagrove.ss10.sharpschool.com/,HIGH,PUBLIC,VILLA GROVE CONSOLIDATED UNIT SCHOOL DISTRICT 302,39.8686,-88.161644
VILLA GROVE JR HIGH SCHOOL,VILLA GROVE,IL,400 N SYCAMORE ST,61956,https://villagrove.ss10.sharpschool.com/junior_high,MIDDLE,PUBLIC,VILLA GROVE CONSOLIDATED UNIT SCHOOL DISTRICT 302,39.868126,-88.16128
VILLA HEIGHTS ELEMENTARY,CHARLOTTE,NC,800 EVERETT PLACE,28205,https://schools.cms.k12.nc.us/villaheightses/pages/default.aspx,,PUBLIC,CHARLOTTE-MECKLENBURG SCHOOLS,35.236824,-80.812744
VILLA JOSEPH MARIE HIGH SCHOOL,HOLLAND,PA,1180 HOLLAND RD,18966,,SECONDARY,PRIVATE,,40.20685,-74.984856
VILLA MADONNA MONTESSORI,VILLA HILLS,KY,2402 AMSTERDAM RD,41017,,ELEMENTARY,PRIVATE,,39.067116,-84.59111
VILLA MARIA ACADEMY,BRONX,NY,3335 COUNTRY CLUB RD,10465,,ELEMENTARY,PRIVATE,,40.841778,-73.81651
VILLA MARIA ACADEMY,MALVERN,PA,370 CENTRAL AVE,19355,,SECONDARY,PRIVATE,,40.040382,-75.50619
VILLA MARIA COLLEGE,BUFFALO,NY,240 PINE RIDGE RD,14225,https://www.villa.edu,JUNIOR COLLEGES,,,42.91238,-78.79715
VILLA MARIA EDUCATION CENTER,STAMFORD,CT,161 SKYMEADOW DR,06903,,ELEMENTARY,PRIVATE,,41.142918,-73.5529
VILLA MARIA SCHOOL,LUTHVLE TIMON,MD,2300 DULANEY VALLEY RD STE 1,21093,,ELEMENTARY,PRIVATE,,39.451538,-76.59417
VILLA MARIA SCHOOL,TIMONIUM,MD,2300 DULANEY VALLEY RD,21050,,ELEMENTARY,PRIVATE,,39.458282,-76.59897
VILLA MARIA TERESA OBLATE SISTERS OF-SACRED HEART,HUBBARD,OH,50 WARNER RD,44425,,ELEMENTARY,PRIVATE,,41.17192,-80.631325
VILLA MARIE SCHOOL,WAVERLY,NE,7205 N 112TH ST,68462,,ELEMENTARY,PRIVATE,,40.883846,-96.56928
VILLA MARINA,GURABO,PR,CALLE BAHIA OESTE C-79,00778,https://marinas.com/view/marina/mncr1m_villa_marina_sardinera_beach_fajardo_puerto_rico,ELEMENTARY,PUBLIC,PUERTO RICO DEPARTMENT OF EDUCATION,18.252466,-65.97741
VILLA MONTESSORI,CUPERTINO,CA,20900 MCCLELLAN RD,95014,,ELEMENTARY,PRIVATE,,37.322346,-122.03926
VILLA MONTESSORI - PHOENIX CAMPUS,PHOENIX,AZ,4535 N. 28TH STREET,85016,https://www.villamontessori.com,ELEMENTARY,PUBLIC,VILLA MONTESSORI CHARTER SCHOOL,33.503773,-112.021095
VILLA MONTESSORI SCHOOL,MOLINE,IL,2100 48TH ST,61265,,ELEMENTARY,PRIVATE,,41.49268,-90.46882
VILLA NUEVA EL,BROWNSVILLE,TX,7455 OLD MILITARY RD,78520,http://www.bisd.us/villa_nueva/,ELEMENTARY,PUBLIC,BROWNSVILLE INDEPENDENT SCHOOL DISTRICT,25.977198,-97.59333
VILLA NUEVA PRESCHOOL CHILDREN,SAN YSIDRO,CA,501 DEL SUR BLVD.,92073,,,PUBLIC,SAN YSIDRO ELEMENTARY,32.565876,-117.056946
VILLA OASIS INTERSCHOLASTIC CENTER FOR EDUCATION (VOICE),ELOY,AZ,3740 N TOLTEC RD,85131,https://www.ade.az.gov/edd/newdetails.asp?entityid=6067&reftypeid=1038,HIGH,PUBLIC,MARY C O'BRIEN ACCOMMODATION DISTRICT,32.789417,-111.62028
VILLA OF HOPE,ROCHESTER,NY,3300 DEWEY AVE,14616,,SECONDARY,PRIVATE,,43.227726,-77.64402
VILLA PARK ELEMENTARY,VILLA PARK,CA,10551 CENTER DR.,92861,http://www.orangeusd.k12.ca.us/schools/elementary/villapark/index.asp,ELEMENTARY,PUBLIC,FORT WORTH INDEPENDENT SCHOOL DISTRICT,33.808716,-117.81415
VILLA PARK HIGH,VILLA PARK,CA,18042 TAFT AVE.,92861,http://www.orangeusd.k12.ca.us/schools/high/villapark/index.asp,HIGH,PUBLIC,DENTON INDEPENDENT SCHOOL DISTRICT,33.816452,-117.817
VILLA RICA ELEMENTARY SCHOOL,VILLA RICA,GA,314 PEACHTREE ST,30180,http://www.carrollcountyschools.com,ELEMENTARY,PUBLIC,CARROLL COUNTY,33.734474,-84.92674
VILLA RICA HIGH SCHOOL,VILLA RICA,GA,600 ROCKY BRANCH RD,30180,http://www.carrollcountyschools.com,HIGH,PUBLIC,CARROLL COUNTY,33.727825,-84.945724
VILLA RICA MIDDLE,TEMPLE,GA,614 TUMLIN LAKE RD,30179,http://www.carrollcountyschools.com,MIDDLE,PUBLIC,CARROLL COUNTY,33.78078,-84.969505
VILLA VICTORIA ACADEMY,EWING,NJ,376 W UPPER FERRY RD,08628,,K-12,PRIVATE,,40.255386,-74.84075
VILLA WALSH ACADEMY,MORRISTOWN,NJ,455 WESTERN AVE,07960,,SECONDARY,PRIVATE,,40.785973,-74.51022
VILLACORTA ELEMENTARY,LA PUENTE,CA,17840 VILLACORTA ST.,91744,,ELEMENTARY,PUBLIC,FORT WORTH INDEPENDENT SCHOOL DISTRICT,34.01769,-117.91124
VILLACORTA SCHOOL,LA PUENTE,CA,128 BACTON ST.,91744,,,PUBLIC,LOS ANGELES COUNTY SPECIAL EDUCATION,34.02001,-117.94951
VILLAGE,CAMPBELL,CA,825 W. PARR AVE.,95008,https://www.campbellusd.org,ELEMENTARY,PUBLIC,BLUE SPRINGS R-IV,37.264286,-121.96505
VILLAGE,ORLANDO,FL,1718 E MICHIGAN ST,32806,https://www.ocps.net,OTHER,PUBLIC,ORANGE,28.512812,-81.358154
VILLAGE,SANTA ROSA,CA,5146 OLD REDWOOD HWY.,95403,,K-12,PUBLIC,TWIN RIDGES ELEMENTARY,38.50893,-122.75947
VILLAGE ACADEMY,FAR ROCKAWAY,NY,10-45 NAMEOKE ST,11691,https://www.vanyc.org,MIDDLE,PUBLIC,NEW YORK CITY GEOGRAPHIC DISTRICT #27,40.604206,-73.74959
VILLAGE ACADEMY,JACKSONVILLE,NC,192 VILLAGE DR,28546,,K-12,PRIVATE,,34.74629,-77.374374
VILLAGE ACADEMY AT CHILDHELP EAST,LIGNUM,VA,23164 DRAGOON RD,22726,,ELEMENTARY,PRIVATE,,38.38781,-77.84204
VILLAGE ACADEMY HIGH SCHOOL AT INDIAN HILL,POMONA,CA,1444 E. HOLT AVE.,91767,https://www.pusd.org,HIGH,PUBLIC,POMONA UNIFIED,34.06188,-117.72322
VILLAGE ACADEMY OF MARYLAND,CAPITOL HEIGHTS,MD,8601 ASHWOOD DR,20743,,SECONDARY,PRIVATE,,38.881638,-76.857185
VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER CAMPUS,DELRAY BEACH,FL,400 SW 12TH AVE,33444,http://www.edline.net/pages/village_academy,OTHER,PUBLIC,PALM BEACH,26.453758,-80.08648
VILLAGE ACADEMY SCHOOLS,POWELL,OH,284 S LIBERTY ST,43065,,K-12,PRIVATE,,40.152737,-83.07273
VILLAGE AT NORTH,LITTLETON,CO,1907 WEST POWERS AVENUE,80120,https://littletonpublicschools.net/schools/villagenorth,PREKINDERGARTEN,PUBLIC,"LITTLETON, SCHOOL DISTRICT NO. 6, IN THE COUNTY OF ARAPAHOE",39.615566,-105.010506
VILLAGE BIBLE ACADEMY,GARDEN GROVE,CA,12671 BUARO ST.,92840,,K-12,PRIVATE,GARDEN GROVE UNIFIED,33.77881,-117.91943
VILLAGE CHARTER,SANTA ROSA,CA,2590 PINER RD.,95401,https://www.villagecharterschool.com,ELEMENTARY,PUBLIC,WINDSOR UNIFIED,38.466454,-122.773224
VILLAGE CHARTER ACADEMY,CANOGA PARK,CA,7357 JORDAN AVE.,91303,https://villagecharteracademy.com,ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,34.203983,-118.60346
VILLAGE CHILD LEARNING CENTER,GREENWOOD VILLAGE,CO,9400 E BELLEVIEW AVE,80111,,ELEMENTARY,PRIVATE,,39.623615,-104.87914
VILLAGE CHILDREN'S ACADEMY,ROLLING MEADOWS,IL,4321 WILMETTE AVE,60008,,ELEMENTARY,PRIVATE,,42.09361,-88.03551
VILLAGE CHRISTIAN ACADEMY,FAYETTEVILLE,NC,908 S MCPHERSON CHURCH RD,28303,,K-12,PRIVATE,,35.04968,-78.939865
VILLAGE CHRISTIAN SCHOOL,PLEASANT PLAIN,OH,4581 LONG SPURLING RD,45162,,K-12,PRIVATE,,39.28549,-84.13499
VILLAGE CHRISTIAN SCHOOLS,SUN VALLEY,CA,8930 VILLAGE AVE.,91352,,K-12,PRIVATE,LOS ANGELES UNIFIED,34.230736,-118.35592
VILLAGE COMMUNITY SCHOOL,NEW YORK,NY,272 W 10TH ST,10014,,ELEMENTARY,PRIVATE,,40.73336,-74.00805
VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,AURORA,CO,1433 SOUTH OAKLAND STREET,80012,https://www.cherrycreekschools.org/villageeast,ELEMENTARY,PUBLIC,"CHERRY CREEK, SCHOOL DISTRICT NO. 5, IN THE COUNTY OF ARAPAH",39.690735,-104.85244
VILLAGE EAST MIDDLE SCHOOL,HOUMA,LA,315 LAFAYETTE WOODS,70363,https://ves-tpsd-la.schoolloop.com/,MIDDLE,PUBLIC,TERREBONNE PARISH,29.5875,-90.655365
VILLAGE EL,GEORGETOWN,TX,400 VILLAGE COMMONS,78633,https://www.georgetownisd.org/village,ELEMENTARY,PUBLIC,GEORGETOWN INDEPENDENT SCHOOL DISTRICT,30.698452,-97.7139
VILLAGE ELEM,EMPORIA,KS,2302 W 15TH AVE,66801,https://www.usd253.org/home/village,ELEMENTARY,PUBLIC,EMPORIA,38.416637,-96.21119
VILLAGE ELEMENTARY,NORTH HIGHLANDS,CA,6845 LARCHMONT DR.,95660,http://village-trusd-ca.schoolloop.com/,ELEMENTARY,PUBLIC,HOBOKEN DUAL LANGUAGE CHARTER SCHOOL,38.692,-121.37019
VILLAGE ELEMENTARY,SAN LORENZO,CA,15919 HESPERIAN BLVD.,94580,,,PUBLIC,SAN LORENZO UNIFIED,37.68043,-122.12802
VILLAGE ELEMENTARY,VICTORVILLE,CA,14711 MOJAVE DR.,92395,http://www.vesd.net,ELEMENTARY,PUBLIC,VICTOR ELEMENTARY,34.521484,-117.298805
VILLAGE ELEMENTARY CHARTER,SANTA ROSA,CA,900 YULUPA AVE.,95405,https://www.rvusd.org/o/village,ELEMENTARY,PUBLIC,RINCON VALLEY UNION ELEMENTARY,38.445385,-122.67507
VILLAGE ELEMENTARY SCHOOL,HILTON,NY,100 SCHOOL LN,14468,https://www.hilton.k12.ny.us,ELEMENTARY,PUBLIC,HILTON CENTRAL SCHOOL DISTRICT,43.29388,-77.802414
