Standard Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibra Hospital of Southeastern Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prices Effective July 1, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item/Service/Service Package Description,CPT/HCPCS Code,DRG/CMG,NDC,Other Accounting/ Revenue Codes,Rx Charge Quantity,Inpatient Default Gross Charge,Outpatient Default Gross Charge,Discounted Cash Price,De-identified Minimum Negotiated Payer Specific Charge,De-identified Maximum Negotiated Payer Specific Charge,ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 744,"ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 
Auto 759/ WC 34","ACPN  (AMERICAS CHOICE PROVIDER NETWORK) 
MR  884",Aetna  720,Aetna Medicare Advantage,Affinity Hospice,AHLIC PPO MR  962 (Aetna),BC/BS of Michigan 600,BC/BS of Michigan 600,"Beaumont Health
Formerly OAKWOOD ACO 314",Blue Care Network Michigan   230,Blue Care Network of Michigan Medicare Adv  712,Cofinity/PPOM   500,Consumers Mutual Ins of MI,DMC CARE  747,Ethix 711,Fidelis Secure Med Adv 961,Fidelis Securecare DR 960,Trusted Health Plan (formerly Harbor Health Choice) 734,Trusted Health Plan (formerly Harbor Health Advantage) MR 982,Health Alliance Plan 725 (PHP),Health Alliance Medicare Senior Plus and Medicare PPO,Health Payors Organization  717,HealthPlus of Michigan (HPM) MR,Humana-Choice Care 718,Integrated Health Plan 712,MEDICAID - STATE OF MICHIGAN  171,MEDICAID - STATE OF MICHIGAN  171,MEDICAID - STATE OF MICHIGAN  171,Medicare,MediNcrease,MediNcrease WC,Paradigm Specialty Network (Formerly AdvaNet) WC,"Wellcare DR (previously Meridian Health Plan DR)
*Only Name change*
","Wellcare MR ( Previously Meridian Health Plan MR)
* Only Name change*","Wellcare Health Plan (Previously Meridian Health Plan)
*Name change only*","Wellcare Health Plan MICHILD (Previously Meridian Health Plan MICHILD)
*Name change only*",Midwest Health Plan,Molina MR,Molina DR,Molina Marketplace,"Multiplan Primary 
Network - PHCS, PHCS Savility, HealthEOS Network
 715","Multiplan Complimentary 737
Multiplan, Value point
 737","Multiplan WC 54
Multiplan, Value Point
 617","Multiplan Auto 618
Multiplan, Value Point
 618",National Providers Network (NPN) 719,Preferred Hlth 750,Priority Health Choice,Priority Health Choice,Priority Health Choice MR,"Provider Network of America
Wrap/TPA",Three Rivers Hospital Network,Tricare East -Humana Government Business,Tricare East -Humana Government Business,"Total Healthcare Comm 319, Medicare Adv 727","Total Healthcare Comm 319, Medicare Adv 727",Total Healthcare DR 231,Total Healthcare DR 231,UHC Community Commercial 318,UHC Community MME 905,UHC Community MR 710,UHC Community MR 710,UHC Community DR 904,"VA Administration
(Not contracted)",VA Community Care Network (VA CCN)
DIRECT COOMBS,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
DRG SCRN QL CHROM,,,,300,,170,,,,,136,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,136,,,,,,,119,,,128,,,,,153,,,,,,,,,,,,102,,,119,,,,,136,136,136,100% LTAH PPS,,,,,,,,,,82,
DRUG SCREEN & ALCOHO,,,,300,,271,,,,,217,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,217,,,,,,,190,,,203,,,,,244,,,,,,,,,,,,163,,,190,,,,,217,217,217,100% LTAH PPS,,,,,,,,,,131,
DRUG SCREEN COLLECT,,,,300,,117.6,,,,,94,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,94,,,,,,,82,,,88,,,,,106,,,,,,,,,,,,71,,,82,,,,,94,94,94,100% LTAH PPS,,,,,,,,,,57,
DRUG SCREEN NO MRO,,,,300,,177.7,,,,,142,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,142,,,,,,,124,,,133,,,,,160,,,,,,,,,,,,107,,,124,,,,,142,142,142,100% LTAH PPS,,,,,,,,,,86,
DRUG SCREEN WITH MRO,,,,300,,253.1,,,,,202,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,202,,,,,,,177,,,190,,,,,228,,,,,,,,,,,,152,,,177,,,,,202,202,202,100% LTAH PPS,,,,,,,,,,122,
ELECTROLYTE PANEL,,,,300,,358,,,,,286,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,286,,,,,,,251,,,269,,,,,322,,,,,,,,,,,,215,,,251,,,,,286,286,286,100% LTAH PPS,,,,,,,,,,173,
BUN SEMI QUANTITATIV,,,,300,,20.45,,,,,16,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,16,,,,,,,14,,,15,,,,,18,,,,,,,,,,,,12,,,14,,,,,16,16,16,100% LTAH PPS,,,,,,,,,,10,
ELECTROPHORESIS,,,,300,,76.7,,,,,61,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,61,,,,,,,54,,,58,,,,,69,,,,,,,,,,,,46,,,54,,,,,61,61,61,100% LTAH PPS,,,,,,,,,,37,
EOSINOPHIL URINE,,,,300,,40.9,,,,,33,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,33,,,,,,,29,,,31,,,,,37,,,,,,,,,,,,25,,,29,,,,,33,33,33,100% LTAH PPS,,,,,,,,,,20,
EOSINPHILS SMR NASAL,,,,300,,153.45,,,,,123,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,123,,,,,,,107,,,115,,,,,138,,,,,,,,,,,,92,,,107,,,,,123,123,123,100% LTAH PPS,,,,,,,,,,74,
ERYTHROPOEIN QUEST T,,,,300,,98.45,,,,,79,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,79,,,,,,,69,,,74,,,,,89,,,,,,,,,,,,59,,,69,,,,,79,79,79,100% LTAH PPS,,,,,,,,,,48,
CREATININE BLOOD,,,,300,,29.4,,,,,24,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,24,,,,,,,21,,,22,,,,,26,,,,,,,,,,,,18,,,21,,,,,24,24,24,100% LTAH PPS,,,,,,,,,,14,
EYE CULTURE,,,,300,,113.75,,,,,91,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,91,,,,,,,80,,,85,,,,,102,,,,,,,,,,,,68,,,80,,,,,91,91,91,100% LTAH PPS,,,,,,,,,,55,
FACTOR V LUDEN,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
FACTOR XIII ANTIBODY,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
FCTR VIII,,,,300,,214.75,,,,,172,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,172,,,,,,,150,,,161,,,,,193,,,,,,,,,,,,129,,,150,,,,,172,172,172,100% LTAH PPS,,,,,,,,,,104,
FERRITIN LEVEL & HDL,,,,300,,301.75,,,,,241,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,241,,,,,,,211,,,226,,,,,272,,,,,,,,,,,,181,,,211,,,,,241,241,241,100% LTAH PPS,,,,,,,,,,146,
ELECTROLYTE PANEL,,,,300,,26.85,,,,,21,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,21,,,,,,,19,,,20,,,,,24,,,,,,,,,,,,16,,,19,,,,,21,21,21,100% LTAH PPS,,,,,,,,,,13,
FIBRIN D-DIMER QUANT,,,,300,,204.55,,,,,164,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,164,,,,,,,143,,,153,,,,,184,,,,,,,,,,,,123,,,143,,,,,164,164,164,100% LTAH PPS,,,,,,,,,,99,
FLUPHENAZINE,,,,300,,264.6,,,,,212,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,212,,,,,,,185,,,198,,,,,238,,,,,,,,,,,,159,,,185,,,,,212,212,212,100% LTAH PPS,,,,,,,,,,128,
PROTHROMBIN TIME,,,,300,,20.45,,,,,16,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,16,,,,,,,14,,,15,,,,,18,,,,,,,,,,,,12,,,14,,,,,16,16,16,100% LTAH PPS,,,,,,,,,,10,
FOLIC ACID SERUM (FO,,,,300,,92,,,,,74,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,74,,,,,,,64,,,69,,,,,83,,,,,,,,,,,,55,,,64,,,,,74,74,74,100% LTAH PPS,,,,,,,,,,44,
T3 FREE,,,,300,,319.6,,,,,256,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,256,,,,,,,224,,,240,,,,,288,,,,,,,,,,,,192,,,224,,,,,256,256,256,100% LTAH PPS,,,,,,,,,,154,
T4 FREE,,,,300,,466.55,,,,,373,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,373,,,,,,,327,,,350,,,,,420,,,,,,,,,,,,280,,,327,,,,,373,373,373,100% LTAH PPS,,,,,,,,,,225,
FSH,,,,300,,24.25,,,,,19,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,19,,,,,,,17,,,18,,,,,22,,,,,,,,,,,,15,,,17,,,,,19,19,19,100% LTAH PPS,,,,,,,,,,12,
FFP THAW EA UNIT,,,,300,,223.7,,,,,179,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,179,,,,,,,157,,,168,,,,,201,,,,,,,,,,,,134,,,157,,,,,179,179,179,100% LTAH PPS,,,,,,,,,,108,
FUNGAL CULTURE,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
FUNGUS OTH SOURCE EX,,,,300,,154.7,,,,,124,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,124,,,,,,,108,,,116,,,,,139,,,,,,,,,,,,93,,,108,,,,,124,124,124,100% LTAH PPS,,,,,,,,,,75,
FRESH FROZEN PLASMA,,,,300,,223.7,,,,,179,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,179,,,,,,,157,,,168,,,,,201,,,,,,,,,,,,134,,,157,,,,,179,179,179,100% LTAH PPS,,,,,,,,,,108,
GAMMA GLUTAMYLTRANSF,,,,300,,196.85,,,,,157,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,157,,,,,,,138,,,148,,,,,177,,,,,,,,,,,,118,,,138,,,,,157,157,157,100% LTAH PPS,,,,,,,,,,95,
GASTRIN,,,,300,,60.05,,,,,48,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,48,,,,,,,42,,,45,,,,,54,,,,,,,,,,,,36,,,42,,,,,48,48,48,100% LTAH PPS,,,,,,,,,,29,
GBM AB,,,,300,,162.35,,,,,130,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,130,,,,,,,114,,,122,,,,,146,,,,,,,,,,,,97,,,114,,,,,130,130,130,100% LTAH PPS,,,,,,,,,,78,
GENITAL CULTURE,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
GENTAMICIN,,,,300,,185.3,,,,,148,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,148,,,,,,,130,,,139,,,,,167,,,,,,,,,,,,111,,,130,,,,,148,148,148,100% LTAH PPS,,,,,,,,,,89,
GENTAMICIN TR/PK,,,,300,,154.7,,,,,124,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,124,,,,,,,108,,,116,,,,,139,,,,,,,,,,,,93,,,108,,,,,124,124,124,100% LTAH PPS,,,,,,,,,,75,
GIAVOLIA A6,,,,300,,83.05,,,,,66,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,66,,,,,,,58,,,62,,,,,75,,,,,,,,,,,,50,,,58,,,,,66,66,66,100% LTAH PPS,,,,,,,,,,40,
GLUCOSE QUAN FASTING,,,,300,,92,,,,,74,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,74,,,,,,,64,,,69,,,,,83,,,,,,,,,,,,55,,,64,,,,,74,74,74,100% LTAH PPS,,,,,,,,,,44,
GLUCOSE BLOOD REAGEN,,,,300,,76.7,,,,,61,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,61,,,,,,,54,,,58,,,,,69,,,,,,,,,,,,46,,,54,,,,,61,61,61,100% LTAH PPS,,,,,,,,,,37,
GLUCOSE TOLERANCE TS,,,,300,,5.1,,,,,4,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,4,,,,,,,4,,,4,,,,,5,,,,,,,,,,,,3,,,4,,,,,4,4,4,100% LTAH PPS,,,,,,,,,,2,
GLUCOSE QUAN FASTING,,,,300,,92,,,,,74,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,74,,,,,,,64,,,69,,,,,83,,,,,,,,,,,,55,,,64,,,,,74,74,74,100% LTAH PPS,,,,,,,,,,44,
GLYCOHEMOGLOBIN HGBA,,,,300,,214.75,,,,,172,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,172,,,,,,,150,,,161,,,,,193,,,,,,,,,,,,129,,,150,,,,,172,172,172,100% LTAH PPS,,,,,,,,,,104,
"GONADOTROPIN, CHORIO",,,,300,,121.45,,,,,97,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,97,,,,,,,85,,,91,,,,,109,,,,,,,,,,,,73,,,85,,,,,97,97,97,100% LTAH PPS,,,,,,,,,,59,
GRAM/GIESM SMEAR,,,,300,,103.55,,,,,83,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,83,,,,,,,72,,,78,,,,,93,,,,,,,,,,,,62,,,72,,,,,83,83,83,100% LTAH PPS,,,,,,,,,,50,
GROWTH HORMONE,,,,300,,145.75,,,,,117,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,117,,,,,,,102,,,109,,,,,131,,,,,,,,,,,,87,,,102,,,,,117,117,117,100% LTAH PPS,,,,,,,,,,70,
GTT-ADDTL BEYOND 3 S,,,,300,,40.9,,,,,33,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,33,,,,,,,29,,,31,,,,,37,,,,,,,,,,,,25,,,29,,,,,33,33,33,100% LTAH PPS,,,,,,,,,,20,
H PYLORI SCREEN (TIS,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
H PYLORI AB IGG,,,,300,,40.9,,,,,33,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,33,,,,,,,29,,,31,,,,,37,,,,,,,,,,,,25,,,29,,,,,33,33,33,100% LTAH PPS,,,,,,,,,,20,
HANDLING FEE,,,,300,,95.8,,,,,77,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,77,,,,,,,67,,,72,,,,,86,,,,,,,,,,,,57,,,67,,,,,77,77,77,100% LTAH PPS,,,,,,,,,,46,
HAPTOGLOBIN SERUM,,,,300,,283.8,,,,,227,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,227,,,,,,,199,,,213,,,,,255,,,,,,,,,,,,170,,,199,,,,,227,227,227,100% LTAH PPS,,,,,,,,,,137,
HAV AB IGM,,,,300,,352.8,,,,,282,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,282,,,,,,,247,,,265,,,,,318,,,,,,,,,,,,212,,,247,,,,,282,282,282,100% LTAH PPS,,,,,,,,,,170,
HAV AB TOTAL,,,,300,,352.8,,,,,282,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,282,,,,,,,247,,,265,,,,,318,,,,,,,,,,,,212,,,247,,,,,282,282,282,100% LTAH PPS,,,,,,,,,,170,
HEMATOCRIT,,,,300,,181.5,,,,,145,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,145,,,,,,,127,,,136,,,,,163,,,,,,,,,,,,109,,,127,,,,,145,145,145,100% LTAH PPS,,,,,,,,,,88,
HEMOGLOBIN,,,,300,,181.5,,,,,145,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,145,,,,,,,127,,,136,,,,,163,,,,,,,,,,,,109,,,127,,,,,145,145,145,100% LTAH PPS,,,,,,,,,,88,
HEMOGRAM,,,,300,,69,,,,,55,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,55,,,,,,,48,,,52,,,,,62,,,,,,,,,,,,41,,,48,,,,,55,55,55,100% LTAH PPS,,,,,,,,,,33,
HEP B CORE AB IGM,,,,300,,253.1,,,,,202,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,202,,,,,,,177,,,190,,,,,228,,,,,,,,,,,,152,,,177,,,,,202,202,202,100% LTAH PPS,,,,,,,,,,122,
HEP B SURFACE AB,,,,300,,181.5,,,,,145,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,145,,,,,,,127,,,136,,,,,163,,,,,,,,,,,,109,,,127,,,,,145,145,145,100% LTAH PPS,,,,,,,,,,88,
HEP A TITRE,,,,300,,613.65,,,,,491,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,491,,,,,,,430,,,460,,,,,552,,,,,,,,,,,,368,,,430,,,,,491,491,491,100% LTAH PPS,,,,,,,,,,296,
HEPARIN APTT ACL,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
HEPATIC FUNCTION PAN,,,,300,,464.05,,,,,371,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,371,,,,,,,325,,,348,,,,,418,,,,,,,,,,,,278,,,325,,,,,371,371,371,100% LTAH PPS,,,,,,,,,,224,
HEPATITIS PANEL,,,,300,,1015.1,,,,,812,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,812,,,,,,,711,,,761,,,,,914,,,,,,,,,,,,609,,,711,,,,,812,812,812,100% LTAH PPS,,,,,,,,,,490,
HEP B TITRE,,,,300,,299.15,,,,,239,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,239,,,,,,,209,,,224,,,,,269,,,,,,,,,,,,179,,,209,,,,,239,239,239,100% LTAH PPS,,,,,,,,,,144,
HEPATITIS B SURFACE,,,,300,,230.05,,,,,184,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,184,,,,,,,161,,,173,,,,,207,,,,,,,,,,,,138,,,161,,,,,184,184,184,100% LTAH PPS,,,,,,,,,,111,
HEPATITIS C DIRECT P,,,,300,,69,,,,,55,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,55,,,,,,,48,,,52,,,,,62,,,,,,,,,,,,41,,,48,,,,,55,55,55,100% LTAH PPS,,,,,,,,,,33,
HEPATITIS DIAGNOTIC,,,,300,,652,,,,,522,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,522,,,,,,,456,,,489,,,,,587,,,,,,,,,,,,391,,,456,,,,,522,522,522,100% LTAH PPS,,,,,,,,,,315,
HEPATITIS A AB TOTAL,,,,300,,239.1,,,,,191,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,191,,,,,,,167,,,179,,,,,215,,,,,,,,,,,,143,,,167,,,,,191,191,191,100% LTAH PPS,,,,,,,,,,115,
HEPATITIS-B CORE ANT,,,,300,,255.7,,,,,205,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,205,,,,,,,179,,,192,,,,,230,,,,,,,,,,,,153,,,179,,,,,205,205,205,100% LTAH PPS,,,,,,,,,,124,
HEXAGONAL PHASE NEUT,,,,300,,189.25,,,,,151,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,151,,,,,,,132,,,142,,,,,170,,,,,,,,,,,,114,,,132,,,,,151,151,151,100% LTAH PPS,,,,,,,,,,91,
HGB A1C BY HPLC,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
ANTINEU CYTOPLAS AB,,,,300,,154.7,,,,,124,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,124,,,,,,,108,,,116,,,,,139,,,,,,,,,,,,93,,,108,,,,,124,124,124,100% LTAH PPS,,,,,,,,,,75,
ANTIGLOMER BM AB QN,,,,300,,163.6,,,,,131,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,131,,,,,,,115,,,123,,,,,147,,,,,,,,,,,,98,,,115,,,,,131,131,131,100% LTAH PPS,,,,,,,,,,79,
HISTOPLASMA ANTIGEN,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
HIV 1 ANTIBODY,,,,300,,195.6,,,,,156,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,156,,,,,,,137,,,147,,,,,176,,,,,,,,,,,,117,,,137,,,,,156,156,156,100% LTAH PPS,,,,,,,,,,94,
HIV WESTERN BLOT,,,,300,,407.75,,,,,326,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,326,,,,,,,285,,,306,,,,,367,,,,,,,,,,,,245,,,285,,,,,326,326,326,100% LTAH PPS,,,,,,,,,,197,
HIV ANTIBODY,,,,300,,389.85,,,,,312,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,312,,,,,,,273,,,292,,,,,351,,,,,,,,,,,,234,,,273,,,,,312,312,312,100% LTAH PPS,,,,,,,,,,188,
HIV GENO TYPE,,,,300,,1700.25,,,,,"1,360",,100% Medicare DRG,,100% Medicare DRG,,,,,,,,,,,"1,360",,,,,,,"1,190",,,"1,275",,,,,"1,530",,,,,,,,,,,,"1,020",,,"1,190",,,,,"1,360","1,360","1,360",100% LTAH PPS,,,,,,,,,,821,
HIV RAPID,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
HIV VIRAL LOAD,,,,300,,235.25,,,,,188,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,188,,,,,,,165,,,176,,,,,212,,,,,,,,,,,,141,,,165,,,,,188,188,188,100% LTAH PPS,,,,,,,,,,114,
ANTIOTENSIN CONV ENZ,,,,300,,149.55,,,,,120,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,120,,,,,,,105,,,112,,,,,135,,,,,,,,,,,,90,,,105,,,,,120,120,120,100% LTAH PPS,,,,,,,,,,72,
HEPARIN INDUC ANTIBO,,,,300,,184.1,,,,,147,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,147,,,,,,,129,,,138,,,,,166,,,,,,,,,,,,110,,,129,,,,,147,147,147,100% LTAH PPS,,,,,,,,,,89,
HOMOCYSTINE,,,,300,,145.75,,,,,117,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,117,,,,,,,102,,,109,,,,,131,,,,,,,,,,,,87,,,102,,,,,117,117,117,100% LTAH PPS,,,,,,,,,,70,
HSV 2 AB IGG,,,,300,,43.5,,,,,35,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,35,,,,,,,30,,,33,,,,,39,,,,,,,,,,,,26,,,30,,,,,35,35,35,100% LTAH PPS,,,,,,,,,,21,
HSV AB,,,,300,,94.6,,,,,76,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,76,,,,,,,66,,,71,,,,,85,,,,,,,,,,,,57,,,66,,,,,76,76,76,100% LTAH PPS,,,,,,,,,,46,
HYPOTHYROID PANEL,,,,300,,134.2,,,,,107,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,107,,,,,,,94,,,101,,,,,121,,,,,,,,,,,,81,,,94,,,,,107,107,107,100% LTAH PPS,,,,,,,,,,65,
IGE,,,,300,,24.25,,,,,19,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,19,,,,,,,17,,,18,,,,,22,,,,,,,,,,,,15,,,17,,,,,19,19,19,100% LTAH PPS,,,,,,,,,,12,
IMMUNOGLOBULIN SUBCL,,,,300,,0,,,,, -   ,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,, -   ,,,,,,, -   ,,, -   ,,,,, -   ,,,,,,,,,,,, -   ,,, -   ,,,,, -   , -   , -   ,100% LTAH PPS,,,,,,,,,, -   ,
IMMUNOASSAY,,,,300,,78,,,,,62,,100% Medicare DRG,Inc in Per Diem,100% Medicare DRG,,,,,,,,,,,62,,,,,,,55,,,59,,,,,70,,,,,,,,,,,,47,,,55,,,,,62,62,62,100% LTAH PPS,,,,,,,,,,38,
