name,business_type,state_registered,street_physical
AANDC TRUCKING LLC,LLC,MS,762 THIRD STREET NORTH
NEW HORIZON LLC,LLC,MS,611 O'KEEFE AVE.
SHEARS TRANSPORT LLC,LLC,MS,1168 JOHN WARREN RD
P BETHELS HOME REPAIRS LLC,LLC,MS,23601 OLD BILOXI RD
"NORTHGATE ,INC.",CORPORATION,MS,1227 BENNETT CV
SHIOR KINKS AND KROWNS L.L.C.,LLC,MS,122 STERLING OAK DR
"RENEWED, LLC",LLC,MS,120 ANDOVER DR
WARE APPLIANCE SOLUTIONS LLC,LLC,MS,691 PARCHMAN RD 12
MINDA B RAYBOURN CPA LLC,LLC,LA,820 11TH AVE
WELL DONE WIRELESS REPAIR LLC,LLC,MS,6644 GARY ROAD
"BIG CAT ENTERTAINMENT, LLC",LLC,MS,980 WILSON CHAPEL RD
"AMERICAN STRIPES, LLC",LLC,MS,2575 SUMMIT DR
BROADWAY ENTERTAINMENT CENTER CORP.,CORPORATION,MS,608 WEST BROADWAY
DAINTY DANZ COUTURE LLC,LLC,MS,104 TOLLESON COVE
"BRASS, LLC",LLC,MS,1102 20TH ST S STE A
"FUJIMO HOLDING COMPANY, LLC",LLC,MS,103 NORTH LAMAR
"T AND G EMBROIDERY, LLC.",LLC,MS,278 COUNTY ROAD 4811
"ANYWHERE AUTO WASH & DETAILING, LLC",LLC,MS,19532 MORRIS POND ROAD
SIMPLE TRUCKING LOGISTICS LIMITED LIABILITY COMPANY,LLC,MS,3630 RAINEY RD APT #74
JOG TRANSPORT LLC,LLC,MS,5016 OLD VINTON ROAD
"M. DON WILLIAMS, P.E., PLLC",LLC,MS,516 NORTH FILLMORE STREET
"C FISHER PROPERTIES, LLC",LLC,MS,4447 HUNTERS CROSSING CIRCLE
MASTER LINGO INSTITUTE LLC,LLC,MS,247 SUNDANCE CIRCLE
MASTER ACCESS SOLUTIONS LLC,LLC,MS,247 SUNDANCE CIRCLE
"CREATIVE AND CURIOUS, LLC.",LLC,MS,110 WEST MILL RD.
SOUTHERN CHARM REALTY GROUP LLC,LLC,MS,4376 DAVALL CIRCLE
"OLE MAGNOLIA CONTRACTING, LLC",LLC,MS,46 GARNER ROAD
FIRST UP ONLINE LLC,LLC,MS,2120 WRIGHT ROAD
AND FIREFLIES LLC,LLC,MS,340 FRUITLAND PARK ROAD
"LEVEE STREET WAREHOUSE, LLC",LLC,MS,5207 HALLS FERRY RD
S & I ENTERPRISES LLC,LLC,MS,103 BRIGHAM GLEN
"SOUTHEASTERN ENVIRONMENTAL, LLC",LLC,MS,602 BELLE OAK
"MSE HOSPITALITY HOLDINGS, INC.",CORPORATION,GA,225A FORREST AVE.
"MORALES PROPERTIES, LLC",LLC,MS,1194 HWY 487 E
"IDW LOGISTICS, LLC",LLC,MS,6080 DEVON CIRCLE
"FRONTLINE FENCING, LLC.",LLC,MS,3343 HWY. 29N
"EMERGING SOCIAL WORK LEADERS, LLC",LLC,MS,5669 GETWELL RD BLDG E SUITE 3
PERFECTLY BALANCED BOOKKEEPING LLC,LLC,MS,6868 VAIDEN ROAD
STRICKLAND VENTURES LLC,LLC,MS,6816 NORTH HAMILTON CIRCLE
PURPLE TIGER LLC,LLC,MS,100 JAMES E CHANEY DRIVE
"SOFT TOUCH, LLC",LLC,MS,374 HENDERSON AVENUE
BELL BROTHERS RESTAURANTS LLC,LLC,MS,412 SHORT 7TH AVE
RICHAVENUE L.L.C.,LLC,MS,591 NEAL DRIVE
MCDEVITT TECHNOLOGY HOLDINGS LLC,LLC,MS,512 EASTLAKE FOREST DRIVE
MOORE LOGISTICS LLC,LLC,MS,201 GLENHAVEN CIRCLE
JALARAM HOSPITALITY PROPERTIES LLC,LLC,MS,1000 US-90 BAY
"SIKMA ODDS N ENDS, LLC",LLC,MS,8802 HWY 32
THE WELLNESS CENTER II LLC,LLC,MS,1727 6TH ST
CIRCELLO SNACKS LLC,LLC,MS,1873 BRASHER RD
C.A.B. LOGISTICS LLC,LLC,MS,9975 PLANTATION RIDGE DR
THE LADY IN ME LLC,LLC,MS,112 FOXTON DR.
"HEARTSTRINGS PHARMACY & CONSULTING, LLC",LLC,MS,4722 PLEASANT BREEZE DR
PRIME LEASING LLC,LLC,MS,60145 FOWLKES ROAD
"AT HOME ADULT DAY CARE CENTER, INC",CORPORATION,MS,306 CHURCH STREET
"YAZOO CLINICAL RESEARCH, PLLC",LLC,MS,805 EAST 15TH STREET
"THE SPA YAZOO, MEDICAL SPA & LASER CENTER, PLLC",LLC,MS,805 EAST 15TH STREET
H G HOLDINGS LLC,LLC,MS,414 NORMAN CIRCLE
"MATT MORGAN CONSTRUCTION, LLC",LLC,MS,101 WINCHESTER COVE
BENSONS DETAILING LLC,LLC,MS,30018 SWAN DRIVE
"SESSOMS THERAPEUTIC COUNSELING AND CONSULTING SERVICES, LLC",LLC,MS,126 WOODBURN WAY
SOUTHERLAND ENTERPRISES INC,CORPORATION,MS,364 BUCKATUNNA MOUNT ZION RD
NESSELRODTE RANCH LLC,LLC,MS,402 GODS COUNTRY LN
"TRANZPARENT MUSIC, LLC",LLC,MS,+13987 THORTON HILL DRIVE
"KETRICE KEYS ENTERPRISES, LLC",LLC,MS,504 GEORGE DEEN RD
ALLEN TRANSPORTATION LLC,LLC,MS,235 ELERBEE ST
"CHARMING CHANDLER, LLC",LLC,MS,4300 SEARLE AVENUE
"XPRESSIONS ARTWORK & MAKEUP, LLC",LLC,MS,1180 BOLTON LOOP
SASSY MAGNOLIA LLC,LLC,MS,18 BRICKWOOD
"MISSISSIPPI GULF SEAFOOD CONNECTION HOLDINGS, LLC",LLC,MS,7037 ROLLING GREEN DRIVE
HAMILTON CONSTRUCTION LLC,LLC,MS,215 DUBLIN CT
"BOARDTOWN HOLDINGS, LLC",LLC,MS,624 WENDOVER WAY
"ELITE TAX SERVICES, LLC",LLC,MS,3064 A BIENVILLE BLVD
"RICH TRANSPORT, LLC",LLC,MS,307 RAILROAD ST
OLAIVAR BUILDERS LLC,LLC,MS,2 TOWER PLZ
P & A PROPERTIES LLC,LLC,MS,607 GARFIELD ST.
MARLER LLC,LLC,MS,1109 NOTTINGHAM ROAD
SMW PROPERTIES LLC OXFORD,LLC,MI,25575 BREST RD
BLUE THREAD PROJECT LLC,LLC,MS,541 ROCK SPRINGS DR
JGEARY COMPANY LLC,LLC,MS,1457 HIGHLAND PARK DRIVE
"THE FOCUSED ADVANTAGE, LLC",LLC,MS,60339 COTTON GIN PORT ROAD
SOUTHWICKHVAC LLC,LLC,MS,463 HODGES DR
PAVO SALON STUDIO LLC,LLC,MS,213 TRACE CIRCLE
"DEEP SOUTH CYCLES, LLC",LLC,MS,2006 SOUTH 28TH AVE EXT
KUDZU KIKO'S RANCH LLC,LLC,MS,7903 POPE WATER VALLEY RD
"KIDS KAMPUS CA, LLC",LLC,MS,12 INDIAN RIDGE
"MARTIN LAWN CARE, LLC",LLC,MS,1360 N BAYOU RD
AJC INVESTMENTS LLC,LLC,MS,20 CROSSWOODS ROAD
"FLY SOUTH, LLC",LLC,MS,2160 E. PASS RD
"TKA OF MS, LLC",LLC,MS,209 SANTINI STREET
"OLIVER AGRI PUBLISHING, LLC",LLC,MS,3187 ROBERTSON GIN
"K & C BUILDINGS, LLC",LLC,MS,4378 HWY 371 SOUTH
SUTTON USED AUTO LLC,LLC,MS,619 KINGWOOD CIRCLE
ROGERS ROD WORX LLC,LLC,MS,557 PONTOTOC COUNTY INDUSTRIAL PRKWY
MILESTONES LLC,LLC,MS,308 EASTERBROOK STREET
"AERODITE, INC",CORPORATION,MS,3709 W MAIN ST
"GENESIS BANCORP, INC.",CORPORATION,MS,202 MAIN STREET
STEVE'S ELECTRIC L.L.C.,LLC,AR,830 GREENE RD 609
"MAG-MS HOLDINGS, LLC",LLC,MS,425 W CAPITOL STE 3600
"LEXIEPAIGE, LLC",LLC,MS,9817 ALA MOANA ST
"THE COOK & BOARDMAN GROUP, LLC",LLC,DE,3064 SALEM INDUSTRIAL DR
NICK'S PRODUCTS COMPANY LLC,LLC,MS,1020 N. GLOSTER #129
"PARKER SALES CONSULTING, LLC",LLC,MS,145 PHILLIPS 304 
MRS. CINDI LLC,LLC,MS,125 J A WES DRIVE
"THOMAS & THOMAS PROPERTIES, LLC",LLC,MS,204 TULANE
"PROSPEROUS FOUNDATION PROPERTIES, LLC",LLC,MS,6071 WONDER DRIVE
"HD CONSTRUCTION AND REMODELING, LLC",LLC,MS,108 ASHBROOKE BLVD
SHAM FAM LAWNCARE LLC,LLC,MS,2504 PROMENADE BLVD
MCDOWELL QUICK MART LLC,LLC,MS,943 W MCDOWELL RD
RUMBLE IN THE SOUTH LLC,LLC,MS,124 ASPEN DRIVE
"FOLLOWING SEAS CONSULTING, LLC",LLC,MS,5432 KAIKI DR
RUSTY NAIL HANDYMAN SERVICES LLC,LLC,MS,14781 N SWAN RD
MELISSA MOORE LLC,LLC,MS,14781 N SWAN RD
IMPROMPTU SOLUTION LLC,LLC,MS,860 GORDON LANE
"GREG HARRIS ROOFING & REMODELING, INC.",CORPORATION,MS,3869 LAURETT COVE
1 GLOBAL TRANSPORT SERVICES LLC,LLC,MS,5361 WYNNDYKE CIRCLE
DJ LOGGING LLC,LLC,MS,1466 MISSION HILL RD
"STILLWATER LEASING, LLC",LLC,MT,6844 S. FRONTAGE RD.
"NOW OPTICS, LLC",LLC,FL,3801 S. CONGRESS AVE.
"HUNTER REAL ESTATE, LLC",LLC,MS,107 HONOURS DR.
"NATCHEZ TRACE CABIN RETREAT, LLC",LLC,MS,107 HONOURS DR.
"SCTAGT, LLC",LLC,MS,1025 MAGNOLIA WOOD AVE
"EBENEZER PLACE RE, LLC",LLC,MS,107 HONOURS DR
"BLACKMOOR HOLDINGS, LLC",LLC,MS,220 W JACKSON ST
FIT FAITH INC.,CORPORATION,MS,2340 ANSLEY PARK LN
"IG&SC PROPERTIES, LLC",LLC,MS,1020 N. GLOSTER ST.
KGROUPPLUS LLC,LLC,MS,945 FINLEY ST
"STARITA PROPERTIES 1, LLC",LLC,MS,501 JEFF DAVIS AVENUE
G & C LAWN SERVICE LLC,LLC,MS,102 LAUDERDALE LANE
A M JANITORIAL & LAWN SERVICES LLC,LLC,MS,132 MAIN AVENUE #126
BEAUTY ENVY LLC,LLC,MS,270 TRACE COLONY PARK DR SUITE B
INTEGRA STAFFING LLC,LLC,MS,1036 RANCE DRIVE NE
BOONEVILLE BOUNTY'S LLC,LLC,MS,1057 BARNES AVE
"CHICKASAW PROPERTY INVESTMENTS, LLC",LLC,MS,213 W DEPOT
707 RECORDS LLC,LLC,MS,427 EAST GAYWOOD STREET
JF AUTO LLC,LLC,MS,1012 S MAIN ST
LIFE IS THE ARTS STUDIOS LLC,LLC,MS,18370 TY VALLEY DR
"L&L TREE FARM, LLC",LLC,MS,2253 BELLINGRATH ROAD
"PARADIGM CONSTRUCTION & RENOVATION, LLC",LLC,MS,125 REDWOOD RD
"HAPPY HOUNDS, LLC",LLC,MS,73 OTIS LEE ROAD
"THE BALLARD AGENCY, INC.",CORPORATION,WA,917 KIRKLAND AVE
"BAILEY SUPER SELLERS, LLC",LLC,MS,103 REVELATION RIDGE
2DELISH PROPERTIES LLC,LLC,MS,130 W PALM LN
"REDWIRE, LLC",LLC,TN,3404 TRANQUIL WOODS COVE
PIXELS & PIZZA LLC,LLC,MS,994 TULANE RD S
"TANGERY INVESTMENTS, LLC",LLC,MS,7945 ASHLEY DR
"TRC FIELD SERVICES, INC.",CORPORATION,DE,21 GRIFFIN ROAD NORTH
FC CONTRACTOR LLC,LLC,TN,11050 LATTING RD
MMK LLC,LLC,MS,111 BRINSTON RD
"BLASSINGAME & ASSOCIATES ""LLC""",LLC,MS,2003 OLD ABERDEEN
TM OWEN PROPERTIES LLC,LLC,MS,417 STONEWATER COVE
SAAR ENTERPRISES LLC,LLC,MS,119 QUAIL RUN DRIVE
"PIN OAK PLANTATION, LLC",LLC,MS,1326 OLIVE STREET
CHLOE CAKES & TREATS LLC,LLC,MS,2305 BROADMOOR DRIVE
HL&C-ROSELAND PARK LLC,LLC,MS,70 MAGNOLIA RIDGE LANE
HL&C-PONDERSOSA LLC,LLC,MS,70 MAGNOLIA RIDGE LANE
HL&C-LAKEWOOD LLC,LLC,MS,70 MAGNOLIA RIDGE LANE
HL&C-LAKE HILLSDALE COMMERCIAL LLC,LLC,MS,70 MAGNOLIA RIDGE LANE
HL&C-JACKSON LANDING LLC,LLC,MS,70 MAGNOLIA RIDGE LANE
HL&C-EASTSIDE LLC,LLC,MS,70 MAGNOLIA RIDGE LANE
"HL&C-GOODYEAR BLVD, LLC",LLC,MS,70 MAGNOLIA RIDGE LANE
"HL&C-LIL GOODYEAR, LLC",LLC,MS,70 MAGNOLIA RIDGE LANE
"GARFIELD RENTALS, LLC",LLC,MS,93 HWY 328
PEDZINSKI HOME FURNISHINGS,PARTNERSHIP,MS,19385 WALLACE WAY
"THE WAREHOUSE EATERY, LLC",LLC,MS,432 HWY 49 SOUTH
JREAM TRUCKING LLC,LLC,MS,829 EAGLES NEST DR
"PSYCH RAT, LLC",LLC,MS,1 EFFIE CIRCLE APT 1
"DUNAWAY WILLIAMS ARCHITECTS, PLLC",LLC,MS,176 RIVER PARK DR
PRAMENADE LLC,LLC,MS,270 TRACE COLONY PARK DRIVE
"JTR GROUP, LLC",LLC,MS,11504 HILLCREST RD
"GS ENTERPRISE, LLC",LLC,MS,1668 SIMPSON HIGHWAY 149
KELLEY DESIGNS LLC,LLC,MS,7801 JOE FOUNTAIN RD
EXISTENTIAL PROPERTIES LLC,LLC,MS,4131 RIDGEWAY DRIVE
HARMAN INVESTMENTS LLC,LLC,MS,109 FIELDCREST PL
"LUXURY FLIPS MISSISSIPPI, LLC.",LLC,MS,1920 BELLEWOOD RD
JACARO INC.,CORPORATION,MS,102 PINE COVE LANE
"901 INVESTMENTS, LLC",LLC,MS,1602 STONEHEDGE DR
"SERGEANT'S PEST & TERMITE CONTROL, LLC",LLC,MS,704 N. GLOSTER SUITE 2A
T&E TAX SERVICES LLC,LLC,MS,5211 SOUTH LAKE DRIVE
"DBHL, LLC",LLC,MS,108 NOBLE DRIVE
"ROBERTS OCEAN SPRINGS INVESTMENTS, L.L.C.",LLC,MS,8641 UNITED PLAZA BLVD STE 200
GOOD LOOKS AND CHARM INC,CORPORATION,LA,5 BEVERLY GARDEN DRIVE
CANTON M PROPERTY LLC,LLC,MS,238 MIMOSA DR
JACKSON M PROPERTY LLC,LLC,MS,238 MIMOSA DR
GATEWAY PEGASUS LLC,LLC,MS,941 CALHOUN AVENUE
"EXPRESS YOURSELF, LLC",LLC,MS,3147 J R LYNCH ST
SPECTRA BROADBAND INC,CORPORATION,UT,625 25TH STREET
"HERBCO ASSET MANAGEMENT, LLC",LLC,MS,190 EAST CAPITOL ST.
PRESTIGE SHREDS FITNESS LLC,LLC,MS,20 WILDFLOWER BLVD
HALYARD GROUP LLC,LLC,MS,428 WEST COURT STREET
SK CONSULTING LLC,LLC,MS,4662 BALTERSON LOOP S
BREITHAUPT PROPERTIES LLC,LLC,MS,36 EDGEWARE ST
REFLECTIONS OF THE SON LLC,LLC,MS,36 LOIS LN
"EMPRESS HEADQUARTERS, LLC",LLC,MS,104 MEADOWCREEK DRIVE
"RIPROCK MEDIA AND ENTERTAINMENT, LLC",LLC,MS,37 LAMPLIGHTER RD
MCCLATRWEN L.L.C.,LLC,MS,10082 HALE QUARTERS RD
"ROSENBLATT REALTY SERVICES, LLC",LLC,MS,850 INSIGHT PARK AVE. STE 131
MAGNOLIA ELECTRIC AND CONSTRUCTION LLC,LLC,MS,1116 MONTICELLO ST NE
RANDALL THERAPY AND WELLNESS LLC,LLC,MS,5080 LONGBOW DRIVE
ZOOM SENIOR CONCIERGE AND TAXI SERVICE L.L.C.,LLC,MS,2422 26TH ST
"C & M PROPERTY, LLC",LLC,MS,1809 HARVARD AVE
"BRITTLAND SALES, LLC",LLC,MS,162 ROLLING ACRES DRIVE
4 YOU 2 SEE LLC,LLC,MS,111 FERN VALLEY RD
STARSPHERE LLC,LLC,MS,3223 BUCKBOARD DR
DIRECT ELECTS LLC,LLC,MS,38A CANNON ROAD
"TURNER INVESTMENT ENTERPRISES, LLC",LLC,MS,6986 DAKOTA CIR S
HOUSE 2 HOME INSPECTOR LLC,LLC,MS,418 STONEYBROOK DR
HOUSE PROPERTY GROUP LLC,LLC,MS,1520 JULIAN ST
"KIJORA GEAR, LLC",LLC,MS,233 LEWIS STREET
"BOSS PET PRODUCTS, INC.",CORPORATION,DE,1221 PAGE ST
"SAFEWORK SOLUTIONS, LLC",LLC,MS,170 DALTON COVE
COASTAL RENOVATIONS LLC,LLC,MS,4 CUMMING LN
"U.S. INSPECTION & NDT, LLC",LLC,PA,111 SCHOOL STREET
"IEC GROUP, INC.",CORPORATION,ID,2888 W. EXCURSION LANE
"EXPRESS TEACHING AND FINANCIAL CONSULTANT, LLC.",LLC,MS,1060 EAST COUNTY LINE ROAD SUITE 3A-208
"DESIGN RETREATZ, LLC",LLC,MS,1862 GRACIE ROAD
SOUTHWEST DEVELOPMENTS LLC,LLC,MS,109 SOUTHERN RIDGE DRIVE
PRW PLLC,LLC,MS,410 SOUTH PRESIDENT STREET
"CHANCE SERVICES, LLC",LLC,MS,4 APALACHEE
AUTO SPORTS OF MISSISSIPPI LLC,LLC,MS,3553 PONTCHATRAIN DR
"EASTMAN GROUP CONSULTING, LLC",LLC,MS,643 TUCKER XING
TAXX TIME INC,CORPORATION,MS,1725 MAIN ST
ROSE HOMES AND LAND LLC,LLC,MS,116 CALVIN PURVIS RD
"BK MEDICAL HOLDING COMPANY, INC.",CORPORATION,DE,8 CENTENNIAL DRIVE
SWANK RENTAL LLC,LLC,MS,2428 CULLEYWOOD DRIVE
FAMILY FIRST TRUCKING LLC,LLC,MS,100 CYPRESS BEND BLVD.
"MDBOND, LLC",LLC,MS,13035 ROCKY MOUNTAIN DRIVE
"JY REAL ESTATE SERVICES, LLC",LLC,MS,4136 WOODVALE STREET
"MOSLEY REMOVAL SERVICE, LLC",LLC,MS,3585 BANKS DR
MILLS MFG LLC,LLC,MS,4173 HWY 9 SOUTH
"AGENCY HERO INSURANCE SERVICES, LLC",LLC,DE,555 SANCHEZ ST
"REUNION HEALTH SERVICES, LLC",LLC,MS,576 HIGHLAND COLONY PKWY; STE 210
"RODDY BRIDGES, LLC",LLC,MS,137 NAPA VALLEY CIR
"COZY ANTLER, LLC",LLC,MS,195 BELLEGROVE CIRCLE
N'SPIRED AFROCISE L.L.C.,LLC,MS,1403 WILLOW BEND DRIVE
LE VECKE CORPORATION,CORPORATION,CA,10810 INLAND AVE
"WHITTEN FARM, LLC",LLC,MS,4988 ROBERTSON GIN RD
BROWN WATER LLC,LLC,MS,14028 E PARKER RD.
"DESOTO ONE, LLC",LLC,MS,1761 DANCY BLVD
"SOEXQUISITSALONBOUTIQUE ""LLC""",LLC,MS,430 BOUNDS STREET SUITE O
"PINE BELT PARTY JUMPS, LLC",LLC,MS,24 PECAN GROVE RD
SOUTHERN HILL'S CONSTRUCTION LLC,LLC,MS,14420 PARKER ROAD
"DUCK HILL RANCH CROSSING GUIDE SERVICES, LLC",LLC,MS,1042 DUCK HILL RANCH RD
BRAD'S SERVICE CENTER LLC,LLC,MS,104 NORTH STREET
"CLOUD VAPE, LLC",LLC,MS,1567 N JERRY CLOWER BLVD
"TURNER LOGISTIC ENTERPRISES, LLC",LLC,MS,6986 DAKOTA CIR S
"LYLB INVESTMENTS, LLC",LLC,MS,113 DANA ROAD
MARTEA DESIGN COMPANY LLC,LLC,MS,307 EAST CHURCH STREET
MERIDETH PROPERTIES LLC,LLC,MS,1100 STAR RD
"GRANDVIEW NUTRITION, LLC",LLC,MS,506 OLD RICE RD
TRIPADVISOR LLC,LLC,DE,400 1ST AVE
"HSC WIGGINS, LLC",LLC,AL,805 TRIONE STREET
DENSFORD LL LLC,LLC,MS,1015 WOODBRIDGE DRIVE
"BNR & ASSOCIATES, LLC",LLC,MS,67 LAMAR RD.
"STAR TAX SERVICE, LLC",LLC,MS,176 SUNLIGHT CHURCH ROAD
CLAYTON WILSON TRUCKING LLC,LLC,MS,2550 GRANGE HALL RD
"MERIDIAN DEVELOPMENTS, LLC",LLC,MS,2330 UNIVERSITY AVENUE
THE VITAMIN CEA LLC,LLC,MS,1908 PRINCE GEORGE DRIVE
"MERIDIAN DEV MM, LLC",LLC,MS,2330 UNIVERSITY AVENUE
"GREENWOOD DEV MM, LLC",LLC,MS,2330 UNIVERSITY AVENUE
"SANDHILL 2019 MM, LLC",LLC,MS,2330 UNIVERSITY AVENUE
"THE LITTLE EASY BISTRO ON THE RIVER, LLC",LLC,MS,513 STATE STREET
PORTOBELLO REAL ESTATE LLC,LLC,MS,114 CEDAR RIDGE DRIVE
SOUTHERN IRRIGATION LLC,LLC,MS,1168 BALDWYN RD
"LINCOLN LEGACY HOLDINGS, LLC",LLC,MS,760 SIDNEY TRAIL SE
"CHICKENHAWK LINCOLN, LLC",LLC,MS,760 SIDNEY TRAIL SE
SWEETTHANG'S ICE CREAM & TREATS L.L.C,LLC,MS,69 BO STAMPLEY RD
MS 1065 SUMMIT LLC,LLC,MS,2365 NOSTRAND AVE FL 2
NORTH CREEK INVESTORS LLC,LLC,MS,2365 NOSTRAND AVE FL 2
AWAKENING ATHLETICS LLC,LLC,MS,371 TEGARDEN RD
"1IN5 DYSLEXIA THERAPY SERVICES, LLC",LLC,MS,89 BUFORD LN
"MARTY PITRE, LLC",LLC,MS,10704 HWY 315
"MISSISSIPPI CODEWORKS, INC.",CORPORATION,MS,121 N. STATE ST. STE 500
"US FRAMING INTERNATIONAL , LLC",LLC,FL,11420 WATTERSON CT STE 100
"RICHARD BURGE CONSTRUCTION, LLC",LLC,MS,41 DON BURGE RD
"MYERS AND ASSOCIATES, PLLC",LLC,MS,7389 WOOLMARKET ROAD
"JAMES RIVER TPA SERVICES, INC.",CORPORATION,VA,6641 WEST BROAD STREET STE300
LEWIS REPAIR LLC,LLC,MS,504 HAMPTON
AERIAL 360 LLC,LLC,MS,43 ANNA COVE
M&M CONSTRUCTION AND RENTALS LLC,LLC,MS,10556 LAMAR RD
D&D DAVIS PROPERTIES LLC,LLC,MS,3079 LITTON RD
"OASIS LYFE, LLC",LLC,MS,296 BEAUVOIR RD STE 319
"BMFO, LLC",LLC,MS,201 OCTAVIA DR
"FLOYD'S AUTOMOTIVE & CUSTOM CARS, LLC",LLC,MS,8849 HAMILTON RD
"LRT CONSTRUCTION SERVICES, LLC",LLC,MS,30 GARDNER ROAD
"SUPERIOR PAINTING, LLC",LLC,MS,303 COUNTY ROAD 2310
CONNER'S QUALITY ACOUSTICS LLC,LLC,MS,3087-A NESTER ROAD
ATTENTION 2 DETAIL LLC,LLC,MS,704 PARKWAY ROAD
NNL LLC,LLC,MS,126 THURMAN RD
"DKM HOLDINGS, LLC",LLC,OK,2215 E. 25TH ST.
TURNER CONSULTING LLC,LLC,MS,333 PAUL WHITE ROAD
"WILSON ENERGY SERVICE, LLC",LLC,MS,513 STATE STREET
JANUARY FINANCIALS LLC,LLC,MS,3710 KENTON DR
"RAG'S CLOTHING, LLC",LLC,MS,4173 DESTIN DR
WALSH CONSTRUCTION LLC,LLC,MS,477 VIEWPOINTE WAY
FBO BMB SELF DIRECT IRA LLC,LLC,MS,225 CANAL STREET
OSI MOVING LLC,LLC,MS,1275 SUZANNA DRIVE
BELT LINE LOGISTICS L.L.C.,LLC,MS,440 CROSSPARK DR APT R304
"CHICKENHAWK PIKE, LLC",LLC,MS,760 SIDNEY TRAIL SE
"POTTER PROPERTY MANAGEMENT, LLC",LLC,MS,406 3RD AVE N.
DLC HOME CARE SOLUTIONS LLC,LLC,MS,8869 CENTRE ST. STE B1
THE SUB SHACK LLC,LLC,MS,1421 HUGHES RD
BAD APPLE BLUES CLUB LLC,LLC,MS,349 ISSAQAQUENA AVE
ABNEY FARMS LLC,LLC,MS,491 N FIRST ST
"CAMBRIDGE COURT, INC.",CORPORATION,MS,1104 OAKLEIGH DRIVE
TP&L MANAGEMENT LLC,LLC,DE,4747 N 6 MILE RD
TRANSPORT TRANSPORT LLC.,LLC,MS,409 FENWAY DRIVE
R & T AUTOMAGIC LLC,LLC,MS,1512 AUDUBON DRIVE
"HOLIFIELD PEST MANAGEMENT, INC.",CORPORATION,MS,107 N 14TH AVE
KEN'S BODY AND AUTOMOTIVE LLC,LLC,MS,28 HIGHWAY 82 W
DEAR INEZ CANDLE COMPANY LLC,LLC,MS,217 BRACKEN COVE
BART HERRINGTON FARM LLC,LLC,MS,121 EL DORADO CIRCLE
SILVER RUN TRUCK LINES LLC,LLC,MS,163 RIDGE RD
"WINDSOR PROPERTY MANAGEMENT, LLC",LLC,MS,1007 MISSION PARK DR
"BLESSED CREATIONS, LLC",LLC,MS,297 DIXON RD
DH DESIGNZ LLC,LLC,MS,11 WINDY RIDGE CV
STUDIO 84 - ULTRA LOUNGE LLC,LLC,MS,4365 HIGHWAY 84
SAFE SPACE LLC,LLC,MS,4123 MS.HWY 388
NALCO COMPANY LLC,LLC,DE,1 ECOLAB PL
UNKNOWN TRAVELER SOAPS L.L.C.,LLC,MS,1047 BRIARFIELD RD
"WIGGINS EAST SELF STORAGE, LLC",LLC,MS,1266 BIG FOUR RD
"RED HILLS POULTRY, LLC",LLC,MS,288 JOHNNY HIGGINBOTHAM RD
GORGEOUS FACES LLC,LLC,MS,1103 OLD HWY 61 NORTH
RMT TRANSPORTATION LLC,LLC,MS,2215 HWY 145 NORTH
K&M LOGISTICS LLC,LLC,MS,1733 DEWEY STREET
"DRAYTON INVESTMENTS, LLC",LLC,MS,5605 RIGGINS CT STE 200
"DYNAMIC VIRTUAL SOLUTIONS , LLC",LLC,MS,4615 RIVA RIDGE DRIVE
SUPERFOODS BY JESS LLC,LLC,MS,757 GLEN VALLEY WAY
40 MILE DASH LLC,LLC,MS,845 NESBIT COVE
"ASEL BEAUTY, LLC",LLC,MS,202 CORLEY BETH CV
"INTENTIONAL INTENTIONS CONSULTING, LLC",LLC,MS,158 CARRINGTON DRIVE
"LIFE OF LAUR, LLC",LLC,MS,229 FLOSSIE ROAD
JXN FITNESS LLC,LLC,MS,1434 OLD SQUARE ROAD
"DAMAHO INVESTMENT 1, LLC",LLC,MS,2405 SOUTHWOOD RD
XANDEICI INC.,CORPORATION,MS,18626 BELL RAVINE DR.
T & D CUSTOM GRILLZ LLC,LLC,MS,4407 KATIE ST
HOMETOWN TAX SERVICES LLC,LLC,MS,400 JULEE CIR
LASH LUNA LLC,LLC,MS,12176A HIGHWAY 18
LION HEART LOGISTICS LLC,LLC,MS,105 ZACHARY DR
"REESE'S TRUCKING, LLC",LLC,MS,638 CHESTNUT LANE SW
"ON GOD'S GRACE HANDYMAN AND CONSTRUCTION, LLC",LLC,MS,560 COUNTY ROAD 101
DAN JONES INVESTMENT GROUP LLC,LLC,MS,91107 HWY 42
"BULLYBELL, LLC",LLC,MS,665 SUNNYLAND DRIVE
RR CONTRACTORS LLC,LLC,MS,1025 EAGLE TRL SW
BRL RENTALS LLC,LLC,MS,25659 HIGHWAY 43
LINA ENTERPRISES LLC,LLC,MS,4700 KENDALL AVENUE
RR EXPRESS LLC,LLC,MS,101 E CANAL ST STE B
JERRY H TRUONG LLC,LLC,MS,10053 BYRD AVE.
"GBC, LLC",LLC,MS,9184 COLLEGE ST
"GDB INVESTMENTS, LLC",LLC,MS,305 CAHILL STREET
GENERAL HARRIS TRUCKING LLC,LLC,MS,1599 SULPHUR SPRINGS RD
A1 REPAIR SERVICE LLC,LLC,MS,3980 DUNROVIN ROAD
MADISON CONSULTING SERVICES LLC,LLC,MS,115 BAYTOWNE SQ
