Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna,Exchange_-Common_Ground,Health_EOS,Humana_WVN,Humana_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"BAY AREA","CHARGE","10004410","THROMBOLYSIS","","5,130.00","4,668.30","1,358.70","1,376.23","3,072.91","2,770.20","4,416.93","3,539.70","4,668.30","3,078.00","3,898.80","4,360.50","4,617.00","2,749.09","4,360.50","3,575.61","2,396.56","2,759.35","2,821.50","1,358.70","4,668.30"
"BAY AREA","CHARGE","10004414","IABP INSERT (CATH LAB)","","8,340.00","7,589.40","2,208.88","2,237.38","4,995.72","4,503.60","7,180.74","5,754.60","7,589.40","5,004.00","6,338.40","7,089.00","7,506.00","4,469.29","7,089.00","5,812.98","3,896.16","4,485.96","4,587.00","2,208.88","7,589.40"
"BAY AREA","CHARGE","10004415","IABP OR VAD REMOVAL","","2,730.00","2,484.30","723.05","732.38","1,635.29","1,474.20","2,350.53","1,883.70","2,484.30","1,638.00","2,074.80","2,320.50","2,457.00","1,462.97","2,320.50","1,902.81","1,275.36","1,468.43","1,501.50","723.05","2,484.30"
"BAY AREA","CHARGE","10004416","PACER INSERT/REPLACE LEVEL 2","","19,030.00","17,317.30","5,040.17","5,105.19","11,399.11","10,276.20","16,384.83","13,130.70","17,317.30","11,418.00","14,462.80","16,175.50","17,127.00","10,197.90","16,175.50","13,263.91","8,890.15","10,235.95","10,466.50","5,040.17","17,317.30"
"BAY AREA","CHARGE","10004433","PERFLUTREN (DEFINITY) 1 ML","Q9957","295.00","268.45","70.79","73.37","97.79","159.30","254.00","203.55","268.45","177.00","224.20","250.75","265.50","92.47","250.75","205.62","104.11","156.49","162.25","70.79","268.45"
"BAY AREA","CHARGE","10004434","GENERAL HEALTH PANEL","80050","490.00","445.90","161.92","174.89","250.80","264.60","421.89","338.10","445.90","294.00","372.40","416.50","441.00","194.92","416.50","341.53","214.03","243.36","269.50","161.92","445.90"
"BAY AREA","CHARGE","10004446","NICOTINE, LC/MS","80323","144.00","131.04","47.59","51.40","73.71","77.76","123.98","99.36","131.04","86.40","109.44","122.40","129.60","57.28","122.40","100.37","62.90","71.52","79.20","47.59","131.04"
"BAY AREA","CHARGE","10004447","BENZODIAZEPINES, LC/MS 1-12","80346","64.00","58.24","21.15","22.84","32.76","34.56","55.10","44.16","58.24","38.40","48.64","54.40","57.60","25.46","54.40","44.61","27.95","31.79","35.20","21.15","58.24"
"BAY AREA","CHARGE","10004451","PACU RECOVERY 1ST 30 MINUTES","","1,130.00","1,028.30","247.77","251.29","676.71","610.20","972.93","779.70","1,028.30","678.00","858.80","960.50","1,017.00","572.52","960.50","787.61","505.06","583.32","621.50","247.77","1,028.30"
"BAY AREA","CHARGE","10004452","PACU ADDL 30 MINUTES","","451.00","410.41","93.78","95.87","271.70","243.54","388.31","311.19","410.41","270.60","342.76","383.35","405.90","228.99","383.35","314.35","202.80","234.50","248.05","93.78","410.41"
"BAY AREA","CHARGE","10004454","EVAL NON SPEECH DEVICE ADDL 30 MIN","92618","245.00","222.95","129.40","130.40","140.75","132.30","210.95","169.05","222.95","147.00","186.20","208.25","220.50","146.49","208.25","170.77","152.35","178.72","134.75","129.40","222.95"
"BAY AREA","CHARGE","10004455","CTA ABD/PELVIS W/DYE & POSTPROCESSING","74174","4,320.00","3,931.20","744.30","816.83","2,689.50","2,332.80","3,719.52","2,980.80","3,931.20","2,592.00","3,283.20","3,672.00","3,888.00","705.84","3,672.00","3,011.04","901.40","1,049.60","2,376.00","705.84","3,931.20"
"BAY AREA","CHARGE","10004458","PARACENTESIS W/O IMAGING","49082","2,490.00","2,265.90","659.49","667.99","1,491.53","1,344.60","2,143.89","1,718.10","2,265.90","1,494.00","1,892.40","2,116.50","2,241.00","1,334.36","2,116.50","1,735.53","1,163.24","1,339.33","1,369.50","659.49","2,265.90"
"BAY AREA","CHARGE","10004459","PARACENTESIS W/IMAGING","49083","3,730.00","3,394.30","1,307.53","1,381.68","2,307.27","2,014.20","3,211.53","2,573.70","3,394.30","2,238.00","2,834.80","3,170.50","3,357.00","2,272.22","3,170.50","2,599.81","1,911.81","2,142.95","2,051.50","1,307.53","3,394.30"
"BAY AREA","CHARGE","10004460","PERITONEAL LAVAGE W OR WO IMAGING","49084","1,200.00","1,092.00","317.82","321.92","718.81","648.00","1,033.20","828.00","1,092.00","720.00","912.00","1,020.00","1,080.00","643.06","1,020.00","836.40","560.60","645.46","660.00","317.82","1,092.00"
"BAY AREA","CHARGE","10004462","SELECTIVE CATH 1ST ORDER RENAL UNILAT","36251","5,550.00","5,050.50","1,469.94","1,488.90","3,324.49","2,997.00","4,778.55","3,829.50","5,050.50","3,330.00","4,218.00","4,717.50","4,995.00","2,974.17","4,717.50","3,868.35","2,592.77","2,985.26","3,052.50","1,469.94","5,050.50"
"BAY AREA","CHARGE","10004463","SELECTIVE CATH 1ST ORDER RENAL BILAT","36252","6,940.00","6,315.40","1,838.09","1,861.80","4,157.11","3,747.60","5,975.34","4,788.60","6,315.40","4,164.00","5,274.40","5,899.00","6,246.00","3,719.05","5,899.00","4,837.18","3,242.13","3,732.92","3,817.00","1,838.09","6,315.40"
"BAY AREA","CHARGE","10004464","SELECTIVE CATH 2ND ORDER RENAL UNILAT","36253","5,550.00","5,050.50","1,469.94","1,488.90","3,324.49","2,997.00","4,778.55","3,829.50","5,050.50","3,330.00","4,218.00","4,717.50","4,995.00","2,974.17","4,717.50","3,868.35","2,592.77","2,985.26","3,052.50","1,469.94","5,050.50"
"BAY AREA","CHARGE","10004465","SELECTIVE CATH 2ND ORDER RENAL BILAT","36254","6,940.00","6,315.40","1,838.09","1,861.80","4,157.11","3,747.60","5,975.34","4,788.60","6,315.40","4,164.00","5,274.40","5,899.00","6,246.00","3,719.05","5,899.00","4,837.18","3,242.13","3,732.92","3,817.00","1,838.09","6,315.40"
"BAY AREA","CHARGE","10004466","IVC INSERT W/FLUORO/S&I","37191","6,970.00","6,342.70","1,846.03","1,869.85","4,175.08","3,763.80","6,001.17","4,809.30","6,342.70","4,182.00","5,297.20","5,924.50","6,273.00","3,735.12","5,924.50","4,858.09","3,256.14","3,749.06","3,833.50","1,846.03","6,342.70"
"BAY AREA","CHARGE","10004467","IVC REPOSITION W/FLUOROR/S&I","37192","6,970.00","6,342.70","1,846.03","1,869.85","4,175.08","3,763.80","6,001.17","4,809.30","6,342.70","4,182.00","5,297.20","5,924.50","6,273.00","3,735.12","5,924.50","4,858.09","3,256.14","3,749.06","3,833.50","1,846.03","6,342.70"
"BAY AREA","CHARGE","10004468","IVC RETRIEVE W/FLUORO/S&I","37193","6,970.00","6,342.70","1,846.03","1,869.85","4,175.08","3,763.80","6,001.17","4,809.30","6,342.70","4,182.00","5,297.20","5,924.50","6,273.00","3,735.12","5,924.50","4,858.09","3,256.14","3,749.06","3,833.50","1,846.03","6,342.70"
"BAY AREA","CHARGE","10004480","COMPRESSION DRSG FULL ARM","29584","260.00","236.60","68.86","69.75","155.74","140.40","223.86","179.40","236.60","156.00","197.60","221.00","234.00","139.33","221.00","181.22","121.46","139.85","143.00","68.86","236.60"
"BAY AREA","CHARGE","10004481","NEUROLYSIS FACET JOINT W/IMAGING","","3,960.00","3,603.60","997.47","997.47","2,336.40","2,138.40","3,409.56","2,732.40","3,603.60","2,376.00","3,009.60","3,366.00","3,564.00","2,388.10","3,366.00","2,760.12","1,888.60","2,205.20","2,178.00","997.47","3,603.60"
"BAY AREA","CHARGE","10004482","NEUROLYSIS FACET JOINT EA ADDL LEVEL","","1,980.00","1,801.80","378.16","378.16","1,168.20","1,069.20","1,704.78","1,366.20","1,801.80","1,188.00","1,504.80","1,683.00","1,782.00","1,059.13","1,683.00","1,380.06","875.71","1,022.47","1,089.00","378.16","1,801.80"
"BAY AREA","CHARGE","10004483","CHEMO INFUSION > 8HRS W/PUMP","96416","770.00","700.70","321.97","352.96","409.78","415.80","662.97","531.30","700.70","462.00","585.20","654.50","693.00","155.38","654.50","536.69","413.79","451.40","423.50","155.38","700.70"
"BAY AREA","CHARGE","10004484","BONE MARROW ASPIRATION","38220","950.00","864.50","251.61","254.86","569.06","513.00","817.95","655.50","864.50","570.00","722.00","807.50","855.00","509.09","807.50","662.15","443.81","510.99","522.50","251.61","864.50"
"BAY AREA","CHARGE","10004485","BIOPSY, ENDOMETRIAL","58100","425.00","386.75","112.56","114.01","254.58","229.50","365.93","293.25","386.75","255.00","323.00","361.25","382.50","227.75","361.25","296.23","198.55","228.60","233.75","112.56","386.75"
"BAY AREA","CHARGE","10004489","CONSULT BY MD LEVEL 1","99241","315.00","286.65","93.84","97.50","109.57","170.10","271.22","217.35","286.65","189.00","239.40","267.75","283.50","107.32","267.75","219.56","119.65","135.18","173.25","93.84","286.65"
"BAY AREA","CHARGE","10004490","CONSULT BY MD LEVEL 2","99242","420.00","382.20","125.12","130.00","146.10","226.80","361.62","289.80","382.20","252.00","319.20","357.00","378.00","143.09","357.00","292.74","159.53","180.24","231.00","125.12","382.20"
"BAY AREA","CHARGE","10004491","CONSULT BY MD LEVEL 3","99243","510.00","464.10","151.93","157.85","177.40","275.40","439.11","351.90","464.10","306.00","387.60","433.50","459.00","173.75","433.50","355.47","193.72","218.86","280.50","151.93","464.10"
"BAY AREA","CHARGE","10004492","CONSULT BY MD LEVEL 4","99244","670.00","609.70","199.59","207.38","233.06","361.80","576.87","462.30","609.70","402.00","509.20","569.50","603.00","228.26","569.50","466.99","254.50","287.52","368.50","199.59","609.70"
"BAY AREA","CHARGE","10004493","CONSULT BY MD LEVEL 5","99245","845.00","768.95","251.73","261.54","293.93","456.30","727.55","583.05","768.95","507.00","642.20","718.25","760.50","287.89","718.25","588.97","320.97","362.62","464.75","251.73","768.95"
"BAY AREA","CHARGE","10004506","PLETHYSMOGRAPHY LUNG VOLUMES","94726","600.00","546.00","308.89","344.45","409.63","324.00","516.60","414.00","546.00","360.00","456.00","510.00","540.00","348.90","510.00","418.20","356.55","386.36","330.00","308.89","546.00"
"BAY AREA","CHARGE","10004507","GAS DILUTION OR WASHOUT LUNG VOLV","94727","395.00","359.45","186.89","207.41","269.59","213.30","340.10","272.55","359.45","237.00","300.20","335.75","355.50","255.91","335.75","275.32","236.81","259.68","217.25","186.89","359.45"
"BAY AREA","CHARGE","10004510","DIFFUSING CAPACITY","94729","475.00","432.25","244.92","273.12","324.82","256.50","408.98","327.75","432.25","285.00","361.00","403.75","427.50","304.83","403.75","331.08","282.69","306.31","261.25","244.92","432.25"
"BAY AREA","CHARGE","10004515","I-131 SODIUM IODIDE CAP DX/MCI","A9528","210.00","191.10","57.82","63.06","106.05","113.40","180.81","144.90","191.10","126.00","159.60","178.50","189.00","91.97","178.50","146.37","102.78","114.79","115.50","57.82","191.10"
"BAY AREA","CHARGE","10004516","INJECT URETHROGRAM-URETERAL CATH","50684","2,680.00","2,438.80","955.23","1,021.95","1,600.71","1,447.20","2,307.48","1,849.20","2,438.80","1,608.00","2,036.80","2,278.00","2,412.00","1,579.45","2,278.00","1,867.96","1,311.22","1,504.02","1,474.00","955.23","2,438.80"
"BAY AREA","CHARGE","10004518","NM THYROID METS IMAGING LTD","78015","1,820.00","1,656.20","459.35","506.83","901.00","982.80","1,567.02","1,255.80","1,656.20","1,092.00","1,383.20","1,547.00","1,638.00","853.74","1,547.00","1,268.54","902.85","1,003.29","1,001.00","459.35","1,656.20"
"BAY AREA","CHARGE","10004519","NM TUMOR LOCALIZATION MULTIPLE","78801","2,020.00","1,838.20","509.82","562.52","1,000.01","1,090.80","1,739.22","1,393.80","1,838.20","1,212.00","1,535.20","1,717.00","1,818.00","947.56","1,717.00","1,407.94","1,002.07","1,113.54","1,111.00","509.82","1,838.20"
"BAY AREA","CHARGE","10004520","NON INVASIVE EXTREMITY VEINS BILATERAL","","2,830.00","2,575.30","1,285.10","1,426.83","1,898.03","1,528.20","2,436.63","1,952.70","2,575.30","1,698.00","2,150.80","2,405.50","2,547.00","1,302.93","2,405.50","1,972.51","1,579.21","1,769.58","1,556.50","1,285.10","2,575.30"
"BAY AREA","CHARGE","10004522","STRAPPING ANKLE","29540","185.00","168.35","128.64","128.73","129.71","99.90","159.29","127.65","168.35","111.00","140.60","157.25","166.50","139.46","157.25","128.95","147.71","166.01","101.75","99.90","168.35"
"BAY AREA","CHARGE","10004523","STRAPPING ELBOW/WRIST","29260","185.00","168.35","128.64","128.73","129.71","99.90","159.29","127.65","168.35","111.00","140.60","157.25","166.50","139.46","157.25","128.95","147.71","166.01","101.75","99.90","168.35"
"BAY AREA","CHARGE","10004525","STRAPPING KNEE","29530","185.00","168.35","128.64","128.73","129.71","99.90","159.29","127.65","168.35","111.00","140.60","157.25","166.50","139.46","157.25","128.95","147.71","166.01","101.75","99.90","168.35"
"BAY AREA","CHARGE","10004526","STRAPPING LOW BACK","29799","185.00","168.35","128.64","128.73","129.71","99.90","159.29","127.65","168.35","111.00","140.60","157.25","166.50","139.46","157.25","128.95","147.71","166.01","101.75","99.90","168.35"
"BAY AREA","CHARGE","10004529","SUPPLIES-VACUUM EXTRACTOR","","690.00","627.90","324.53","360.32","476.10","372.60","594.09","476.10","627.90","414.00","524.40","586.50","621.00","397.96","586.50","480.93","337.62","394.27","379.50","324.53","627.90"
"BAY AREA","CHARGE","10004530","THYROID CYST ASPIRATE/INJECT","60300","750.00","682.50","198.64","201.20","449.26","405.00","645.75","517.50","682.50","450.00","570.00","637.50","675.00","401.91","637.50","522.75","350.37","403.41","412.50","198.64","682.50"
"BAY AREA","CHARGE","10004531","US JOINT LTD NONVASCULAR EXTREMITY","76882","465.00","423.15","218.80","218.80","218.80","251.10","400.37","320.85","423.15","279.00","353.40","395.25","418.50","371.23","395.25","324.11","278.22","327.15","255.75","218.80","423.15"
"BAY AREA","CHARGE","10004532","US HIPS INFANT DYNAMIC","76885","630.00","573.30","182.25","189.82","244.14","340.20","542.43","434.70","573.30","378.00","478.80","535.50","567.00","285.13","535.50","439.11","232.42","270.59","346.50","182.25","573.30"
"BAY AREA","CHARGE","10004533","US SCREENING AAA","76706","625.00","568.75","625.00","625.00","625.00","337.50","538.13","431.25","568.75","375.00","475.00","531.25","562.50","625.00","531.25","435.63","625.00","625.00","343.75","337.50","625.00"
"BAY AREA","CHARGE","10004537","CORPORA CAVERNOSOGRAPHY, S&I","74445","840.00","764.40","299.40","320.31","501.71","453.60","723.24","579.60","764.40","504.00","638.40","714.00","756.00","495.05","714.00","585.48","410.98","471.41","462.00","299.40","764.40"
"BAY AREA","CHARGE","10004540","1-123 IOFLUPANE UP TO 5 MCI","A9584","4,710.00","4,286.10","1,296.82","1,414.42","2,378.66","2,543.40","4,055.31","3,249.90","4,286.10","2,826.00","3,579.60","4,003.50","4,239.00","2,062.68","4,003.50","3,282.87","2,305.22","2,574.52","2,590.50","1,296.82","4,286.10"
"BAY AREA","CHARGE","10004542","CAR SEAT TEST 1ST HOUR","94780","250.00","227.50","211.33","234.75","172.50","135.00","215.25","172.50","227.50","150.00","190.00","212.50","225.00","250.00","212.50","174.25","250.00","250.00","137.50","135.00","250.00"
"BAY AREA","CHARGE","10004543","CAR SEAT TEST EACH ADDL 30 MIN","94781","125.00","113.75","105.66","117.37","86.25","67.50","107.63","86.25","113.75","75.00","95.00","106.25","112.50","125.00","106.25","87.13","125.00","125.00","68.75","67.50","125.00"
"BAY AREA","CHARGE","10004550","NM HEPATOBILIARY IMAGING W/WO GB","78226","2,600.00","2,366.00","656.21","724.04","1,287.14","1,404.00","2,238.60","1,794.00","2,366.00","1,560.00","1,976.00","2,210.00","2,340.00","1,219.63","2,210.00","1,812.20","1,289.79","1,433.26","1,430.00","656.21","2,366.00"
"BAY AREA","CHARGE","10004551","NM HEPATOBILIARY IMAGING W/MED","78227","2,600.00","2,366.00","546.94","590.29","669.75","1,404.00","2,238.60","1,794.00","2,366.00","1,560.00","1,976.00","2,210.00","2,340.00","2,425.74","2,210.00","1,812.20","1,541.21","1,670.49","1,430.00","546.94","2,425.74"
"BAY AREA","CHARGE","10004552","NM PULM VENT IMAGING AEROSOL OR GAS","78579","1,890.00","1,719.90","477.01","526.32","935.65","1,020.60","1,627.29","1,304.10","1,719.90","1,134.00","1,436.40","1,606.50","1,701.00","886.58","1,606.50","1,317.33","937.58","1,041.87","1,039.50","477.01","1,719.90"
"BAY AREA","CHARGE","10004553","NM PULM VENT & PERFUSION IMAGING","78582","2,450.00","2,229.50","597.05","663.37","1,690.50","1,323.00","2,109.45","1,690.50","2,229.50","1,470.00","1,862.00","2,082.50","2,205.00","956.47","2,082.50","1,707.65","959.98","1,120.88","1,347.50","597.05","2,229.50"
"BAY AREA","CHARGE","10004554","NM PULM PERFUSION QUANTATIVE DIFF","78597","1,340.00","1,219.40","338.20","373.16","663.37","723.60","1,153.74","924.60","1,219.40","804.00","1,018.40","1,139.00","1,206.00","628.58","1,139.00","933.98","664.74","738.68","737.00","338.20","1,219.40"
"BAY AREA","CHARGE","10004555","NM PULM PERFUSION & VENT QUANT DIF","78598","1,970.00","1,792.70","497.20","548.60","975.26","1,063.80","1,696.17","1,359.30","1,792.70","1,182.00","1,497.20","1,674.50","1,773.00","924.10","1,674.50","1,373.09","977.26","1,085.97","1,083.50","497.20","1,792.70"
"BAY AREA","CHARGE","10004556","AUDITORY EVOKED RESPONSE","92585","1,180.00","1,073.80","399.75","424.37","695.68","637.20","1,015.98","814.20","1,073.80","708.00","896.80","1,003.00","1,062.00","542.19","1,003.00","822.46","555.70","631.07","649.00","399.75","1,073.80"
"BAY AREA","CHARGE","10004557","ROOM CHARGE HOSPICE OR RESPITE","","2,030.00","1,847.30","829.08","906.72","1,400.70","1,096.20","1,747.83","1,400.70","1,847.30","1,218.00","1,542.80","1,725.50","1,827.00","1,304.36","1,725.50","1,414.91","1,173.44","1,312.90","1,116.50","829.08","1,847.30"
"BAY AREA","CHARGE","10004559","BLOOD DRAW > 3 YRS NON ROUTINE","36410","120.00","109.20","48.57","53.67","82.53","64.80","103.32","82.80","109.20","72.00","91.20","102.00","108.00","60.42","102.00","83.64","60.91","69.72","66.00","48.57","109.20"
"BAY AREA","CHARGE","10004562","IV INFUSION/CHEMO","","500.00","455.00","133.25","139.82","151.87","270.00","430.50","345.00","455.00","300.00","380.00","425.00","450.00","152.10","425.00","348.50","255.55","280.29","275.00","133.25","455.00"
"BAY AREA","CHARGE","10004566","BLOOD DRAW <3 YRS OTHER VEIN","36406","120.00","109.20","35.23","39.16","82.80","64.80","103.32","82.80","109.20","72.00","91.20","102.00","108.00","37.83","102.00","83.64","42.37","49.48","66.00","35.23","109.20"
"BAY AREA","CHARGE","10004593","RETICULOCYTES, AUTOMATED","85045","67.00","60.97","22.14","23.91","34.29","36.18","57.69","46.23","60.97","40.20","50.92","56.95","60.30","26.65","56.95","46.70","29.27","33.28","36.85","22.14","60.97"
"BAY AREA","CHARGE","10004610","INSERTION OF INTRAUTERINE DEVICE","58300","945.00","859.95","281.52","292.49","328.72","510.30","813.65","652.05","859.95","567.00","718.20","803.25","850.50","321.96","803.25","658.67","358.95","405.54","519.75","281.52","859.95"
"BAY AREA","CHARGE","10004612","IUD, REMOVAL","58301","300.00","273.00","136.02","136.02","177.00","162.00","258.30","207.00","273.00","180.00","228.00","255.00","270.00","160.26","255.00","209.10","168.98","197.32","165.00","136.02","273.00"
"BAY AREA","CHARGE","10004650","BILIARY ENDOSCOPY W/BIOPSY","47553","3,960.00","3,603.60","1,048.82","1,062.35","2,372.07","2,138.40","3,409.56","2,732.40","3,603.60","2,376.00","3,009.60","3,366.00","3,564.00","2,122.11","3,366.00","2,760.12","1,849.97","2,130.02","2,178.00","1,048.82","3,603.60"
"BAY AREA","CHARGE","10004668","LEGIONEL LA PNEUMOPHILA BY PCR","87541","204.00","185.64","91.90","93.79","140.76","110.16","175.64","140.76","185.64","122.40","155.04","173.40","183.60","114.31","173.40","142.19","107.75","117.25","112.20","91.90","185.64"
"BAY AREA","CHARGE","10004671","BALLOON CATHETER INSERT UTERUS","59899","300.00","273.00","53.32","59.26","207.00","162.00","258.30","207.00","273.00","180.00","228.00","255.00","270.00","112.08","255.00","209.10","95.41","111.33","165.00","53.32","273.00"
