CHARGE_DESCRIPTION,ACTIVITY_TYPE,MRKS_CPT,MRKS_HCPCS,DRG_CODE,NDC,CHARGEMASTER_PRICE,AVERAGE CHARGES_INPATIENT DRGS,DISCOUNTED CASH PRICE,MEDICARE,BCBS,SUNFLOWER_HEALTH,SUNFLOWER_HEALTH_COM_EXCHANGE,AETNA_BETTER_HEALTH_OF_KANSAS,AETNA,PROVIDRS CARE NETWORK,UHC_MEDICARE_ADVANTAGE,HUMANA_MEDICARE ADVANTAGE,UNITED HEALTHCARE_UHC,CHRISTIAN HEALTH AID_CHA,MINIMUM_COMMERCIAL PRICE,MAXIMUM_COMMERCIAL PRICE
meropenem 500 mg Pow,Pharmacy,,J2185,,55150-0207-20,12,,12,4.275,5.75,4.275,4.702500000000001,4.275,0,6.4125000000000005,4.275,3.63375,10.8,12,0,12
mesalamine 1000 mg Sup [MRKS],Pharmacy,,A9270,,70710-1302-07,25.65,,25.65,0,0,0,0,0,0,0,0,0,23.085,25.65,0,25.65
mesalamine 400 mg Cap [MRKS],Pharmacy,,A9270,,00093-5907-86,9.42,,9.42,0,0,0,0,0,0,0,0,0,8.478,9.42,0,9.42
mesalamine 400 mg Cap [MRKS],Pharmacy,,A9270,,59762-0117-01,9.42,,9.42,0,0,0,0,0,0,0,0,0,8.478,9.42,0,9.42
mesalamine 800 mg Tab [MRKS],Pharmacy,,A9270,,68382-0484-28,16.25,,16.25,0,0,0,0,0,0,0,0,0,14.625,16.25,0,16.25
mesalamine Cap-ER [MRKS],Pharmacy,,A9270,,65649-0103-02,13.2,,13.2,0,0,0,0,0,0,0,0,0,11.879999999999999,13.2,0,13.2
mesalamine Tab-DR,Pharmacy,,A9270,,00430-0783-27,23.62,,23.62,0,0,0,0,0,0,0,0,0,21.258000000000003,23.62,0,23.62
"Metanephrines Fractionated, 24 hr Urine - AMS",General Lab,83835,,,,119.3,,119.3,16.94,65.12,16.94,18.634000000000004,16.94,24.26,25.410000000000004,16.94,14.399000000000001,107.37,119.3,14.399000000000001,119.3
metFORMIN 500 mg Tab [MRKS],Pharmacy,,A9270,,42385-0904-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metFORMIN 500 mg Tab [MRKS],Pharmacy,,A9270,,50228-0105-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metFORMIN 500. mg Tab [MRKS],Pharmacy,,A9270,,63739-0640-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metFORMIN 850 mg Tab,Pharmacy,,A9270,,67877-0562-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metFORMIN 850 mg Tab [MRKS],Pharmacy,,A9270,,50228-0106-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metFORMIN 850 mg Tab[MRKS],Pharmacy,,A9270,,23155-0103-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metFORMIN 850. mg Tab,Pharmacy,,A9270,,00093-1049-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metFORMIN ER 1000 mg Tab [MRKS],Pharmacy,,A9270,,00378-6001-91,14.58,,14.58,0,0,0,0,0,0,0,0,0,13.122,14.58,0,14.58
methadone 10 mg Tab,Pharmacy,,A9270,,00054-4571-25,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
methadone 10 mg Tab [MRKS],Pharmacy,,S0109,,00406-5771-01,2.18,,2.18,0,0.25,0,0,0,0,0,0,0,1.9620000000000002,2.18,0,2.18
methadone 10. mg Tab,Pharmacy,,A9270,,67877-0116-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
methazolamide 50. mg Tab,Pharmacy,,A9270,,54868-2996-00,12.96,,12.96,0,0,0,0,0,0,0,0,0,11.664000000000001,12.96,0,12.96
methimazole 10. mg Tab,Pharmacy,,A9270,,68084-0276-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
methocarbamol 500 mg Tab [MRKS],Pharmacy,,A9270,,70010-0754-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
methocarbamol 500. mg Tab [MRKS],Pharmacy,,A9270,,31722-0533-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
methocarbamol 750. mg Tab[MRKS],Pharmacy,,A9270,,31722-0534-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
methotrexate 2.5 mg Tab,Pharmacy,,A9270,,00378-0014-01,3.8,,3.8,0,0,0,0,0,0,0,0,0,3.42,3.8,0,3.8
methylcellulose Powder-Recon,Pharmacy,,A9270,,00135-0090-70,2.31,,2.31,0,0,0,0,0,0,0,0,0,2.079,2.31,0,2.31
methylergonovine 0.2 mg/mL Sol,Pharmacy,,J2210,,51991-0144-17,35.4,,35.4,19.565,23.21,19.565,21.521500000000003,19.565,0,29.347500000000004,19.565,16.63025,31.86,35.4,0,35.4
methylergonovine 0.2 Soln,Pharmacy,,J2210,,17478-0501-01,26.74,,26.74,19.565,23.21,19.565,21.521500000000003,19.565,0,29.347500000000004,19.565,16.63025,24.066,26.74,0,29.347500000000004
"Methylmalonic Acid, Serum - AMS",General Lab,83921,,,,67.65,,67.65,21.21,42.56,21.21,23.331000000000003,21.21,0,31.815,21.21,18.0285,60.885000000000005,67.65,0,67.65
methylphenidate 10. mg Tab,Pharmacy,,A9270,,00591-5883-01,2.6,,2.6,0,0,0,0,0,0,0,0,0,2.3400000000000003,2.6,0,2.6
methylPREDNISolone 1. gm Powder-Inj,Pharmacy,,J2930,,00009-0698-01,44.37,,44.37,45.088,65.04,45.088,49.5968,45.088,0,67.632,45.088,38.3248,39.933,44.37,0,67.632
methylPREDNISolone 4 mg Tab [MRKS],Pharmacy,,J7509,,59762-4440-02,1.9,,1.9,0.248,0.54,0.248,0.27280000000000004,0.248,0,0.372,0.248,0.2108,1.71,1.9,0,1.9
methylPREDNISolone 4. mg Tab [MRKS],Pharmacy,,A9270,,00781-5022-07,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
methylPREDNISolone 40 mg preservative-free Pow,Pharmacy,,J2920,,00009-0039-32,14.98,,14.98,4.171,5.76,4.171,4.588100000000001,4.171,0,6.256500000000001,4.171,3.54535,13.482000000000001,14.98,0,14.98
methylPREDNISolone 40. mg Susp,Pharmacy,,J1030,,00009-3073-22,12.89,,12.89,5.88,8.03,5.88,6.468,5.88,0,8.82,5.88,4.998,11.601,12.89,0,12.89
methylPREDNISolone 500. mg Powder-Inj,Pharmacy,,J2930,,00009-0758-01,43.11,,43.11,22.544,32.52,22.544,24.7984,22.544,0,33.816,22.544,19.1624,38.799,43.11,0,43.11
methylPREDNISolone 80. mg Susp,Pharmacy,,J1040,,00009-3475-01,26.37,,26.37,11.193,14.96,11.193,12.3123,11.193,0,16.7895,11.193,9.51405,23.733,26.37,0,26.37
methylPREDNISolone Powder-Inj[MRKS],Pharmacy,,J2930,,00009-0047-26,16.52,,16.52,5.636,8.13,5.636,6.1996,5.636,0,8.454,5.636,4.7906,14.868,16.52,0,16.52
metoclopramide 10. mg Tab,Pharmacy,,A9270,,00093-2203-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metoclopramide 10. Soln[MRKS],Pharmacy,,J2765,,76045-0101-20,12,,12,1.043,1.59,1.043,1.1473,1.043,0,1.5644999999999998,1.043,0.88655,10.8,12,0,12
metoclopramide 5 mg/mL Sol,Pharmacy,,J2765,,00409-3414-01,12,,12,1.043,1.59,1.043,1.1473,1.043,0,1.5644999999999998,1.043,0.88655,10.8,12,0,12
metoclopramide 5. mg Tab,Pharmacy,,A9270,,00093-2204-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metolazone 2.5 mg Tab,Pharmacy,,A9270,,65580-0643-71,3.41,,3.41,0,0,0,0,0,0,0,0,0,3.0690000000000004,3.41,0,3.41
metOLazone 2.5 mg Tab,Pharmacy,,A9270,,00378-6172-01,7.48,,7.48,0,0,0,0,0,0,0,0,0,6.732,7.48,0,7.48
metOLazone 2.5 mg Tab,Pharmacy,,A9270,,00185-5050-01,2.34,,2.34,0,0,0,0,0,0,0,0,0,2.106,2.34,0,2.34
metOLazone 5 mg Tab [MRKS],Pharmacy,,A9270,,00185-0055-01,4.68,,4.68,0,0,0,0,0,0,0,0,0,4.212,4.68,0,4.68
metoprolol 1 mg/mL Inj Sol 5 mL Vial[MRKS],Pharmacy,,,,36000-0033-10,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
metoprolol 1 mg/mL Sol [MRKS],Pharmacy,,A9270,,70860-0300-05,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
metoprolol 100 mg Tab,Pharmacy,,A9270,,42543-0003-10,1.91,,1.91,0,0,0,0,0,0,0,0,0,1.7189999999999999,1.91,0,1.91
metoprolol 100 mg Tab,Pharmacy,,A9270,,57664-0167-58,1.91,,1.91,0,0,0,0,0,0,0,0,0,1.7189999999999999,1.91,0,1.91
metoprolol 100 mg Tab,Pharmacy,,A9270,,50742-0617-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metoprolol 100 mg Tab [MRKS],Pharmacy,,A9270,,68001-0358-03,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metoprolol 100. mg Tab,Pharmacy,,A9270,,50742-0109-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metoprolol 25 mg Tab [MRKS],Pharmacy,,A9270,,50742-0615-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metoprolol 25. mg Tab,Pharmacy,,A9270,,62584-0265-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metoprolol 25. mg Tab-ER,Pharmacy,,A9270,,00904-6322-61,2.18,,2.18,0,0,0,0,0,0,0,0,0,1.9620000000000002,2.18,0,2.18
metoprolol 5. Soln,Pharmacy,,,,25021-0303-05,12.37,,12.37,0,0,0,0,0,0,0,0,0,11.133,12.37,0,12.37
metoprolol 50 mg Tab,Pharmacy,,A9270,,50268-0541-15,2.21,,2.21,0,0,0,0,0,0,0,0,0,1.989,2.21,0,2.21
metoprolol 50 mg Tab *NON FORM* [MRKS],Pharmacy,,A9270,,57664-0477-58,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metoprolol 50. mg Tab-ER,Pharmacy,,A9270,,55111-0467-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metrometroNIDAZOLE 500 mg Tab,Pharmacy,,A9270,,68001-0263-03,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metroNIDAZOLE 500 mg Tab [MRKS],Pharmacy,,A9270,,68001-0365-00,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
metroNIDAZOLE 500 mg/100 mL Sol [MRKS],Pharmacy,,,,00409-7811-24,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
metroNIDAZOLE 500 mg/NS 100 mL IV Sol[MRKS],Pharmacy,,,,00264-5535-32,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
metroNIDAZOLE 500. mg Tab,Pharmacy,,A9270,,23155-0065-05,2.29,,2.29,0,0,0,0,0,0,0,0,0,2.061,2.29,0,2.29
metroNIDAZOLE 500. Soln,Pharmacy,,,,00338-1055-48,12,,12,0,0,0,0,0,0,0,0,0,10.8,12,0,12
metroNIDAZOLE topical 0.75% Cre [MRKS],Pharmacy,,A9270,,00168-0323-46,105.3,,105.3,0,0,0,0,0,0,0,0,0,94.77,105.3,0,105.3
miconazole 2% Cream-App,Pharmacy,,A9270,,00113-0214-29,11.79,,11.79,0,0,0,0,0,0,0,0,0,10.610999999999999,11.79,0,11.79
miconazole 2% topical powder 70 gram[MRKS],Pharmacy,,A9270,,11523-0919-01,15.86,,15.86,0,0,0,0,0,0,0,0,0,14.274,15.86,0,15.86
miconazole topical 2% Pow 90 gram[MRKS],Pharmacy,,A9270,,11523-0919-01,15.86,,15.86,0,0,0,0,0,0,0,0,0,14.274,15.86,0,15.86
miconazole topical 2% Powder,Pharmacy,,A9270,,11523-1272-02,15.42,,15.42,0,0,0,0,0,0,0,0,0,13.878,15.42,0,15.42
Microalbumin Level 24 Hour Urine,General Lab,82043,,,,124.8,,124.8,5.78,24.57,5.78,6.3580000000000005,5.78,8.29,8.67,5.78,4.913,112.32,124.8,4.913,124.8
Microalbumin Level Urine,General Lab,82043,,,,124.8,,124.8,5.78,24.57,5.78,6.3580000000000005,5.78,8.29,8.67,5.78,4.913,112.32,124.8,4.913,124.8
midazolam 1 mg/mL preservative-free Sol,Pharmacy,,J2250,,00409-2305-50,12,,12,3.125,4.25,3.125,3.4375000000000004,3.125,0,4.6875,3.125,2.65625,10.8,12,0,12
midazolam 2. Soln,Pharmacy,,J2250,,00641-6057-25,12,,12,0.25,0.34,0.25,0.275,0.25,0,0.375,0.25,0.2125,10.8,12,0,12
midodrine 10. mg Tab,Pharmacy,,A9270,,60505-1325-01,5.2,,5.2,0,0,0,0,0,0,0,0,0,4.680000000000001,5.2,0,5.2
midodrine 2.5 mg Tab,Pharmacy,,A9270,,00245-0211-11,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
midodrine 5 mg Tab [MRKS],Pharmacy,,A9270,,00245-0212-11,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
milrinone 10. Soln,Pharmacy,,J2260,,55390-0019-10,64.83,,64.83,3.022,2.68,3.022,3.3242000000000003,3.022,0,4.5329999999999995,3.022,2.5686999999999998,58.347,64.83,0,64.83
mineral oil/petrolatum/phenylephrine topical 14%-74.9%-0.25%,Pharmacy,,A9270,,49348-0198-78,7.17,,7.17,0,0,0,0,0,0,0,0,0,6.453,7.17,0,7.17
Minimum Inhibitory Concentration,Micro,87186,,,,48.9,,48.9,8.65,32.61,8.65,9.515,8.65,12.38,12.975000000000001,8.65,7.3525,44.01,48.9,7.3525,48.9
minocycline 100 mg Cap [MRKS],Pharmacy,,A9270,,47781-0546-50,2.08,,2.08,0,0,0,0,0,0,0,0,0,1.872,2.08,0,2.08
minocycline 100. mg Cap [MRKS],Pharmacy,,A9270,,13668-0484-50,2.08,,2.08,0,0,0,0,0,0,0,0,0,1.872,2.08,0,2.08
mirtazapine 15 mg Tab,Pharmacy,,A9270,,51079-0086-20,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
mirtazapine 15. mg Tab,Pharmacy,,A9270,,63739-0355-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W/O MCC",Inpatient DRG,,,641,,,4563.027777777777,4563.027777777777,5325.11058,6524.34,5325.11058,5857.621638,5325.11058,,,5325.11058,4260.0884639999995,4106.724999999999,4563.027777777777,4106.724999999999,6524.34
moexipril 15. mg Tab,Pharmacy,,A9270,,00093-5150-01,2.89,,2.89,0,0,0,0,0,0,0,0,0,2.601,2.89,0,2.89
mometasone 220. mcg Powder-Aerosol,Pharmacy,,A9270,,00085-1341-06,104.18,,104.18,0,0,0,0,0,0,0,0,0,93.76200000000001,104.18,0,104.18
mometasone nasal 50. mcg Spray,Pharmacy,,A9270,,00085-1288-01,318.78,,318.78,0,0,0,0,0,0,0,0,0,286.902,318.78,0,318.78
montelukast 10 mg Tab[MRKS],Pharmacy,,A9270,,33342-0102-15,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
montelukast 10. mg Tab,Pharmacy,,A9270,,16729-0119-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
morphine 1 mg/mL preservative-free Inj Sol 10 mL [MRKS],Pharmacy,,J2274,,00409-3815-12,13.14,,13.14,10.402,19.35,10.402,11.4422,10.402,0,15.602999999999998,10.402,8.8417,11.826,13.14,0,19.35
morphine 10 mg/mL preservative-free Sol,Pharmacy,,J2274,,63323-0451-01,12,,12,10.402,19.35,10.402,11.4422,10.402,0,15.602999999999998,10.402,8.8417,10.8,12,0,19.35
morphine 100 mg/8 hr Tab[MRKS],Pharmacy,,A9270,,42858-0804-01,5.25,,5.25,0,0,0,0,0,0,0,0,0,4.7250000000000005,5.25,0,5.25
morphine 15 mg Tab [MRKS],Pharmacy,,A9270,,00054-0235-25,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
morphine 20 mg/mL Con [MRKS],Pharmacy,,A9270,,00406-8003-30,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
morphine 5. Soln,Pharmacy,,J2274,,00641-6020-10,42.55,,42.55,10.402,19.35,10.402,11.4422,10.402,0,15.602999999999998,10.402,8.8417,38.295,42.55,0,42.55
morphine 600. Conc [MRKS],Pharmacy,,A9270,,00054-0404-44,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
morphine Soln,Pharmacy,,J2274,,00641-6127-25,12,,12,10.402,19.35,10.402,11.4422,10.402,0,15.602999999999998,10.402,8.8417,10.8,12,0,19.35
morphine Tab-ER,Pharmacy,,A9270,,51862-0188-01,11.38,,11.38,0,0,0,0,0,0,0,0,0,10.242,11.38,0,11.38
morphine Tab-ER,Pharmacy,,A9270,,00406-8315-62,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
MRSA Culture,Micro,87081,,,,45,,45,6.63,23.72,6.63,7.293,6.63,9.5,9.945,6.63,5.6354999999999995,40.5,45,5.6354999999999995,45
MRSA Screen,General Lab,87641,,,,110,,110,35.09,74.56,35.09,38.599000000000004,35.09,50.27,52.635000000000005,35.09,29.826500000000003,99,110,29.826500000000003,110
MRSA Screen AMS,General Lab,87081,,,,45,,45,6.63,23.72,6.63,7.293,6.63,9.5,9.945,6.63,5.6354999999999995,40.5,45,5.6354999999999995,45
multivitamin Multiple Vitamins Tab [MRKS],Pharmacy,,A9270,,00904-0530-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
multivitamin Tab,Pharmacy,,A9270,,00904-0539-61,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
multivitamin with iron Tab,Pharmacy,,A9270,,00904-0531-60,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
multivitamin with minerals Tab,Pharmacy,,A9270,,74312-0042-90,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
multivitamin with minerals Tab,Pharmacy,,A9270,,00536-5090-08,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
"Mumps Ab, IgG/IgM - AMS",General Lab,86735,,,,101.7,,101.7,13.05,64.31,13.05,14.355000000000002,13.05,0,19.575000000000003,13.05,11.092500000000001,91.53,101.7,0,101.7
"Mumps, Measles, Rubella, Varicella Zoster Ig - AMS",General Lab,86765,,,,107,,107,12.88,67.59,12.88,14.168000000000003,12.88,0,19.32,12.88,10.948,96.3,107,0,107
mupirocin topical 2% Oin,Pharmacy,,A9270,,51672-1312-01,12.87,,12.87,0,0,0,0,0,0,0,0,0,11.583,12.87,0,12.87
mupirocin topical 2% Ointment,Pharmacy,,A9270,,51672-1312-00,160.38,,160.38,0,0,0,0,0,0,0,0,0,144.342,160.38,0,160.38
Mylan Institutional (formerly UDL L,Pharmacy,,A9270,,51079-0255-20,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Myoglobin,General Lab,83874,,,,70.7,,70.7,12.92,47.19,12.92,14.212000000000002,12.92,18.5,19.38,12.92,10.982,63.63,70.7,10.982,70.7
nabumetone 500 mg Tab,Pharmacy,,A9270,,68462-0358-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nabumetone 500. mg Tab,Pharmacy,,A9270,,00591-3670-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nadolol 20 mg Tab,Pharmacy,,A9270,,69097-0867-07,4.8,,4.8,0,0,0,0,0,0,0,0,0,4.32,4.8,0,4.8
nadolol 20 mg Tab [MRKS],Pharmacy,,A9270,,68001-0317-00,2.76,,2.76,0,0,0,0,0,0,0,0,0,2.484,2.76,0,2.76
nadolol 20. mg Tab,Pharmacy,,A9270,,00781-1181-10,6.14,,6.14,0,0,0,0,0,0,0,0,0,5.526,6.14,0,6.14
nalbuphine 10. Soln,Pharmacy,,J2300,,00409-1463-01,12,,12,3.07,4.05,3.07,3.3770000000000002,3.07,0,4.6049999999999995,3.07,2.6094999999999997,10.8,12,0,12
nalbuphine 200. Soln,Pharmacy,,J2300,,00409-1467-01,63.83,,63.83,61.4,81,61.4,67.54,61.4,0,92.1,61.4,52.19,57.447,63.83,0,92.1
naloxone 0.4 Soln,Pharmacy,,J2310,,00409-1215-01,30.42,,30.42,11.032,17.15,11.032,12.135200000000001,11.032,0,16.548000000000002,11.032,9.3772,27.378000000000004,30.42,0,30.42
naloxone 2. Soln,Pharmacy,,J2310,,76329-3369-01,31.86,,31.86,22.064,34.3,22.064,24.270400000000002,22.064,0,33.096000000000004,22.064,18.7544,28.674,31.86,0,34.3
naproxen 375. mg Tab,Pharmacy,,A9270,,65162-0189-10,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
naproxen 500 mg Tab [MRKS],Pharmacy,,A9270,,53746-0190-05,3.48,,3.48,0,0,0,0,0,0,0,0,0,3.132,3.48,0,3.48
naproxen 500. mg Tab [MRKS],Pharmacy,,A9270,,68462-0190-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
Nasal Culture,Micro,87070,,,,35,,35,8.62,31.56,8.62,9.482,8.62,12.34,12.93,8.62,7.326999999999999,31.5,35,7.326999999999999,35
nebivolol Tab,Pharmacy,,A9270,,00456-1405-30,12.12,,12.12,0,0,0,0,0,0,0,0,0,10.908,12.12,0,12.12
nefazodone 200. mg Tab,Pharmacy,,A9270,,00093-1025-06,3.9,,3.9,0,0,0,0,0,0,0,0,0,3.51,3.9,0,3.9
Neisseria meningitidis antisera B,Micro,87070,,,,35,,35,8.62,31.56,8.62,9.482,8.62,12.34,12.93,8.62,7.326999999999999,31.5,35,7.326999999999999,35
Neonatal Bilirubin,General Lab,82247,,,,28.8,,28.8,5.02,21.09,5.02,5.522,5.02,7.19,7.529999999999999,5.02,4.2669999999999995,25.92,28.8,4.2669999999999995,28.8
neostigmine 10. Soln,Pharmacy,,J2710,,00641-6077-10,56.45,,56.45,0,42.199999999999996,0,0,0,0,0,0,0,50.80500000000001,56.45,0,56.45
Neuromuscular Reeducation Units 97112,PT Tx/Procedures,97112,,,,52,,46.800000000000004,37.36,50,37.36,41.096000000000004,37.36,29.29,56.04,37.36,31.756,46.800000000000004,52,29.29,56.04
niacin 500. mg Cap-ER,Pharmacy,,A9270,,00904-0631-60,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
niacin 500. mg Tab-ER,Pharmacy,,A9270,,00904-4342-60,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nicotine 14 mg/24 hr Fil,Pharmacy,,A9270,,70677-0031-01,4.58,,4.58,0,0,0,0,0,0,0,0,0,4.122,4.58,0,4.58
nicotine 14 mg/24 hr Patch[MRKS],Pharmacy,,A9270,,49348-0145-46,5.43,,5.43,0,0,0,0,0,0,0,0,0,4.887,5.43,0,5.43
nicotine 2. mg Gum,Pharmacy,,A9270,,49348-0573-08,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nicotine 21 mg/24 hr Fil [MRKS],Pharmacy,,A9270,,70677-0032-01,6.63,,6.63,0,0,0,0,0,0,0,0,0,5.967,6.63,0,6.63
nicotine 4 mg Loz,Pharmacy,,A9270,,45802-0873-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nicotine Film-ER [MRKS],Pharmacy,,A9270,,00536-5896-88,4.29,,4.29,0,0,0,0,0,0,0,0,0,3.861,4.29,0,4.29
NIFEdipine 10. mg Cap,Pharmacy,,A9270,,00228-2497-10,2.63,,2.63,0,0,0,0,0,0,0,0,0,2.367,2.63,0,2.63
NIFEdipine 30 mg Tab [MRKS],Pharmacy,,A9270,,50742-0260-01,2.08,,2.08,0,0,0,0,0,0,0,0,0,1.872,2.08,0,2.08
NIFEdipine 30. mg Tab-ER,Pharmacy,,A9270,,24979-0011-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
NIFEdipine 90. mg Tab-ER,Pharmacy,,A9270,,00069-2670-66,23.9,,23.9,0,0,0,0,0,0,0,0,0,21.509999999999998,23.9,0,23.9
nitrofurantoin 100. mg Cap,Pharmacy,,A9270,,47781-0308-01,4.29,,4.29,0,0,0,0,0,0,0,0,0,3.861,4.29,0,4.29
nitrofurantoin macrocrystals 50 mg Cap [MRKS],Pharmacy,,A9270,,68001-0002-00,2.96,,2.96,0,0,0,0,0,0,0,0,0,2.664,2.96,0,2.96
nitrofurantoin macrocrystals-monohydrate 100 mg Cap [MKRS],Pharmacy,,A9270,,68001-0423-00,3.06,,3.06,0,0,0,0,0,0,0,0,0,2.754,3.06,0,3.06
nitroglycerin 0.1 mg/hr Fil [MRKS],Pharmacy,,A9270,,00378-9102-93,2.28,,2.28,0,0,0,0,0,0,0,0,0,2.052,2.28,0,2.28
nitroglycerin 0.2 mg/hr Fil,Pharmacy,,A9270,,68382-0309-30,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nitroglycerin 0.4 mg Tab,Pharmacy,,A9270,,43598-0436-11,2.65,,2.65,0,0,0,0,0,0,0,0,0,2.385,2.65,0,2.65
nitroglycerin 0.4 mg Tab,Pharmacy,,A9270,,68462-0639-45,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nitroglycerin 2% Ointment,Pharmacy,,A9270,,00281-0326-30,44.1,,44.1,0,0,0,0,0,0,0,0,0,39.690000000000005,44.1,0,44.1
nitroglycerin 20 mg/100 mL-D5% intravenous 50. Soln,Pharmacy,,,,00338-1049-02,33.75,,33.75,0,0,0,0,0,0,0,0,0,30.375,33.75,0,33.75
nitroglycerin 50. Soln,Pharmacy,,,,00517-4810-25,14.25,,14.25,0,0,0,0,0,0,0,0,0,12.825000000000001,14.25,0,14.25
nitroglycerin Film-ER,Pharmacy,,A9270,,00904-5495-46,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nizatidine 150. mg Cap,Pharmacy,,A9270,,00185-0150-05,3.08,,3.08,0,0,0,0,0,0,0,0,0,2.7720000000000002,3.08,0,3.08
NM Bone Imaging Whole Body,Radiology,78306,,,,725,,725,265.13,396.52,265.13,291.64300000000003,265.13,273.29,397.695,265.13,225.3605,652.5,725,225.3605,725
nortriptyline 10 mg Cap,Pharmacy,,A9270,,51672-4001-05,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nortriptyline 10. mg Cap,Pharmacy,,A9270,,51672-4001-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
nortriptyline 25 mg Cap,Pharmacy,,A9270,,51672-4002-01,1.9,,1.9,0,0,0,0,0,0,0,0,0,1.71,1.9,0,1.9
