street_registered,state_registered,count(1)
1854 HENDERSONVILLE RD  STE A,NC,3
102 JOHN DEERE LN,NC,4
510 NORTH MAIN STREET,NC,5
206 SPENCOR MILL ROAD,NC,4
260 BURKHART ROAD,NC,3
3929 TINSLEY DRIVE SUITE 104,NC,3
4966 IKE STARNES RD,NC,3
108 NANZETTA WAY,NC,4
4690 YADKINVILLE ROAD,NC,6
3675 FRENCHMAN ROAD,AK,3
2800 ONE FIRST UNION CTR. 301 S. COLLEGE ST.,NC,5
1207 HOUNSLOW DRIVE,NC,4
1 NORTH ROAD,NC,3
209 LAUREL STREET,NC,5
6425 BROOKSHIRE BLVD.,NC,3
2012-C NEW GARDEN ROAD,NC,3
212 SOUTH THIRD STREET,NC,3
126 FORTUNE DRIVE,NC,3
3020 ROBINWOOD ROAD,NC,3
411 ASHCROFT DR.,NC,3
1400 WEST BENSON BLVD.,AK,3
1101 HAYNES ST STE 205,NC,3
900 CENTER PARK DRIVE  SUITE A,NC,7
3650 KARLINE CT,AK,3
708 LUMINA AVE S,NC,3
518 PLAZA BLVD.,NC,5
2074 MINERVA WAY,AK,3
1675 DALE EARNHARDT HIGHWAY  NO. 3,NC,5
349 CAYUGA DR,NC,6
1499 LACKEY TOWN ROAD,NC,5
1200 QUAKER LAKE TRAIL,NC,3
8133 RIVERWAY RD,NC,3
1412 PALACE GARDEN WAY,NC,4
2964 WEDGEVIEW DR,NC,3
509 E CENTER ST,NC,6
6525 HUDSPETH ROAD,NC,4
470 FORT BRAGG ROAD,NC,4
157 GRANGER TRL,NC,3
5245 KINDLING PLACE SW,NC,3
853 OAK FOREST ROAD,NC,4
4141 PINEY GAP DR,NC,3
3515 DAVID COX RD,NC,4
5205 PRIDE LN,NC,3
2512 RED BIRCH DRIVE,NC,3
132 JOE KNOX AVE  SUITE 100,NC,5
3337 MONROE RD,NC,5
1025 MEDICAL CENTER DRIVE,NC,5
105 SELDOM FARM LANE,NC,3
2008 GINSENG LN,NC,4
12001 INDUSTRY WAY #B-1,AK,7
955 N BREAZEALE AVE,NC,3
4906 OLD FAISON ROAD,NC,3
2108 CADENZA LANE,NC,4
2888 CHENA HOT SPRINGS ROAD,AK,7
806 GREEN VALLEY ROAD STE 200,NC,6
504 INDIAN WELLS CIRCLE,NC,6
4912 GREAT MEADOWS COURT,NC,3
9918 MB DAVIS CT,NC,3
706 GREENWOOD ROAD,NC,4
507 MOUNT CARMEL ROAD,NC,3
6302 FAIRVIEW ROAD #209,NC,3
1308 SNOWY EGRET DR,NC,3
207 REGENCY EXECUTIVE PARK DRIVE SUITE 160,NC,3
3120 TWIN LEAF DRIVE,NC,3
111 LARIAT LN,NC,3
1100 COMMSCOPE PLACE SE,NC,4
429 BIVINS ROAD,NC,3
3700 PEACH ORCHARD ROAD,NC,3
223 BROAD STREET,NC,4
1212 ESSEX AVE APT 3,NC,3
PO BOX 177,NC,3
14137 PERUGIA WAY APT 106,NC,3
47303 HEALING CT,AK,3
69 BINGHAM ROAD,NC,3
901 COLONIAL LANE,NC,4
2113 FALLON OAKS COURT,NC,4
214 UNION SQUARE,NC,3
909 EAST BOULEVARD,NC,7
1100 W. CUMBERLAND ST.,NC,3
1906 N VIRGINIA DARE TRAIL,NC,7
136 SONDLEY PARKWAY,NC,3
150 FAYETTEVILLE ST # 1011,NC,4
2520 NEUSE BLVD,NC,7
503 A STREET,AK,4
2337 LATHROP LANE,NC,3
14 FLOWERS CROSSROADS WAY  SUITE 106,NC,4
2515 US HIGHWAY 70 SW,NC,5
300 COTANCHE ST,NC,12
4924 NICHOLAS CREEK CIRCLE,NC,5
1154 EMMAUS ROAD,AK,3
3218 HIDDENWOOD LANE,NC,3
1229 RICHARDSON HIGHWAY,AK,7
301 W FLEMING DR,NC,3
11 ELSWORTH CT,NC,3
5105 GORHAM AVE,NC,3
200 W WENDOVER AVE,NC,3
210 WEST MAIN STREET,NC,4
500 WEST 5TH STREET  SUITE 1800,NC,48
9415 STOCKPORT PLACE,NC,7
101 KEYSTONE CAMP RD,NC,3
8305 FALLS OF NEUSE RD  SUITE 200,NC,7
505-D N SPENCE AVE,NC,4
302 S. CENTRAL AVENUE SUITE A,NC,6
4439 US 421 N,NC,3
353 EAST SIX FORKS ROAD SUITE 250,NC,9
9711 MOSS PLANTATION AVENUE NW,NC,6
5215 JUNCTION CIRCLE  SUITE 100,NC,4
1061 S ENTERPRISE ST,AK,4
5925 BENTWAY DRIVE,NC,3
2309 FAIRCLOTH WAY,NC,4
340 WHITEBRIDGE ROAD,NC,5
263 PINEWOOD COURT,NC,5
4401 DALMOOR DR,NC,3
11116 PIMLICO DRIVE,NC,3
104 MARINERS POINT WAY,NC,3
316 N MAIN ST,NC,5
20 WEST COLONY PLACE  SUITE 120,NC,4
3296 KITTERING LN,NC,3
744 E 13TH AVE,AK,3
6841 N TONGASS HWY STE 100,AK,3
6933 RUNNINGBROOK TERRACE,NC,5
6933 RUNNING BROOK TERRACE,NC,4
401 POINT DRIVE,NC,3
901 KINGS MILL ROAD,NC,3
149 PONDER ROAD,NC,3
4501 NEW BERN AVE STE 130,NC,3
6500 ARNOLD ROAD,NC,3
533 WRITERS WAY,NC,3
235 COMMERCE STREET,NC,3
9625 NORTHCROSS CENTER COURT SUITE 303,NC,3
8305 UNIVERSITY EXECUTIVE PARK DRIVE  SUITE 300,NC,3
5421 OLD POOLE RD #106,NC,3
19315 WEST CATAWBA AVENUE SUITE 104,NC,4
7509 SIX FORKS ROAD,NC,3
870 AIRPORT RD,NC,7
335 ST MARYS RD,NC,4
200 GATEWAY BLVD,NC,4
2820 SELWYN AVE. SUITE 400,NC,3
8804 ALBRIGHT ROAD,NC,3
1549 THE ARTS DRIVE,NC,3
1981 PARKERTOWN RD,NC,3
5817 KACEY MEADOWS DRIVE,NC,4
113 N. CENTER STREET  SUITE 200,NC,3
701 WEST 8TH AVENUESUITE 1100,AK,5
135 APPLECROSS RD,NC,5
412 HENRY DRIVE,NC,6
.5 HEALY SPUR RD,AK,3
6719 FAIRVIEW ROAD,NC,3
943 W 6TH AVE STE 300,AK,3
MILEPOST 230 PARKS HIGHWAY,AK,4
MILE 238 S. PARKS HIGHWAY,AK,6
360 NORTH MAIN,AK,3
35655 EDGINGTON ROAD,AK,3
6450 SHALE CIRCLE,AK,6
495 E HEDGELAWN WAY,NC,3
12015 WILDERNESS RD,AK,3
MILE 1379 ALASKA HWY,AK,4
529 CALEB ROAD,NC,4
2643 NORTH HIGHWAY 16,NC,3
204 EAST MCDOWELL ST,NC,4
203 N ROAD ST,NC,4
8979 MARSHVIEW LN SW,NC,3
394 FLEMING ROAD,NC,4
301 N. MAIN STREET  SUITE 1206,NC,6
2127 FLINT HILL CHURCH ROAD,NC,3
207 CHATEAU RD,NC,3
130 MOTORPLEX DRIVE,NC,3
1011 ASHES DR,NC,6
235 E PALMER STREET,NC,9
113 BLACKSNAKE RD,NC,7
160 RIDGEWOOD ROAD,NC,3
2 STONEWATER PLACE,NC,3
110 PINE STREET,NC,3
17096 HIDEAWAY RIDGE DR,AK,3
16812 ASHTON OAKS DRIVE,NC,3
6805 FAIRVIEW RD,NC,3
2028 LITHO PLACE  STE 300,NC,4
223 EAST BLVD SUITE 4,NC,3
4705 MAIN STREET,NC,3
1002 HUNTSFORD TERRACE,NC,4
1055 MILITARY CUTOFF ROAD  SUITE 201,NC,5
5088 OAK LEVEL ROAD,NC,5
24043 ENDY ROAD,NC,3
311 E. MAIN STREET,NC,10
240 JOSHUA GLEN LANE,NC,3
505 NEW BRIDGE ST,NC,3
6222 W DIMOND BLVD,AK,3
3211 SHANNON ROAD SUITE 620,NC,7
700 E. MOREHEAD ST.  SUITE 100B,NC,3
640 E HARDEN ST,NC,3
123 CAPCOM DRIVE  SUITE 4,NC,4
107 W. FRONT ST.,NC,3
1700 US HWY 301 S,NC,7
3490 WELLFLEET COURT,NC,4
"1029 WEST 3RD AVE, SUITE 510",AK,4
1333 2ND STREET  NE  SUITE 101,NC,3
909 EAST BLVD,NC,7
7600 BILL POOLE RD,NC,4
214 KIMBERLY AVENUE,NC,5
101 E MAIN STREET,NC,5
118 MORLAKE DRIVE STE 100,NC,5
2326 N-NC 16 BUSINESS HWY,NC,8
7061 CAMPGROUND ROAD,NC,3
721 SPEEDWELL RD,NC,4
101 S STRATFORD RD.  SUITE 210,NC,26
3758 HIGHWAY 16 N,NC,5
9650 STRICKLAND RD  STE. 103-352,NC,3
7945 BAY POINTE DRIVE,NC,3
568 JETTON ST STE 200,NC,3
300 FREELAND LANE,NC,3
6526 HONEYMEADE CIRCLE,NC,3
7615 ROYSTER RD,NC,3
418 PIEDMONT DRIVE,NC,7
1112 INDEPENDENCE STREET,NC,4
6208 BENT FORK CIRCLE,NC,4
917 NEW BERN AVENUE,NC,3
4911 CENTRAL PARK DR,NC,4
410 TOWER ROAD,AK,21
131B ATKINSON STREET,NC,3
132 BLUFF STREET,NC,3
3064 WAKE FOREST ROAD,NC,3
8 BRANDY BRANCH ROAD,NC,5
8217 STYERS FERRY ROAD,NC,5
211 EAST THIRD STREET,NC,3
2512 HIDDEN MEADOW DRIVE,NC,3
1424 N HOWE ST,NC,6
5540 CENTERVIEW DR.  STE 204  #24754,NC,3
1041 CLASSIC ROAD,NC,3
325 WEST RENOVAH CIRCLE,NC,3
1002 DRIFTWOOD DR,NC,3
300 MILL STREETSUITE 20,AK,5
112 KING WILLIAM RD,NC,3
2043 NORTHMONT DRIVE,NC,3
21 ROSEBAY LN,NC,3
5 BIRMINGHAM STREET,NC,5
58 CHAPELTON COURT  SUITE 120,NC,3
4838 BROCKTON CT NW,NC,3
207 LEE STREET,NC,4
1706 VERRAZZANO PLACE,NC,3
2309 WABASH RD,NC,3
19136 S BIRCHWOOD LOOP,AK,3
9108 KIRKHILL DRIVE,NC,4
2813 VILLAGE WAY,NC,3
601 BON AIRE ROAD,NC,3
109 MCNEILL ROAD,NC,3
2600 ONE WELLS FARGO CENTER 301 SOUTH COLLEGE STREET,NC,10
1181 DUCK ROAD,NC,3
1500 CROATAN HWY,NC,3
11010 LAKE GROVE BLVD STE 100-469,NC,4
13801 REESE BLVD WEST STE 110,NC,6
4305 BELNAP DR,NC,3
136 SKYSTASAIL DRIVE,NC,3
17818 STATESVILLE ROAD  SUITE 223,NC,8
17818 STATESVILLE RD #223,NC,3
17115 KENTON DRIVE SUITE 204A,NC,4
"115 S. SAINT MARY'S ST. STE. C",NC,16
100 CRABORCHARD PLACE,NC,3
1200 LINCOLN STREET,NC,3
4500 PARRISH MANOR DRIVE,NC,6
35743 KENAI SPUR HWY,AK,6
2730 EAST W.T. HARRIS BOULEVARD SUITE 101,NC,3
1675 DALE EARNHARDT HWY #3,NC,5
2383 RED BUG RD,NC,4
30 MOUNTAIN MIST WAY,NC,4
59501 CARY,NC,5
2845 WHEELOCK ROAD,NC,3
201 COMMERCE ST,NC,6
127 W WORTHINGTON AVENUE SUITE 290,NC,3
870 WEST KING STREET  SUITE B,NC,11
1215 W NEW BERN RD,NC,4
815 PATTON AVENUE,NC,11
310 BLACKWELL STREET  4TH FLOOR  DUKE UNIVERSITY,NC,3
10129 SAN REMO PLACE,NC,3
310 BLACKWELL STREET,NC,5
200 GATEWAY BLVD.,NC,11
4201 FAYETTEVILLE ROAD,NC,7
500 EAST BOULEVARD,NC,4
510 L STREETSUITE 500,AK,6
118 MAIN ST,NC,3
310 BLACKWELL STREET  4TH FLOOR  104124,NC,3
2021 WYNNSCOTT FARM LANE,NC,3
617 B KIRBY STREET,NC,3
6353 E INDEPENDENCE BLVD,NC,5
174 BUTLER DR,NC,3
305 INDUSTRIAL BLVD,NC,3
50 HILLCREST DRIVE,NC,3
2605 BROOKSTONE RIDGE LOOP,NC,3
4760 BROCKTON COURT,NC,3
2502 RAMBLING CREEK ROAD,NC,4
11712 DAN MAPLES DRIVE,NC,3
521 DAVENPORT RD,NC,3
600 WASHINGTON ST,NC,13
"2828 TOM'S RIDGE LANE",NC,3
305 PAGE ST,NC,3
1002 DRIFTWOOD DRIVE,NC,6
253 ROCKFORD ROAD,NC,3
5703 FALKIRK LANE,NC,5
102 HIDDEN PASTURES DR. SUITE 106,NC,4
59 WINDING OAK WAY,NC,3
201 MCCULLOUGH DRIVE SUITE 180,NC,3
40837 BELNAP DR,AK,4
1209 CHURCHILL DOWNS DRIVE,NC,3
253 VICTORIA AVENUE,NC,3
662 TARHEEL WEST,NC,3
2001 WALNUT LANE,NC,3
216 WESTON ESTATES WAY,NC,3
5946 RED HILL ROAD,NC,3
200 WEST PARKWAY AVENUE,NC,4
1013 ROOSEVELT DRIVE,NC,3
110 W. GRAY EAGLE ST  SUITE 101,NC,3
203 E MAIN ST,NC,3
8508 PARK ROAD #192,NC,3
113- B CAUSEWAY DRIVE,NC,5
119 NORTH BOYLAN AVENUE,NC,6
4198 NORTH CHERRY STREET,NC,3
4146 SAWMILL RD,NC,3
1900 LEWIS STREET,NC,3
16218 HENRY LANE,NC,7
710 MILLER ST,NC,3
599 CASTLE RISING RD,NC,3
28069 RYAN ROAD,NC,3
446 LADY BUG LANE,NC,3
103 PINELAND CIRCLE,NC,3
6516 OLD DAVIS RD,NC,3
218 KINGSWAY CIRCLE,NC,3
2235 GATEWAY ACCESS POINT SUITE 201,NC,9
615 BUNKER DR.,NC,3
6837 FALLS OF NEUSE ROAD  SUITE 206,NC,3
605 KANUGA ROAD,NC,6
128 FAST LANE,NC,8
618 B GUILFORD COLLEGE RD,NC,5
1072 ZION CHURCH ROAD,NC,3
618-B GUILFORD COLLEGE RD.,NC,3
11126 HOLLIS HILL LANE,NC,3
PO BOX 188,NC,4
260 AIRPORT ROAD,NC,4
PO BOX 485,NC,4
4100 DURHAM RD,NC,3
003 HWY 158 WEST,NC,3
249 GILBERT ROAD,NC,3
5800 OLD PINEVILLE RD STE 201,NC,4
800 W.H. SMITH BLVD.,NC,5
401 N MAIN ST,NC,4
211 S MAIN ST,NC,5
5752 S US HIGHWAY 117,NC,23
107 KENWAY LOOP,NC,3
6525 MORRISON BLVD SUITE 402,NC,5
1001 PROCURE ST STE 101,NC,7
1222 MARTRY ROAD,NC,7
100 MOUNTAIN HARBOUR DRIVE,NC,4
10940 RAVEN RIDGE ROAD  SUITE 210,NC,3
1509 TRYON ROAD,NC,3
103 CANDLEWOOD ROAD,NC,5
2840 PLAZA PLACE,NC,5
2624 HALFHITCH TRAIL,NC,4
4300 JUNIPER DAIRY CT,NC,3
1321 COMMERCE DR,NC,6
9140 ARROWPOINT BLVD STE 215,NC,4
321 E. CHAPEL HILL STREET,NC,4
2609 ATLANTIC AVE SUITE 201,NC,4
1230 AVONDALE DR.,NC,3
1308 BROAD STREET,NC,3
5009 BELMONT CROSSING DRIVE,NC,3
209 LLOYD STREET  SUITE 350,NC,6
ATTN: TAX DEPT  6000 MONROE RD,NC,3
611 PRINCESS STREET,NC,5
RT 1 BOX 242,NC,3
331 WEST MAIN STREET,NC,3
111 CORCORAN ST,NC,6
8515 REDDING GLEN AVE,NC,4
1009 SPRING FOREST RD.,NC,3
4700 HOMEWOOD CT.  SUITE 380,NC,7
403 WEST C STREET APT E2,NC,3
113 CANYON VIEW PLACE,NC,3
122 EAST PARRISH ST,NC,3
2649 ROLLING HILLS DRIVE,NC,4
3062 WESTON GREEN LOOP,NC,3
3460 MERIDIAN WAY,NC,3
1211 TARBORO ST SW,NC,6
5322 NC HWY 55 STE 103,NC,4
1821 GREEN STREET,NC,3
3708 MAYFAIR ST  STE 100,NC,10
1442 CAMPBELL RD,NC,6
3420 WAKE FOREST HWY,NC,3
16133 GLEN MIRO DR,NC,3
305 EAST MAIN STREET,NC,4
3206 GUESS ROAD,NC,3
212 W. MAIN STREET SUITE 300,NC,4
120 MORRIS ST.,NC,3
1414 RALEIGH RD  SUITE 445,NC,3
205 LENTZ ROAD,NC,3
3709 W MARKET ST,NC,3
610 E MOREHEAD STREET  SUITE 100,NC,7
3840 KIMWELL DRIVE,NC,3
7900 NATIONAL SERVICE RD CC2-7,NC,3
406 BLACKWELL ST STE 420,NC,3
4004 DEMBRIDGE DRIVE,NC,4
2317 SPRINGDALE AVENUE,NC,3
253 IDAHO ST,AK,3
122 COX POND ROAD,NC,3
4709 AMANDA DR,AK,3
235 EAST PALMER STREET,NC,9
2715 ASHTON DR STE 100,NC,8
431 W 7TH AVE STE 203,AK,4
804 GREEN VALLEY ROAD,NC,4
1331 NORWOOD STREET,NC,4
1729 NEW HANOVER MEDICAL PARK DRIVE,NC,4
5608 UWHARRIE ROAD,NC,3
4130 PARKLAKE AVENUE  SUITE 100,NC,4
504 ASHBURTON DRIVE,NC,3
10200 CENTRUM PKWY,NC,3
5801 BLACKSMITH DR,NC,3
3124 ZEBULON ROAD,NC,6
5960 FAIRVIEW RD STE 400,NC,7
17824 STATESVILLE ROAD  SUITE 124,NC,13
2114 QUEENS ROAD,NC,3
201 NORTH FRONT STREET  SUITE 915,NC,3
330 E. MAIN STREET,NC,6
3900 COMMERCE PARK DRIVE,NC,3
1015 HUTTON LANE SUITE 103,NC,7
4935 RALEIGH ROAD PARKWAY,NC,7
4622 COUNTRY CLUB ROAD  SUITE 100,NC,10
1939 NC HWY 109 S,NC,6
2451 LEJEUNE BLVD.,NC,3
422 RALEIGH ROAD,NC,5
6819 CREEK WOOD DRIVE,NC,7
4001 WILSON DR.,NC,5
360 TARRAGON TRAIL,NC,3
4044 TAMARISK LANE,NC,3
18935 CLOVERSTONE CIRCLE,NC,3
130 EDINBURGH SOUTH DRIVE  SUITE 208,NC,5
16333 CROATAN COURT,NC,3
6474 GROVEWOOD TRAIL,NC,3
1601 HIGHWAY 70 EAST,NC,3
7 ORCHARD ST STE 202,NC,3
517 ALCOVE RD  STE 202,NC,8
1577 C STREET STE 101C,AK,3
3028 HAVASU WAY,NC,3
33 DOUGLAS PLACE,NC,3
288 WEST PLAZA DRIVE,NC,3
316 LAKE POINT LANE,NC,4
2530 HOWERTON COURT,NC,3
217 JOSIAH DRIVE,NC,3
106 CAROLINA DRIVE,NC,3
115 E. PARK AVENUE  SUITE B,NC,3
7801 EBENEZER CHURCH ROAD,NC,3
406 MAIN STREET,NC,6
11121 CARMEL COMMONS BLVD STE 250,NC,14
11121 CARMEL COMMONS BOULEVARD  SUITE 250,NC,3
1025 LAMB ROAD,NC,4
11121 CARMEL COMMONS BLVD. SUITE 250,NC,7
20729 RIO ORO DRIVE,NC,3
11121 CARMEL COMMONS BLVD SUITE 250,NC,7
11121 CARMEL COMMONS BLVD.  STE. 250,NC,3
1048 10TH STREET LANE NW,NC,4
408 BROOK ST,NC,3
5001 ROBERSON FARM ROAD,NC,3
412 GAMBIT CIRCLE,NC,3
11121 CARMEL COMMONS BOULEVARD SUITE 250,NC,3
9935-D REA ROAD  #262,NC,3
210 OAK AVE.,NC,19
6013 JONES FARM RD,NC,3
2209 HAMRICK DR,NC,3
300 W. SUMMIT AVE  STE 250,NC,13
15720 BRIXHAM HILL AVENUE # 203,NC,4
4801 E INDEPENDENCE BLVD STE 203,NC,3
7138 BEALE RD,NC,3
9121 CULCAIRN ROAD,NC,3
288 W PLAZA DR,NC,5
90 CHEROKEE ROAD,NC,8
807 E MAIN STREET SUITE 2-210,NC,10
18525 STATESVILLE RD UNIT D2,NC,4
623 N 35TH STREET,NC,3
19607 WEST CATAWBA AVE SUITE 102,NC,3
3010 TRENWEST DRIVE,NC,4
144 BEVAN DRIVE,NC,3
1401 MOREHEAD AVE,NC,3
1212 MANN DRIVE SUITE 100,NC,5
8601 SIX FORKS RD  STE. 400,NC,6
97 TURNBERRY,NC,11
629 L ST STE 101,AK,3
322 ROLLING HILL RD  SUITE B,NC,9
22247 ANDREW JACKSON HIGHWAY E,NC,4
301 S MCDOWELL ST STE 320,NC,5
4005 ALEXANDRA ALLEY DRIVE,NC,3
1400 EASTCHESTER DR STE 104,NC,11
400 BELLEMEADE ST.  SUITE 800,NC,3
1300 BRAGG BLVD STE 1316,NC,3
207 TORREY PINES DRIVE,NC,3
2579 ERIC LANE SUITE J,NC,3
109 E FRANKLIN ST STE 200,NC,5
118 E MAIN ST,NC,3
215 WINDSOR DRIVE,NC,3
6769 ALBEMARLE RD SUITE A,NC,10
200 OLD WINSTON ROAD STE 103,NC,3
10350 NC HWY 801,NC,3
2316 TUCKER STREET,NC,5
2137 AUBURN LANE,NC,3
372 LOAFER DRIVE,NC,3
6833 ORR RD,NC,3
7525 OLD PLANK ROAD,NC,4
331 BARREL DRIVE,NC,4
4119 DEVONWOOD COURT,NC,3
7200 DEVONSHIRE DRIVE,NC,3
103 DABBLING DUCK CIRCLE,NC,3
242 SARANAC DR,NC,3
48500 DIAMOND M RANCH ROAD,AK,5
409 EAST MARKET STREET,NC,3
448 PILCH ROAD,NC,3
6903 HIGH ROCK ROAD,NC,3
2200 E BESSEMER AVE,NC,3
103 WANDA AVENUE,NC,5
615 EARL DAVIS ROAD,NC,5
1017 CAYLEY CT,NC,3
4141 PARKLAKE AVENUE # 130,NC,3
14002 MILLERS CREEK LN,NC,3
9721 SADDLE AVE,NC,3
174 FLINCHUM LANE,NC,3
101 SOUTH AVE,NC,9
BRAY & LONG  PLLC 2820 SELWYN AVENUE  SUITE 400,NC,3
420 FRONT ST,AK,3
420 E PINE ST,NC,5
60 CHEROKEE RD.,NC,3
800 ATKINSON STREET,NC,3
11220 ELM LN STE. 207,NC,3
219 BATTLEGROUND AVE,NC,3
8608 HAWKSMOOR DR,NC,6
1308 REMBRANDT CIRCLE,NC,3
2900 KANOY ROAD,NC,4
2630 BATTLEGROUND AVE,NC,3
3007 KRAUS GLEN DR.,NC,3
5 STANCLIFF DRIVE,NC,7
161 HWY 70 SE,NC,5
211 TAPOCO RD,NC,3
3816 EARNHARDT RD,NC,3
1300 LANDFALL DRIVE,NC,3
4202 54TH AVE NE,NC,3
2617 AUDUBON DRIVE,NC,3
132 JOE KNOX AVENUE SUITE 100,NC,5
6047 TYVOLA GLEN CIR STE 100,NC,5
2146 MECKLENBURG AVE,NC,3
305 COUNTRY MILL WAY,NC,4
4101 CATFISH WAY,NC,3
804 W MARTIN LUTHER KING JR DR,NC,3
16605 BASTIA ST,NC,3
3054 CLEARWATER LAKE,AK,3
8603 AVIATION BOULEVARD,NC,4
200 SOUTH COLLEGE STREET  SUITE 1800,NC,4
3200 CROASDAILE DR STE 205,NC,3
451 WHITE OAK SWAMP ROAD,NC,3
4990 DAVIS ROAD,NC,3
5101 DUNLEA CT STE 201C,NC,4
1048 CROSS GATE ROAD,NC,4
201 N. MCDOWELL ST  #35601,NC,3
4148 MENDENHALL OAKS PARKWAY,NC,3
1871 SMOKEY PARK HWY,NC,3
1729 N CENTER ST,NC,4
3215 TALLIA CT,NC,3
11238 JOE MORRISON LANE,NC,3
1433 MACEDONIA CHURCH ROAD,NC,3
5816 STONE SPRING ROAD,NC,3
1259 VIXON WAY,AK,3
1944 BRUNSWICK AVE,NC,3
460 WEAVERVILLE RD UNIT 7,NC,3
1009 WHITE OAK RD,NC,3
3201 MACKINAC ISLAND LN,NC,3
133 FAYETTEVILLE ST 6TH FLOOR,NC,4
2744 TOXEY DRIVE,NC,3
600 S MAIN ST,NC,3
464 DEAVERVIEW ROAD,NC,8
7471 RANDSHIRE WAY,NC,3
238 SPELLERS FERRY ROAD,NC,3
921 SCOTT RD.,NC,4
5809 CLARKS FORK DR,NC,4
5110 SAND RIDGE ROAD,NC,3
14045 BALLANTYNE CORPORATE PLACE SUITE 140,NC,3
101 WOLVERINE ROAD,NC,3
6611 LUTHER ROAD,NC,3
4131 FAULKNER PLACE,NC,4
109 N. MAIN STREET,NC,4
113 N CENTER ST STE 200,NC,3
2201 SPRING FOREST ROAD,NC,5
115 N 3RD STREET  SUITE 301,NC,4
7030 NATIONS FORD ROAD,NC,3
3719 MCKELVEY ST,NC,3
103 CHURCH STREET,NC,6
18909 RIVER FORD DRIVE,NC,3
103 NORTH GRIFFING BOULEVARD,NC,3
4309 KNIGHTWOOD DR,NC,4
241 SUMMIT AVENUE  SUITE 100,NC,3
11345 ALLEN STATION DRIVE,NC,3
130 3RD STREET NE,NC,4
9360 GLACIER HIGHWAY #202,AK,6
6015 FAYETTEVILLE ROAD SUITE 116,NC,3
601 UNION WEST BLVD,NC,3
267 TIMBER RIDGE DRIVE SUITE 1434,NC,3
1208 OAKLAND AVENUE,NC,3
110 E ARLINGTON BLVD STE N,NC,3
7236 RIVER RD,NC,3
1438 REMINGTON LANE NW,NC,3
"101 E. 9TH AVE., STE. 12-B,",AK,3
5960 FAIRVIEW ROAD SUITE 400,NC,7
324 W. WENDOVER AVE.,NC,10
91 AVIATOR LANE,NC,4
3675 MARINE DR.,NC,8
61 RUFUS ROBINSON ROAD,NC,3
2015 AYRSLEY TOWN BLVD  SUITE 202,NC,8
5310 S. ALSTON AVENUE  STE 210,NC,3
5310 SOUTH ALSTON AVENUE  SUITE 210,NC,9
13860 BALLANTYNE CORPORATE PLACE SUITE 240,NC,6
228 E. PARK AVENUE,NC,3
4431 COBBLESTONE ALLEY,NC,3
2829 CHIEF WILLIAM DR #6,AK,3
824 FONTANA BLVD,NC,3
23557 SUNNY GLEN DRIVE,AK,3
606 S MAIN ST,NC,5
210 AIRPORT ROAD,NC,5
6008 CHITTIM CT,NC,3
7945 MESQUITE CIR,AK,3
900 N. HYER SPUR,AK,6
150 FAYETTEVILLE ST.  SUITE 2300,NC,7
2407 CENTRAL AVE,NC,3
1135 DEERCHASE DRIVE,NC,3
105 NORTH MAIN STREET,NC,7
3505 CONVERSE DRIVE  SUITE 175,NC,3
4450 CORDOVA ST STE 200,AK,3
3107 EVANS STREET STE B,NC,4
123 SAILVIEW ROAD,NC,5
7272 BEAVER RUN DRIVE,NC,3
1110 A DOVER ROAD,NC,4
2702 DENALI STREETSUITE 100,AK,3
9309 GLACIER HWY A-201,AK,3
20117 W CATAWBA AVE,NC,3
8525 DOUBLE EAGLE GATEWAY,NC,3
3600 BLUEBELL COURT,NC,3
64 CLINGMAN AVENUE  SUITE 101,NC,7
3623 NORTH ELM ST STE 200,NC,5
168 WHITTIER HEIGHTS ROAD,NC,3
7600 JASON PL,AK,3
223 HWY 70 EAST  SUITE 110,NC,8
725 SHEARIN ANDREW ROAD,NC,6
9115 HARRIS CORNERS PKWY STE 165,NC,4
10935 WINDS CROSSING DRIVE STE 500,NC,3
383 EAGLE RIDGE ROAD,NC,3
130 S WILLOW ST STE 3,AK,3
8701 YOSEMITE DR,AK,3
10519 HIGH BLUFF DR,AK,3
108 WEST MAIN STREET,NC,3
715 GIMGHOUL ROAD,NC,3
1946 WEST GREEN DRIVE,NC,7
89 CROOKED CREEK LANE,NC,3
6304 MUIR CT,NC,3
919 SEARIDGE LANE,NC,3
5620 CONCORD PARKWAY S SUITE 103,NC,6
125 N WILLOW STREETSUITE B,AK,4
8759 RAMSBURY WAY,NC,4
2711 CASHWELL DRIVE,NC,8
106 LOCH LAURIN LANE,NC,3
9201 LEESVILLE RD SUITE 201,NC,3
2711 CASHWELL DR,NC,4
4247 ROLLING KNOLL LANE,NC,3
3700 GLENWOOD AVE SUITE 410,NC,3
4000 HWY 64 WEST,NC,3
3280 NC 69  SUITE 1,NC,3
15708 EAGLEVIEW DRIVE,NC,3
13000 SOUTH TRYON ST SUITE F-163,NC,6
206 K AVENUE,NC,7
K AVENUE,NC,3
1610 GLENWOOD AVENUE  SUITE C,NC,4
610 FENNER ROAD,NC,4
16928 LANCASTER HWY SUITE 109,NC,3
280 SOUTH BEAUMONT STREET,NC,3
101 DUNN ROSS COURT,NC,3
18215 ARDWYCK PL,NC,3
203 W. MILLBROOK ROAD  SUITE 200,NC,4
3645 BROOKS LANE,NC,3
RFD,NC,6
320 NC HWY 200 N,NC,5
