name,ccn,homepage_url,state_code,street,city,state,zip,beds,telephone
COTEAU DES PRAIRIES HEALTH CARE SYSTEM,431339,https://www.cdphealth.com/,SD,205 Orchard Drive,Sisseton,SD,57262,25,(605) 698-7647
WESTCHESTER MEDICAL CENTER,330234,https://www.westchestermedicalcenter.com,NY,100 Woods Road,Valhalla,NY,10595,895,(914) 493-7000
"AHN EMERUS WESTMORELAND, LLC",390333,https://www.ahnneighborhood.org/locations/hempfield/,PA,6321 Route 30,Greensburg,PA,15601,40,(878) 295-4735
COVENANT HEALTH HOBBS HOSPITAL,320065,https://www.providence.org/locations/covenant-health/hobbs-hospital,NM,5419 North Lovington Highway,Hobbs,NM,88240,61,(575) 492-5000
ENCOMPASS HEALTH REHAB HOSPITAL OF SCOTTSDALE,033025,https://www.encompasshealth.com/scottsdalerehab,AZ,9630 East Shea Boulevard,Scottsdale,AZ,85260,60,(480) 551-5400
EDGEWOOD SURGICAL HOSPITAL,390307,https://www.edgewoodsurgical.com,PA,239 Edgewood Drive Extension,Transfer,PA,16154,10,(724) 646-0400
SAINT FRANCIS HOSPITAL MUSKOGEE,370025,https://www.saintfrancis.com/location/saint-francis-hospital-muskogee,OK,300 Rockefeller Drive,Muskogee,OK,74401,320,(918) 682-5501
ENCOMPASS HEALTH REHAB HOSPITAL OF BLUFFTON,423032,https://encompasshealth.com/blufftonrehab,SC,107 Seagrass Station Road,Bluffton,SC,29910,38,(843) 836-8200
BEVERLY HOSPITAL,050350,https://www.beverly.org,CA,309 West Beverly Boulevard,Montebello,CA,90640,202,(323) 726-1222
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,130007,https://www.saintalphonsus.org/location/saint-alphonsus-regional-medical-center,ID,1055 North Curtis Road,Boise,ID,83706,378,(208) 367-2121
PENN HIGHLANDS DUBOIS,390086,https://www.phhealthcare.org/location/hospitals/penn-highlands-dubois-3,PA,100 Hospital Avenue,DuBois,PA,15801,216,(814) 371-2200
YORK HOSPITAL,200020,https://www.yorkhospital.com/locations/york/,ME,15 Hospital Drive,York,ME,03909,54,(207) 363-4321
ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY,013028,https://www.encompasshealth.com/montgomeryrehab,AL,4465 Narrow Lane Road,Montgomery,AL,36116,80,(334) 284-7700
HARRIS HEALTH SYSTEM,450289,https://www.harrishealth.org/locations-hh/Pages/ben-taub.aspx,TX,1504 Taub Loop,Houston,TX,77030,654,(713) 873-2000
CAPE FEAR VALLEY HOKE HOSPITAL,340188,https://www.capefearvalley.com/hospitals/hoke.html,NC,210 Medical Pavilion Drive,Raeford ,NC,28376,41,(910) 904-8000
ENCOMPASS HEALTH REHABILITATION HOSPITAL THE VINTA,673052,https://www.encompasshealth.com/thevintagerehab,TX,20180 Chasewood Park Drive,Houston,TX,77070,60,(281) 205-5100
VALLEY HOSPITAL,034026,https://www.valleyhospital-phoenix.com/,AZ,3550 East Pinchot Avenue,Phoenix,AZ,85018,122,(602) 952-3939
"NEMOURS CHILDRENS HOSPITAL, FLORIDA",103304,https://www.nemours.org/locations/orlando-nemours-childrens-hospital.html,FL,6535 Nemours Parkway,Orlando,FL,32827,130,(407) 567-4000
MONTCLAIR HOSPITAL MEDICAL CENTER,050758,https://www.montclair-hospital.org/,CA,5000 San Bernardino Street,Montclair,CA,91763,106,(909) 625-5411
ENCOMPASS HEALTH REHAB HOSPITAL OF SIOUX FALLS,433027,https://encompasshealth.com/locations/siouxfallsrehab,SD,4700 West 69th Street,Sioux Falls,SD,57108,40,(605) 305-5995
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,040036,https://www.baptist-health.com/location/baptist-health-medical-center-north-little-rock/,AR,3333 Springhill Drive,North Little Rock,AR,72117,224,(501) 202-3000
FAIRFIELD MEDICAL CENTER,360072,https://www.fmchealth.org,OH,401 North Ewing Street,Lancaster,OH,43130,202,(740) 687-8000
SELECT SPECIALTY HOSPITAL - TALLAHASSEE,102020,https://www.selectspecialtyhospitals.com/locations-and-tours/fl/tallahassee/tallahassee/,FL,1554 Surgeons Drive,Tallahassee,FL,32308,48,(850) 219-6800
COLORADO RIVER MEDICAL CENTER,051323,https://crmccares.com/,CA,1401 Bailey Avenue,Needles,CA,92363,25,(760) 326-7100
FLORIDA STATE HOSPITAL UNIT 31 MED,100298,https://www.myflfamilies.com/service-programs/mental-health/fsh,FL,100 North Main Street,Chattahoochee,FL,32324,58,(850) 663-7001
UTAH VALLEY HOSPITAL,460001,https://intermountainhealthcare.org/locations/utah-valley-hospital/,UT,1034 North 500 West,Provo,UT,84604,383,(801) 357-7850
LAS VEGAS-AMG SPECIALTY HOSPITAL,292007,https://amgihm.com/locations/las-vegas/,NV,4015 McLeod Drive,Las Vegas,NV,89121,24,(702) 433-2200
H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE I,100271,https://moffitt.org/locations-directions/moffitt-cancer-center-on-magnolia-usf/,FL,12902 Magnolia Drive,Tampa,FL,33612,218,(813) 745-4673
PRATTVILLE BAPTIST HOSPITAL,010108,https://www.baptistfirst.org/locations/prattville-baptist-hospital,AL,124 South Memorial Drive,Prattville,AL,36067,55,(334) 365-0651
APPLING HOSPITAL,110071,https://www.ahcs.org/,GA,163 East Tollison Street,Baxley,GA,31513,165,(912) 367-9841
CAROLINA EAST MEDICAL CENTER,340131,https://www.carolinaeasthealth.com/,NC,2000 Neuse Boulevard,New Bern,NC,28561,309,(252) 633-8111
LUTHERAN MEDICAL CENTER,060009,https://www.sclhealth.org/locations/lutheran-medical-center/,CO,8300 West 38th Avenue,Wheat Ridge,CO,80033,256,(303) 425-4500
KAISER FOUNDATION HOSPITAL - ROSEVILLE,050772,https://healthy.kaiserpermanente.org/northern-california/facilities/roseville-medical-center-100331,CA,1600 Eureka Road,Roseville,CA,95661,340,(916) 784-4000
WILMINGTON VA MEDICAL & REGIONAL OFFICE CENTER,08002F,https://www.va.gov/wilmington-health-care/locations/wilmington-va-medical-center/,DE,1601 Kirkwood Highway,Wilmington,DE,19805,0,(302) 994-2511
TULSA CENTER FOR BEHAVIORAL HEALTH,374026,https://oklahoma.gov/odmhsas.html,OK,2323 South Harvard Avenue,Tulsa,OK,74114,56,(918) 293-2140
BEAUREGARD MEMORIAL HOSPITAL,190050,https://www.beauregard.org,LA,600 South Pine Street,DeRidder,LA,70634,49,(337) 462-7100
QUAIL RUN BEHAVIORAL HEALTH,034031,https://www.quailrunbehavioral.com,AZ,2545 West Quail Avenue,Phoenix,AZ,85027,102,(602) 455-5700
U S ARMY HOSPITAL,06003F,https://evans.tricare.mil/,CO,1650 Cochrane Circle,Fort Carson,CO,80913,0,(719) 526-7000
LAKE CHARLES MEMORIAL HOSPITAL,190060,https://www.lcmh.com/locations/lake-charles-memorial-hospital/,LA,1701 Oak Park Boulevard,Lake Charles,LA,70601,324,(337) 494-3000
UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,https://unmhealth.org/locations/sandoval-regional-medical-center/,NM,3001 Broadmoor Boulevard North East,Rio Rancho,NM,87144,60,(505) 994-7000
HIGHLAND SPRINGS,364053,https://highlandspringshealth.com/locations/highland-hills-oh/,OH,4199 Mill Pond Drive,Highland Hills,OH,44122,72,(216) 539-3863
WALLOWA MEMORIAL HOSPITAL,381306,https://www.wchcd.org,OR,601 Medical Parkway,Enterprise,OR,97828,23,(541) 426-3111
BEACON HAVEN,241991,https://www.beaconhaven.org,MN,1200 Long Lake Road,New Brighton,MN,55112,0,(651) 379-0100
HOSPITAL DR CAYETANO COLL Y TOSTE,400087,https://metropavia.com/hospital-pavia-arecibo/,PR,Carretera 129 KM 1.0,Arecibo,PR,00612,176,(787) 650-7272
MEDICAL CENTER OF NEWARK LLC,360347,https://www.mcnohio.com,OH,2000 Tamarack Road,Newark,OH,43055,20,(740) 522-7800
SIOUX FALLS V A MEDICAL CENTER,43005F,https://www.siouxfalls.va.gov/,SD,2501 West 22nd Street,Sioux Falls,SD,57105,0,(605) 336-3230
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,190259,https://www.lafayettesurgical.com,LA,1101 Kaliste Saloom Road,Lafayette,LA,70508,20,(337) 769-4100
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,https://www.ssmhealth.com/locations/st-anthony-hospital,OK,1000 North Lee,Oklahoma City,OK,73102,564,(405) 272-7000
US ARMY HOSP,17002F,https://irwin.tricare.mil/,KS,  650 Huebner Road,Fort Riley,KS,66442,0,(785) 239-3627
MCPHERSON HOSPITAL INC,170105,https://www.mcphersonhospital.org,KS,1000 Hospital Drive,McPherson,KS,67460,37,(620) 241-2250
SOUTH TEXAS REHABILTATION HOSPITAL,453092,https://strh.ernesthealth.com/,TX,425 East Alton Gloor Boulevard,Brownsville,TX,78526,40,(956) 554-6000
YELLOWSTONE SURGERY CENTER LLC,270091,https://yellowstonesurgerycenter.com/about-yellowstone-surgery-center/billings-downtown-location/,MT,1144 North Broadway,Billings,MT,59101,0,(406) 237-5900
PEAK VIEW BEHAVIORAL HEALTH,064026,https://peakviewbh.com/,CO,7353 Sisters Grove,Colorado Springs,CO,80923,112,(719) 444-8484
COMMUNITY MEMORIAL HOSPITAL,490098,https://www.vcuhealth.org/community-memorial-hospital,VA,1755 North Mecklenburg Avenue,South Hill,VA,23970,210,(434) 447-3151
SAINT ANTHONY HOSPITAL,140095,https://www.sahchicago.org/,IL,2875 West 19th Street,Chicago,IL,60623,151,(773) 484-1000
NORTHWEST OHIO PSYCHIATRIC HOSPITAL,364014,https://mha.ohio.gov/about-us/regional-psychiatric-hospitals/locations/northwest-ohio-psychiatric-hospital,OH,930 Detroit Avenue,Toledo,OH,43614,118,(419) 381-1881
JASPER MEMORIAL HOSPITAL,111303,https://www.jaspermemorialhospital.org/,GA,898 College Street,Monticello,GA,31064,67,(706) 468-6411
PROVIDENCE SEWARD MEDICAL CENTER,021302,https://www.providence.org/locations/ak/seward-medical-center,AK,417 First Avenue,Seward,AK,99664,46,(907) 224-5205
TOUCHETTE REGIONAL HOSPITAL INC,140077,https://www.touchette.org,IL,5900 Bond Avenue,Centreville,IL,62207,123,(618) 332-3060
MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,053309,https://www.millerchildrenshospitallb.org/,CA,2801 Atlantic Avenue,Long Beach,CA,90806,357,(562) 933-5437
ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,223026,https://www.encompasshealth.com/newenglandrehab,MA,2 Rehabilitation Way,Woburn,MA,01801,179,(781) 935-5050
MEMORIAL HOSPITAL,281320,https://www.memorialcommunityhealth.org/,NE,1423 Seventh Street,Aurora,NE,68818,14,(402) 694-3171
KELL WEST REGIONAL HOSPITAL,450827,https://www.kellwest.com/,TX,5420 Kell West Boulevard,Wichita Falls,TX,76310,41,(940) 692-5888
NORTHWESTERN MEDICAL CENTER INC,470024,https://www.northwesternmedicalcenter.org,VT,133 Fairfield Street,Saint Albans,VT,05478,53,(802) 524-5911
EMORY HILLANDALE HOSPITAL,110226,https://www.emoryhealthcare.org/locations/hospitals/emory-hillandale-hospital/index.html,GA,2801 DeKalb Medical Parkway,Lithonia,GA,30058,90,(404) 501-8000
DIMMIT REGIONAL HOSPITAL,451390,https://www.dimmitregionalhospital.com,TX,704 Hospital Drive,Carrizo Springs,TX,78834,25,(830) 876-2424
OAKLAWN HOSPITAL,230217,https://oaklawnhospital.org,MI,200 North Madison Avenue,Marshall,MI,49068,78,(269) 781-4271
LARKIN COMMUNITY HOSPITAL,100181,https://larkinhealth.com/en/locations/larkin-hospital-south-miami/,FL,7031 Southwest 62nd Avenue,South Miami,FL,33143,128,(305) 284-7500
LOS ROBLES HOSPITAL & MEDICAL CENTER,050549,https://losrobleshospital.com/,CA,215 West Janss Road,Thousand Oaks,CA,91360,341,(805) 497-2727
ANAHEIM GLOBAL MEDICAL CENTER,050744,https://anaheimglobalmedicalcenter.com/,CA,1025 South Anaheim Boulevard,Anaheim,CA,92805,189,(714) 533-6220
OCHILTREE GENERAL HOSPITAL,451359,https://www.ochiltreehospital.com,TX,3101 Garrett Drive,Perryton,TX,79070,25,(806) 435-3606
"LANDMARK HOSPITAL OF ATHENS, LLC",112017,https://www.landmarkhospitals.com/critical-care-hospital-system/athens-ga/,GA,775 Sunset Drive,Athens,GA,30606,42,(706) 620-3503
NORTHERN NEVADA MEDICAL CENTER,290032,https://www.nnmc.com/,NV,2375 East Prater Way,Sparks,NV,89434,124,(775) 331-7000
SOUTHEAST REHABILITATION HOSPITAL,043034,https://www.lakevillageclinic.com/southeast-rehabilitation-hospital.html,AR,2729 - A Highway 65 and 82 South,Lake Village,AR,71653,10,(870) 265-4333
TULSA SPINE & SPECIALTY HOSPITAL,370216,https://www.tulsaspinehospital.com,OK,6901 South Olympia Avenue,Tulsa,OK,74132,38,(918) 388-5701
NORTHERN UTAH REHABILITATION HOSPITAL,463027,https://nurh.ernesthealth.com,UT,5825 Harrison Boulevard,South Ogden,UT,84403,40,(801) 475-5254
REGIONS HOSPITAL,240106,https://www.healthpartners.com/care/hospitals/regions/?utm_campaign=hospital_locallistings_20m1_care_regions&utm_source=googlemybusiness_&utm_medium=organic&utm_content=regions-hospital_localpack_conversion&utm_term=_v1__,MN,640 Jackson Street,Saint Paul,MN,55101,485,(651) 254-3456
CROSS CREEK HOSPITAL,454133,https://www.crosscreekhospital.com/,TX,8402  Cross Park Drive,Austin,TX,78754,90,(844) 572-4956
ST VINCENT'S CHILTON,010173,https://healthcare.ascension.org/locations/alabama/albir/clanton-ascension-st-vincents-chilton,AL,2030 Lay Dam Road,Clanton,AL,35045,26,(205) 258-4400
ABRAZO WEST CAMPUS,030110,https://www.abrazohealth.com/location/detail/abrazo-west-campus,AZ,13677 West McDowell Road,Goodyear,AZ,85395,191,(623) 882-1500
PARKLAND HEALTH CENTER,260163,https://www.parklandhealthcenter.org,MO,1101 West Liberty Street,Farmington,MO,63640,108,(573) 756-6451
ASPIRUS STEVENS POINT HOSPITAL,520002,https://www.aspirus.org/find-a-location/aspirus-stevens-point-hospital-539,WI,900 Illinois Avenue,Stevens Point,WI,54481,82,(715) 346-5000
TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,453314,https://scottishritehospital.org,TX,2222 Welborn Street,Dallas,TX,75219,0,(214) 559-5000
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,520098,https://www.uwhealth.org/locations/university-hospital-170,WI,600 Highland Avenue,Madison,WI,53792,624,(608) 263-6400
HEALTHSOUTH REHABILITATION HOSPITAL OF HUMBLE,453029,https://www.encompasshealth.com/humblerehab,TX,19002 McKay Boulevard ,Humble,TX,77338,74,(281) 446-6148
PALM POINT BEHAVIORAL HEALTH,104082,https://palmpointbehavioral.com/,FL,2355 Truman Scarborough Way,Titusville,FL,32796,74,(321) 603-6550
PETERSON HEALTHCARE AND REHABILITATION HOSPITAL,513025,https://guardianhc.com/locations/peterson/,WV,20 Homestead Avenue,Wheeling,WV,26003,172,(304) 234-0500
MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,371340,https://www.mhtcguymon.org/,OK,520 Medical Crive ,Guymon,OK,73942,25,(580) 338-6515
WEST KENDALL BAPTIST HOSPITAL,100314,https://baptisthealth.net/locations/hospitals/west-kendall-baptist-hospital,FL,9555 South West 162 Avenue,Miami,FL,33196,133,(786) 467-2000
ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,393307,https://www.towerhealth.org/locations/st-christophers-hospital-children,PA,160 East Erie Avenue,Philadelphia,PA,19134,188,(215) 427-5000
CONTINUECARE HOSPITAL AT PALMETTO HEALTH BAPTIST,422006,https://palmetto.continuecare.org/,SC,Taylor at Marion Street,Columbia,SC,29220,35,(803) 296-3701
ATRIUM HEALTH NAVICENT PEACH,111310,https://www.navicenthealth.org/service-center/medical-center-of-peach-county,GA,1960 Hwy 247 Connector,Byron,GA,31008,25,(478) 654-2000
SUTTER ROSEVILLE MEDICAL CENTER,050309,https://www.sutterhealth.org/srmc,CA,One Medical Plaza Drive,Roseville,CA,95661,343,(916) 781-1000
MILBANK AREA HOSPITAL/AVERA HEALTH,431326,https://www.avera.org/locations/profile/milbank-area-hospital-avera/,SD,301 Flynn Drive,Milbank,SD,57252,25,(605) 432-4538
ENCOMPASS HEALTH REHABILITATION HOSPITAL VISION PA,673034,https://www.encompasshealth.com/visionparkrehab,TX,117 Vision Park Boulevard,Shenandoah,TX,77384,60,(936) 444-1700
HOSPITAL PEREA,400123,https://metropavia.com/hospital-perea-mayaguez/,PR,15 Doctor Basora Street,Mayaguez,PR,00681,117,(787) 834-0101
SAINT JOSEPH REGIONAL MEDICAL CENTER,150012,https://www.sjmed.com/patients-visitors/mishawaka-medical-center/,IN,5215 Holy Cross Parkway,Mishawaka,IN,46545,253,(574) 335-5000
RIVERSIDE METHODIST HOSPITAL,360006,https://www.ohiohealth.com/locations/hospitals/riverside-methodist-hospital/,OH,3535 Olentangy River Road,Columbus,OH,43214,787,(614) 566-5000
VA HOSP,50013F,https://www.va.gov/walla-walla-health-care/locations/jonathan-m-wainwright-memorial-va-medical-center/,WA,77 Wainwright Drive,Walla Walla,WA,99362,0,(509) 525-5200
MERCYONE NEW HAMPTON MEDICAL CENTER,161331,https://www.mercyone.org/newhampton/,IA,308 North Maple Avenue,New Hampton,IA,50659,8,(641) 394-4121
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,670108,https://www.bswhealth.com/locations/marble-falls/,TX,810 West Highway 71,Marble Falls,TX,78654,46,(830) 201-8000
LALLIE KEMP MEDICAL CENTER,191321,https://www.lsuhospitals.org/lak/,LA,52579 Highway 51 South,Independence,LA,70443,24,(985) 878-9421
COOSA VALLEY MEDICAL CENTER,010164,https://www.cvhealth.net,AL,315 West Hickory Street,Sylacauga,AL,35150,142,(256) 401-4000
NORTHERN IDAHO ADVANCED CARE HOSPITAL,132001,https://niach.ernesthealth.com/,ID,600 North Cecil,Post Falls,ID,83854,40,(208) 262-2800
FISHER COUNTY HOSPITAL DISTRICT,451313,https://www.fishercountyhospital.com/getpage.php?name=index,TX,774 State Highway 70 North,Rotan,TX,79546,12,(325) 735-2256
MENTAL HEALTH INSTITUTE,164002,https://dhs.iowa.gov/mhds/mental-health/in-patient/mental-health-institutes/cherokee,IA,1251 West Cedar Loop,Cherokee,IA,51012,36,(712) 225-2594
P A M SPECIALTY HOSPITAL OF HAMMOND,192036,https://pamhealth.com/index.php/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-Hammond,LA,42074 Veterans Avenue,Hammond,LA,70403,40,(985) 902-8148
RICHMOND STATE HOSPITAL,154018,https://www.in.gov/fssa/dmha/state-psychiatric-hospitals/richmond-state-hospital/,IN,498 Northwest 18th Street,Richmond,IN,47374,213,(765) 966-0511
DAVIS MEDICAL CENTER,510030,https://www.davishealthsystem.org/locations/davis-medical-center,WV,812 Gorman Avenue,Elkins,WV,26241,110,(304) 636-3300
LEWISGALE HOSPITAL MONTGOMERY,490110,https://lewisgale.com/locations/lewisgale-montgomery/,VA,3700 South Main Street,Blacksburg,VA,24060,92,(540) 951-1111
CULBERSON HOSPITAL,451338,https://www.culbersonhospital.org,TX,Eisenhower and Farm 2185,Van Horn,TX,79855,14,(432) 283-2760
TREGO COUNTY LEMKE MEMORIAL HOSPITAL,171355,https://www.tclmh.org,KS,320 North Thirteenth Street,WaKeeney,KS,67672,25,(785) 743-2182
SAINT FRANCIS MEDICAL CENTER,260183,https://www.sfmc.net/,MO,211 Saint Francis Drive,Cape Girardeau,MO,63703,306,(573) 331-3000
VALOR HEALTH,131318,https://www.valorhealth.org/,ID,1202 East Locust Street,Emmett,ID,83617,13,(208) 365-3561
LANGLEY PORTER PSYCHIATRIC INSTITUTE,054144,https://psych.ucsf.edu/lpphc,CA,401 Parnassus Avenue,San Francisco,CA,94143,56,(415) 476-7000
LAFAYETTE REGIONAL REHABILITATION HOSPITAL,153042,https://www.lrrh.ernesthealth.com/,IN,950 Park East Boulevard,Lafayette,IN,47905,40,(765) 447-4040
WAVERLY HEALTH CENTER,161339,https://www.waverlyhealthcenter.org/,IA,312 Ninth Street Southwest,Waverly,IA,50677,21,(319) 352-4120
RESEARCH MEDICAL CENTER,260027,https://hcamidwest.com/locations/research-medical-center/,MO,2316 East Meyer Boulevard,Kansas City,MO,64132,480,(816) 276-4000
PRINCETON BAPTIST MEDICAL CENTER,010103,https://www.brookwoodbaptisthealth.com/location/detail/princeton-baptist-medical-center-bbh,AL,701 Princeton Avenue Southwest,Birmingham,AL,35211,303,(205) 783-3031
YOAKUM COMMUNITY HOSPITAL,451346,https://yoakumhospital.org,TX,1200 Carl Ramert Drive,Yoakum,TX,77995,23,(361) 293-2321
ANNA JAQUES HOSPITAL,220029,https://www.ajh.org/,MA,25 Highland Avenue,Newburyport,MA,01950,140,(978) 463-1000
NORTH TEXAS STATE HOSPITAL,454008,https://hhs.texas.gov/services/mental-health-substance-use/state-hospitals/north-texas-state-hospital,TX,6515 Kemp Boulevard,Wichita Falls,TX,76308,575,(940) 692-1220
WRIGHT MEMORIAL HOSPITAL,261309,https://www.saintlukeskc.org/locations/wright-memorial-hospital,MO,191 Iowa Boulevard,Trenton,MO,64683,21,(660) 358-5700
MYMICHIGAN MEDICAL CENTER-SAULT,230239,https://www.mymichigan.org/locations/profile/medicalcenter-sault/,MI,500 Osborn Boulevard,Sault Saint Marie,MI,49783,120,(906) 635-4460
FERRY COUNTY MEMORIAL HOSPITAL,501322,https://www.fcphd.org,WA,36 Klondike Road,Republic,WA,99166,25,(509) 775-3333
BROOKINGS HEALTH SYSTEM,430008,https://www.brookingshealth.org/our-locations/brookings-hospital,SD,300 22nd Avenue,Brookings,SD,57006,128,(605) 696-9000
"WEST VIRGINIA UNIVERSITY HOSPITALS, INC",510001,https://wvumedicine.org/ruby-memorial-hospital/,WV,1 Medical Center Drive,Morgantown,WV,26506,675,(304) 598-4000
VA HOSP,20003F,https://www.maine.va.gov/,ME,One VA Center,Augusta,ME,04330,0,(207) 623-8411
HARMON HOSPITAL,290042,https://www.fundltc.com/Healthcare%20Facility%20Locator/facility_page.aspx?locationID=60,NV,2170 East Harmon Avenue,Las Vegas,NV,89119,0,(702) 794-0100
SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,https://www.sfsh.com,SD,910 East 20th Street,Sioux Falls,SD,57105,33,(605) 334-6730
PARK CITY HOSPITAL,460057,https://intermountainhealthcare.org/locations/park-city-hospital/,UT,900 Round Valley Drive,Park City,UT,84060,37,(435) 658-7000
TEXAS ORTHOPEDIC HOSPITAL,450804,https://texasorthopedic.com/,TX,7401 South Main Street,Houston,TX,77030,49,(713) 799-8600
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,https://www.christushealth.org/locations/sulphur-springs-hospital,TX,115 Airport Road,Sulphur Springs,TX,75482,62,(903) 885-7671
