Department Description,ChargeID,ChargeDesc,RevCode,Price,CPT_CODE,De-Identified Minimum Outpatient Allowable Rate,De-Identified Maximum Outpatient Allowable Rate,Medicare Outpatient Allowable Rate,Blue Cross Outpatient Allowable Rate,United Healthcare Outpatient Allowable Rate,Corizon Outpatient Allowable Rate,WPPA Outpatient Allowable Rate,Coventry Outpatient Allowable Rate
Pharmacy,3362109,INJ BUPIVACAINE  0.5 PERCENT 10 ML,259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3556551,RL THYROGLOBULIN ANTIBODY,300,$0.00,86800,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3558894,RL ANTICARDIOLIPIN ANTI IGA,300,$0.00,86147,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Logan Clinic,45099383,LG PREVENTIVE MED NEW PT 5-11 Y/O,983,$0.00,99383,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3252389,FASTRACK KIT (BUCK  EXT.),270,$23.00,,$0.00,$21.85,$12.42,$0.00,$21.85,$11.73,$16.10,$21.85
Purchasing,3255648,GASTRIC FEED TUBE 10 FR,270,$4.00,,$0.00,$3.80,$2.16,$0.00,$3.80,$2.04,$2.80,$3.80
Pharmacy,4800281,INJ ADENOSINE IV 6 MG PER 2 ML,636,$0.00,J0153   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Surgery,3320641,OR EGD W/BALLOON DILATION < 30MM DIA,360,"$2,281.00",43249,"$1,163.31","$2,437.53","$1,231.74","$1,551.00","$2,166.95","$1,163.31","$2,437.53","$2,166.95"
Purchasing,3251713,VASELINE GAUZE 3X9,270,$3.00,,$0.00,$2.85,$1.62,$0.00,$2.85,$1.53,$2.10,$2.85
Pharmacy,4800296,PO ATENOLOL TAB 25 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800244,PO ZINC SULFATE CAP 50 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3259525,INTUBATION STYLET 10 FR,270,$6.00,,$0.00,$5.70,$3.24,$0.00,$5.70,$3.06,$4.20,$5.70
Emergency Dept Pro-Fees,311813,PF LAP INC HERNIA REPAIR RECUR,983,$882.00,49656,$449.82,"$2,004.00",$476.28,"$2,004.00",$837.90,$449.82,"$1,396.95",$837.90
Medical Clinic,19001,PUNCTURE ASPIRATION BREAST CYST EA ADD,521,$112.00,19001,$0.00,$106.40,$60.48,$0.00,$106.40,$57.12,$0.00,$106.40
Pharmacy,4800511,PO NITROGLYCERIN PATCH 0.4 MG PER HR,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,349505,"PF REPAIR INITIAL INGUINAL HERNIA, AGE>5",975,"$1,638.00",49505,$801.00,"$3,774.00",$884.52,"$3,774.00","$1,556.10",$835.38,$801.00,"$1,556.10"
Pharmacy,3809969,METHOTREXATE SOD(PF) INJ 250MG/10ML,636,$0.00,J9250   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3255340,TOURNQUET DISP 44X4,270,$77.00,,$0.00,$73.15,$41.58,$0.00,$73.15,$39.27,$53.90,$73.15
Medical Clinic,59426,ANTEPARTUM CARE 7+ VISITS,521,$0.00,59426,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Treatment Room,3320601,TR REMOVE FB CORNEA W/O SLIT LAMP,761,$676.00,65220,$344.76,$642.20,$365.04,$536.00,$642.20,$344.76,$405.33,$642.20
MRI,3700127,MRI BRAIN W/O & W/CONTRAST,610,$0.00,70553,$0.00,$552.18,$0.00,$521.00,$0.00,$0.00,$552.18,$0.00
Emergency Dept Pro-Fees,311781,PF PARTIAL REMOVAL FOOT FASCIA,983,"$1,125.00",28060,$556.63,"$2,733.00",$607.50,"$2,733.00","$1,068.75",$573.75,$556.63,"$1,068.75"
Pharmacy,4800582,PO PROCHLORPERAZINE MALEATE SUPP 25 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800605,INJ MANNITOL 20PCT PREMIX IV 500 ML,636,$0.00,J2150   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3255986,SPONGES GAUZE 4X4X16 10PK,270,$5.50,,$0.00,$5.23,$2.97,$0.00,$5.23,$2.81,$3.85,$5.23
Emergency Room,3300355,ER SIMPLE WOUND REPAIR TRUNK 12.6-20CM,450,"$2,073.00",12005,$518.76,"$1,969.35","$1,119.42",$801.00,"$1,969.35","$1,057.23",$518.76,"$1,969.35"
Laboratory,3550338,LB AMYLASE,300,$69.00,82150,$0.00,$65.55,$37.26,$0.00,$65.55,$35.19,$0.00,$65.55
Purchasing,3253220,OXYMASK ADULT WITH 7/TUBING,270,$13.00,,$0.00,$12.35,$7.02,$0.00,$12.35,$6.63,$9.10,$12.35
Emergency Dept Pro-Fees,311982,PF REMOVE DRUG DELIVERY IMPLANT,982,$454.00,11982,$0.00,$431.30,$245.16,$0.00,$431.30,$231.54,$113.67,$431.30
Purchasing,3251851,"""UNNA BOOT 4""""""",270,$22.00,,$0.00,$20.90,$11.88,$0.00,$20.90,$11.22,$15.40,$20.90
Respiratory Therapy,3907840,NITROGEN WASHOUT,460,$0.00,94727,$0.00,$209.33,$0.00,$92.91,$0.00,$0.00,$209.33,$0.00
Pharmacy,4800648,INJ METHYLPREDNISOLONE SOD SUCC 125 MG,636,$0.00,J2930   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,312014,PF SIMPLE WOUND REPAIR FACE 5.1-7.5CM,982,$631.00,12014,$112.38,$599.45,$340.74,$471.00,$599.45,$321.81,$112.38,$599.45
Laboratory,LAB0005  ,GTT 3,0,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3251134,"""ELASTIC BANDAGE(ACE)2""""RL.""",270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Purchasing,3250390,CATH TROCAR 20 FR,270,$17.00,,$0.00,$16.15,$9.18,$0.00,$16.15,$8.67,$11.90,$16.15
MRI,3700291,MRI PELVIS W/O & W/CONTRAST,610,$0.00,72197,$0.00,$552.18,$0.00,$521.00,$0.00,$0.00,$552.18,$0.00
Medical Clinic,27618,"EXCISION TUMOR, LEG/ANKLE, SUBQ < 3CM",521,"$1,278.00",27618,$307.00,"$2,110.50",$690.12,$307.00,"$1,214.10",$651.78,"$2,110.50","$1,214.10"
Laboratory,3550020,RL URIC ACID U 24HR,300,$53.00,84560,$0.00,$50.35,$28.62,$0.00,$50.35,$27.03,$0.00,$50.35
Purchasing,3257628,IMPERVIOUS STOCKINETTE 9X44,270,$9.00,,$0.00,$8.55,$4.86,$0.00,$8.55,$4.59,$6.30,$8.55
MRI,3700010,MRI FACE/ORBIT/NECK W/O CONTRAST,610,$0.00,70540,$0.00,$521.00,$0.00,$521.00,$0.00,$0.00,$345.20,$0.00
Emergency Dept Pro-Fees,326990,PF I & D PELVIS AREA; DE,982,"$3,981.00",26990,$0.00,"$3,781.95","$2,149.74",$0.00,"$3,781.95","$2,030.31","$1,051.47","$3,781.95"
Laboratory,3552568,RL BARTONELLA HENSELAE IGM,300,$66.00,86611,$0.00,$62.70,$35.64,$0.00,$62.70,$33.66,$0.00,$62.70
Outpatient Clinic,3558072,OP PACEMAKER EVAL SINGLE,510,$0.00,93279,$0.00,$55.73,$0.00,$38.00,$0.00,$0.00,$55.73,$0.00
Speech Therapy,4050136,ST OTH SLP D/C STAT W/MOD,440,$0.00,G9176   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,320610,PF INJ MAJOR JOINT/BURSA W/O US,982,$220.00,20610,$69.62,$413.00,$118.80,$413.00,$209.00,$112.20,$69.62,$209.00
Surgery,3320662,"OR EXC TUMOR ABD WALL, > 3CM",360,"$3,431.00",22903,"$1,749.81","$3,555.02","$1,852.74","$2,333.00","$3,259.45","$1,749.81","$3,555.02","$3,259.45"
Pharmacy,4800088,FENTANYL CITRATE INJ 100 MCG/2 ML,636,$0.00,J3010   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Ultrasound,3730405,"US OB 1ST TRIMESTER, TRANSABDOMINAL",402,$0.00,76801,$0.00,$163.46,$0.00,$69.00,$0.00,$0.00,$163.46,$0.00
Purchasing,3258022,"SPONGE, GAUZE 2X2 2/PKG",270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Outpatient Clinic,3558087,EXC TUMOR SFT TISS FACE/SCALP SUBQ < 2CM,510,$0.00,21011,$0.00,"$2,110.50",$0.00,$38.00,$0.00,$0.00,"$2,110.50",$0.00
Emergency Room,3300001,"ER CONTROL NASAL BLEED ANTERIOR, SIMPLE",450,$769.00,30901,$167.93,$730.55,$415.26,$484.00,$730.55,$392.19,$167.93,$730.55
Purchasing,3250131,IMAGE3 MASK LRG FULLFACE,270,$68.00,,$0.00,$64.60,$36.72,$0.00,$64.60,$34.68,$47.60,$64.60
Emergency Room,3300071,ER FETAL NON-STRESS TEST,450,$462.00,59025,$235.62,$438.90,$249.48,$356.21,$438.90,$235.62,$255.48,$438.90
Laboratory,3550081,RL GIARDIA ANTIBODY,300,$68.00,86674,$0.00,$64.60,$36.72,$0.00,$64.60,$34.68,$0.00,$64.60
Purchasing,3900010,BUBBLE HUMIDIFIER DISP,270,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Room,3300179,ER LEVEL 1,450,$186.00,99281,$94.86,$176.70,$100.44,$168.62,$176.70,$94.86,$108.90,$176.70
Purchasing,3258379,POST OP SHOE MALE XL,270,$24.00,L3260   ,$0.00,$22.80,$12.96,$0.00,$22.80,$12.24,$16.80,$22.80
Purchasing,3252164,OB CATH UMBILICAL 5 FR,270,$35.00,,$0.00,$33.25,$18.90,$0.00,$33.25,$17.85,$24.50,$33.25
Laboratory,LAB0017  ,RHOGAM,0,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Outpatient Clinic,3350041,CLINIC VISIT LEVEL 4 NEW PT,510,$229.00,99204,$38.00,$217.55,$123.66,$38.00,$217.55,$116.79,$160.30,$217.55
CT Scan,3750105,CT LOWER EXTREMITY W/O IV CONTRAST,350,$0.00,73700,$0.00,$453.00,$0.00,$453.00,$0.00,$0.00,$163.46,$0.00
Surgery,2064520,N block lumbar/thoracic,361,"$1,500.00",64520,$469.00,"$1,425.00",$810.00,$469.00,"$1,425.00",$765.00,"$1,233.69","$1,425.00"
Pharmacy,4800278,ACTIVATED CHARCOAL AQUA 25GM 120ML,259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800142,INJ PEGFILGRASTIM 6 MG PER 0.6 ML,636,$0.00,J2505   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Room,3300720,ER RESIDUAL URINE/BLADDER CAPACITY,450,$117.00,51798,$59.67,$111.15,$63.18,$67.00,$111.15,$59.67,$83.49,$111.15
Surgery,3220610,ARTHRS AID RPR LES/TALARDOME FX/TIBL PLF,360,"$3,140.00",29892,"$1,601.40","$9,397.43","$1,695.60","$2,136.00","$2,983.00","$1,601.40","$9,397.43","$2,983.00"
Medical Clinic,11976,REMOVE IMPLANTABLE CONTRACEPTIVE CAPSULE,521,$395.00,11976,$0.00,$932.96,$213.30,$0.00,$375.25,$201.45,$932.96,$375.25
Medical Clinic,13122,COMPLEX REPAIR SCALP/LIMB EA ADD 5CM,521,$304.00,13122,$0.00,$288.80,$164.16,$0.00,$288.80,$155.04,$0.00,$288.80
Emergency Room,3302126,ER DRAINAGE OF HEMATOMA/FLUID,450,"$1,746.00",10140,$890.46,"$2,110.50",$942.84,"$1,175.00","$1,658.70",$890.46,"$2,110.50","$1,658.70"
Purchasing,3252918,"""HYPAFIX WOUND TAPE 2""""""",270,$20.00,,$0.00,$19.00,$10.80,$0.00,$19.00,$10.20,$14.00,$19.00
Emergency Dept Pro-Fees,399213,PF CLINIC VISIT EST PT LEVEL 3,983,$0.00,99213,$0.00,$67.00,$0.00,$67.00,$0.00,$0.00,$0.00,$0.00
Ambulance,S0215    ,BH TRANSPORT MILEAGE PER MILE,540,$0.00,S0215   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4801101,NF LIQUID,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3252108,DIAPERS NEWBORN 24/BOX,270,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3255433,BIOPSY FORCEPS DISPOSABLE,270,$39.00,,$0.00,$37.05,$21.06,$0.00,$37.05,$19.89,$27.30,$37.05
Emergency Dept Pro-Fees,369200,PF REMOVE FB EXT EAR CANAL W/O ANES,982,$0.00,69200,$0.00,$239.00,$0.00,$239.00,$0.00,$0.00,$71.61,$0.00
Observation,3310287,OBS IV HYDRATION INITIAL 31-60MIN,940,$207.00,96360,$105.57,$305.25,$111.78,$132.00,$196.65,$105.57,$305.25,$196.65
Emergency Dept Pro-Fees,356740,PF EXC BARTHOLINS GLAND/CYST,975,$0.00,56740,$0.00,$483.17,$0.00,$0.00,$0.00,$0.00,$483.17,$0.00
Laboratory,3550100,RL BORDETELLA PERTUSSIS IGM/IGA,300,$100.00,86615,$0.00,$95.00,$54.00,$0.00,$95.00,$51.00,$0.00,$95.00
Purchasing,3255639,BRIEF EZ L/XL,270,$3.00,,$0.00,$2.85,$1.62,$0.00,$2.85,$1.53,$2.10,$2.85
Pharmacy,4800266,INJ BETAMETHASONE ACE SODPHOS 6MG PER ML,636,$0.00,J0702   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3250009,PNEUMATIC CERVICAL TRACTION UNIT,270,$425.00,E0855   ,$0.00,$403.75,$229.50,$0.00,$403.75,$216.75,$297.50,$403.75
Purchasing,3250945,POM PROCEDURE O2 MASK,270,$26.25,,$0.00,$24.94,$14.18,$0.00,$24.94,$13.39,$18.38,$24.94
Laboratory,LAB0108  ,RL INFLAMMATORY DISEASE PANEL,0,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Nursing,3693243,EXT ECG >48 HRS <7D SCAN A/R,731,$0.00,93243,$0.00,$83.49,$0.00,$0.00,$0.00,$0.00,$83.49,$0.00
Purchasing,3251372,STIMUPLEX ECHO NEEDLE 20X4,270,$41.00,,$0.00,$38.95,$22.14,$0.00,$38.95,$20.91,$28.70,$38.95
Purchasing,3250368,LOCKING SCREW 3.5 X 10MM,270,"$1,137.00",,$0.00,"$1,080.15",$613.98,$0.00,"$1,080.15",$579.87,$795.90,"$1,080.15"
Pharmacy,3854032,MAGNESIUM SULFATE 4 % PRE,636,$0.00,J3475   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Radiology,3700714,XR FACIAL BONES MINIMUM 3 VIEWS,320,$0.00,70150,$0.00,$187.68,$0.00,$187.68,$0.00,$0.00,$163.46,$0.00
Purchasing,3254500,FINGER SPLINT OPENTHIMBLE,270,$3.00,,$0.00,$2.85,$1.62,$0.00,$2.85,$1.53,$2.10,$2.85
Purchasing,3251216,WALKING BOOT MEDIUM,274,$166.00,L4360   ,$0.00,$157.70,$89.64,$0.00,$157.70,$84.66,$116.20,$157.70
Purchasing,3250820,SYRINGE 60CC LEUR LOCK,270,$2.50,,$0.00,$2.38,$1.35,$0.00,$2.38,$1.28,$1.75,$2.38
Pharmacy,4800688,INJ PHENYLEPHRINE NEO SYNEPHRINE,636,$0.00,J2370   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,12034,INTERMED REPAIR TRUNK 7.6-12.5CM,521,$668.00,12034,$340.68,"$1,533.00",$360.72,"$1,533.00",$634.60,$340.68,$518.76,$634.60
Purchasing,3250148,BOXER BRACE RIGHT,270,$57.00,L3984   ,$0.00,$54.15,$30.78,$0.00,$54.15,$29.07,$39.90,$54.15
Purchasing,3252264,ENDOTRACHEAL TUBE 7.0 MM,270,$4.00,,$0.00,$3.80,$2.16,$0.00,$3.80,$2.04,$2.80,$3.80
Medical Clinic,21930,EXC SOFT TISSUE BACK < 3CM,521,"$1,196.00",21930,$609.96,"$2,110.50",$645.84,"$1,482.00","$1,136.20",$609.96,"$2,110.50","$1,136.20"
Surgery,3220636,TREAT METATARSAL FRACTURE,360,"$2,525.00",28476,"$1,287.75","$4,245.60","$1,363.50","$2,446.00","$2,398.75","$1,287.75","$4,245.60","$2,398.75"
Purchasing,3253196,CROSS BLADE MAX CUTTER/SHAVER 3.5,270,$300.00,,$0.00,$285.00,$162.00,$0.00,$285.00,$153.00,$210.00,$285.00
Purchasing,3255375,LARYNGEAL MASK #5,270,$18.00,,$0.00,$17.10,$9.72,$0.00,$17.10,$9.18,$12.60,$17.10
Pharmacy,4800037,SOTALOL HCL TAB  80 MG,259,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3553100,RL GONORRHEA SCREEN,300,$215.00,87591,$0.00,$204.25,$116.10,$0.00,$204.25,$109.65,$0.00,$204.25
Medical Clinic,27328,"EXC TUMOR THIGH, SUBFASCIAL < 5CM",521,"$1,840.00",27328,$938.40,"$3,555.02",$993.60,"$1,067.00","$1,748.00",$938.40,"$3,555.02","$1,748.00"
Purchasing,3256298,DALE AB BIND 60-75 4 PAN,274,$66.00,L0626   ,$0.00,$62.70,$35.64,$0.00,$62.70,$33.66,$46.20,$62.70
MRI,3700028,MRI FACE/ORBIT/NECK W/CONTRAST,610,$0.00,70542,$0.00,$552.18,$0.00,$521.00,$0.00,$0.00,$552.18,$0.00
Purchasing,3255779,HYDROCOL DRESSING 4X4THIN,270,$11.00,,$0.00,$10.45,$5.94,$0.00,$10.45,$5.61,$7.70,$10.45
Pharmacy,3850371,SODIUM CHLORIDE 0.9 % AV,258,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,3360734,ICF/NSG FACILITY CARE LV 2 NON PT A 35MI,525,$214.00,99305,$0.00,$203.30,$115.56,$0.00,$203.30,$109.14,$149.80,$203.30
Laboratory,3550052,RL FACTOR V ACTIVITY,300,$444.00,85220,$0.00,$421.80,$239.76,$0.00,$421.80,$226.44,$0.00,$421.80
Laboratory,3559122,RL 24HR URINE OXALATE,300,$0.00,83945,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,11900,"INJECT INTRALESIONAL, UP TO 7",521,$129.00,11900,$0.00,$269.33,$69.66,$0.00,$122.55,$65.79,$269.33,$122.55
Pharmacy,4810012,OCTAGAM IVIG 5% 5 GM/100ML,636,$0.00,J1568   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Dept Pro-Fees,369210,PF REMOVE IMPACTED CERUMEN W/INSTRUMENT,982,$0.00,69210,$0.00,$453.00,$0.00,$453.00,$0.00,$0.00,$50.37,$0.00
Laboratory,LAB0112  ,RL PEDIATRIC RAST PANEL 1,0,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3253429,SANITARY PADS,270,$5.00,,$0.00,$4.75,$2.70,$0.00,$4.75,$2.55,$3.50,$4.75
Medical Clinic,3361002,SUB ICF/NURSING HOME CMPLX NON PT A 35MI,525,$208.00,99310,$0.00,$197.60,$112.32,$0.00,$197.60,$106.08,$145.60,$197.60
Emergency Dept Pro-Fees,357265,PF ANTROPOST COLPORRHAPH W/CYSTO W/NTRCL,975,$0.00,57265,$0.00,"$1,338.24",$0.00,$0.00,$0.00,$0.00,"$1,338.24",$0.00
Purchasing,3256604,SPINAL NEEDLE 25 GA X 3.5,270,$14.00,,$0.00,$13.30,$7.56,$0.00,$13.30,$7.14,$9.80,$13.30
Surgery,3320640,OR LAPAROSCOPIC APPENDECTOMY,360,"$7,938.00",44970,"$4,048.38","$7,590.66","$4,286.52","$5,398.00","$7,541.10","$4,048.38","$7,590.66","$7,541.10"
Pharmacy,4800647,INJ METHYLPREDNISOLONE 1GM VIAL,636,$0.00,J2930   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Ultrasound,3730487,US AORTIC ANEURYSM SCAN,402,$0.00,99999,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,3850488,DEXTROSE 5 % NACL 0.25 %,636,$0.00,J7042   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,NC       ,NO CHARGE,521,$0.00,99999,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Surgery,321932,EXC BACK TUMOR <5 CM,960,$834.00,21932,$425.34,"$2,946.00",$450.36,"$2,946.00",$792.30,$425.34,"$1,015.89",$792.30
Pharmacy,4800375,INJ DILTIAZEM HCL IV 125 MG PER 25 ML,636,$0.00,J3490   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3559053,RL TOTAL BILIRUBIN,300,$0.00,82247,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Laboratory,3550726,LB URIC ACID,300,$50.00,84550,$0.00,$47.50,$27.00,$0.00,$47.50,$25.50,$0.00,$47.50
Laboratory,3552748,"RL TC STAINS, GROUP I",310,$162.00,88312,$0.00,$153.90,$87.48,$0.00,$153.90,$82.62,$74.64,$153.90
Medical Clinic,12004,SIMPLE WOUND REPAIR TRUNK 7.6-12.5CM,521,$574.00,12004,$269.33,$572.00,$309.96,$572.00,$545.30,$292.74,$269.33,$545.30
Emergency Dept Pro-Fees,345385,"PF COLONOSCOPY W/REMOVAL TUMOR, SNARE",982,"$2,200.00",45385,$386.49,"$2,090.00","$1,188.00","$1,472.00","$2,090.00","$1,122.00",$386.49,"$2,090.00"
Pharmacy,4800745,PO VENLAFAXINE HCL CAP 75 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Pharmacy,4800822,PO PSEUDOEPHEDRINE HCL TAB 30 MG,250,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Room,3300048,ER INTERMED WOUND REPAIR FACE 2.6-5.0CM,450,"$1,284.00",12052,$518.76,"$1,219.80",$693.36,$873.00,"$1,219.80",$654.84,$518.76,"$1,219.80"
Laboratory,3550352,RL ANTICARDIOLIPIN ANTI IGG,300,$178.00,86147,$0.00,$169.10,$96.12,$0.00,$169.10,$90.78,$0.00,$169.10
Emergency Room,3300090,ER OXYGEN,270,$85.00,,$0.00,$80.75,$45.90,$0.00,$80.75,$43.35,$59.50,$80.75
Midwest Pain Solutions,2064430,Njx aa/strd pudendal nerve,761,"$1,050.00",64430,$535.50,"$1,627.00",$567.00,"$1,627.00",$997.50,$535.50,"$1,233.69",$997.50
Surgery,3150611,REPAIR ROTATOR CUFF CHRONIC,360,"$6,474.00",23412,"$3,301.74","$9,397.43","$3,495.96","$6,273.00","$6,150.30","$3,301.74","$9,397.43","$6,150.30"
Pharmacy,4800471,INJ PIPERACILLIN TAZOBACTAM 2.25 GM,636,$0.00,J2543   ,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3257412,HYDROFERA BLUE 4X4 DRESSING,270,$20.00,A6210   ,$0.00,$19.00,$10.80,$0.00,$19.00,$10.20,$14.00,$19.00
Purchasing,3259956,CHEMO TUBING,270,$12.00,,$0.00,$11.40,$6.48,$0.00,$11.40,$6.12,$8.40,$11.40
Ultrasound,3730486,US STROKE SCAN,402,$0.00,99999,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3251679,STANDARD 12-FLUTE BARREL BUR 5.5,270,$181.50,,$0.00,$172.43,$98.01,$0.00,$172.43,$92.57,$127.05,$172.43
Physical Therapy,3950127,PT WHIRLPOOL BATH TREATMENT,420,$0.00,97022,$0.00,$33.00,$0.00,$33.00,$0.00,$0.00,$0.00,$0.00
Medical Clinic,56420,I&D BARTHOLINS GLAND ABSCESS,521,$0.00,56420,$0.00,$255.48,$0.00,$0.00,$0.00,$0.00,$255.48,$0.00
Laboratory,3550178,RL P190 BCR ABL 1 MINOR BREAKPOINT,300,$584.00,81207,$0.00,$554.80,$315.36,$0.00,$554.80,$297.84,$408.80,$554.80
Purchasing,3250395,JUGGERKNOT 1.4 KIT,270,$956.00,,$0.00,$908.20,$516.24,$0.00,$908.20,$487.56,$669.20,$908.20
Laboratory,3559190,SARS-COV-2 COVID-19 AMP PRB,300,$0.00,87635,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Emergency Room,3300101,ER COMPLEX REPAIR SCALP/LIMB EA ADD 5CM,450,$796.00,13122,$0.00,$756.20,$429.84,$0.00,$756.20,$405.96,$0.00,$756.20
Laboratory,3558959,RL PARATHYROID HORMONE W/OUT CALCIUM,300,$0.00,83970,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Purchasing,3256430,SURGICAL DRAPE ORTHO 60X76,270,$5.00,,$0.00,$4.75,$2.70,$0.00,$4.75,$2.55,$3.50,$4.75
Emergency Dept Pro-Fees,355000,PF PUNC ASPIR HYDROCELE TUNICA VAGINALIS,982,$368.00,55000,$0.00,$349.60,$198.72,$0.00,$349.60,$187.68,$128.32,$349.60
Laboratory,3550286,RL ANTIGEN TYPE,300,$237.00,86905,$0.00,$436.89,$127.98,$0.00,$225.15,$120.87,$436.89,$225.15
EKG,3600065,"EKC RHYTHM ECG 1-3 LEADS,TRACING W/O REP",730,$0.00,93041,$0.00,$83.49,$0.00,$72.38,$0.00,$0.00,$83.49,$0.00
Purchasing,3255135,WRIST SUPPORT SMALL RT.,270,$27.00,L3908   ,$0.00,$25.65,$14.58,$0.00,$25.65,$13.77,$18.90,$25.65
Purchasing,3255754,NERVE BLOCK NEEDLE 21GA X .90,270,$31.00,,$0.00,$29.45,$16.74,$0.00,$29.45,$15.81,$21.70,$29.45
Pharmacy,3360634,INJ DECADRON PHOS 4 MG,636,$9.00,J1100   ,$0.00,$8.55,$4.86,$0.00,$8.55,$4.59,$6.30,$8.55
Emergency Dept Pro-Fees,323600,PF FRACTURE HUMERUS PROXIMAL,982,$501.00,23600,$255.51,"$1,440.00",$270.54,"$1,440.00",$475.95,$255.51,$496.51,$475.95
Purchasing,3250753,COFLEX TWO LAYER COMPRESS,270,$28.00,,$0.00,$26.60,$15.12,$0.00,$26.60,$14.28,$19.60,$26.60
Outpatient Clinic,3350314,DISTAL RADIAL FX TREATMENT W/O MAN,510,"$2,140.00",25600,$38.00,"$2,033.00","$1,155.60",$38.00,"$2,033.00","$1,091.40",$309.29,"$2,033.00"
Surgery,2064483,Inj foramen epidural l/s,361,"$1,800.00",64483,$574.00,"$1,710.00",$972.00,$574.00,"$1,710.00",$918.00,"$1,233.69","$1,710.00"
